#Name;Name mit Ort;Nummer;Globale ID;GKZ;Gemeinde;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
Volksbank;Dettingen (T) Volksbank;4274;de:08116:4274;08116016;Dettingen unter Teck;Dettingen (T);ES;5,6;"Bus;Ruftaxi";173,173A,175,175A,176,177,177A,RT176,RT177;31173_,31173a,31175_,31175a,31176_,31177_,31177a,50176_,50177_;9;31,5;9,452486733;48,61658181
Obere Straße;Dettingen (T) Obere Straße;4275;de:08116:4275;08116016;Dettingen unter Teck;Dettingen (T);ES;5,6;"Bus;Ruftaxi";173,173A,175,175A,176,177,177A,RT176,RT177;31173_,31173a,31175_,31175a,31176_,31177_,31177a,50176_,50177_;9;31,5;9,451784036;48,61383282
Katholische Kirche;Dettingen (T) Kath. Kirche;4277;de:08116:4277;08116016;Dettingen unter Teck;Dettingen (T);ES;5,6;"Bus;Ruftaxi";173,173A,175,175A,176,RT176;31173_,31173a,31175_,31175a,31176_,50176_;6;31,5;9,463274659;48,61422775
Goldmorgen;Dettingen (T) Goldmorgen;4278;de:08116:4278;08116016;Dettingen unter Teck;Dettingen (T);ES;6,5;"Bus;Ruftaxi";177,177A,RT177;31177_,31177a,50177_;3;31,5;9,451581799;48,61092898
Teckhalle;Owen Teckhalle;4279;de:08116:4279;08116054;Owen;Owen;ES;6,5;"Bus;Ruftaxi";177,177A,RT177;31177_,31177a,50177_;3;31,5;9,448988871;48,59075956
Geschichtshaus;Owen Geschichtshaus;4280;de:08116:4280;08116054;Owen;Owen;ES;6,5;"Bus;Ruftaxi";177,177A,RT177;31177_,31177a,50177_;3;31,5;9,451084531;48,58558056
Rebenweg;Owen Rebenweg;4281;de:08116:4281;08116054;Owen;Owen;ES;6,5;"Bus;Ruftaxi";177,177A,RT177;31177_,31177a,50177_;3;31,5;9,452423824;48,58225699
Brucken Untere Straße;Unterl. Brucken Untere Straße;4282;de:08116:4282;08116079;Lenningen;Unterlenningen;ES;5,6;"Bus;Ruftaxi";177,177A,RT177;31177_,31177a,50177_;3;31,5;9,456086378;48,57357354
Bahnhofstraße;Unterlenningen Bahnhofstraße;4283;de:08116:4283;08116079;Lenningen;Unterlenningen;ES;5,6;"Bus;Ruftaxi";177,177A,RT177,RT179;31177_,31177a,50177_,50179_;4;31,5;9,460609716;48,56432897
Rathaus;Unterlenningen Rathaus;4284;de:08116:4284;08116079;Lenningen;Unterlenningen;ES;5,6;"Bus;Ruftaxi";177,177A,179,RT177,RT179;31177_,31177a,31179_,50177_,50179_;5;31,5;9,46298417;48,56173852
Eckenerstraße;Sirnau Eckenerstraße;4286;de:08116:4286;08116019;Esslingen am Neckar;Sirnau;ES;2;Bus;104,121;31104_,31121_;2;31;9,345130878;48,71678055
Industriegebiet;Wendlingen (N) Industriegebiet;4287;de:08116:4287;08116071;Wendlingen am Neckar;Wendlingen (N);ES;4;Bus;184;31184_;1;31;9,366412565;48,67010648
Wilhelm-Maier-Straße;Köngen Wilhelm-Maier-Straße;4288;de:08116:4288;08116035;Köngen;Köngen;ES;4;"Bus;Linientaxi";151,LT151;31151_,52151_;2;31,52;9,363743699;48,67656261
Blumenstraße;Unterensingen Blumenstraße;4289;de:08116:4289;08116068;Unterensingen;Unterensingen;ES;4;"Bus;Ruftaxi";184,RT184;31184_,50184_;2;31,5;9,356949693;48,66055916
Stern;Unterensingen Stern;4290;de:08116:4290;08116068;Unterensingen;Unterensingen;ES;4;"Bus;Ruftaxi";184,RT184;31184_,50184_;2;31,5;9,35592605;48,65784657
Alter Sportplatz;Wendlingen (N) Alter Sportpl.;4293;de:08116:4293;08116071;Wendlingen am Neckar;Wendlingen (N);ES;4;Bus;152,154;31152_,31154_;2;31;9,39205906;48,67003091
Kapellenstraße;Wendlingen (N) Kapellenstraße;4295;de:08116:4295;08116071;Wendlingen am Neckar;Wendlingen (N);ES;4;Bus;155;31155_;1;31;9,380421128;48,66791178
Schulzentrum;Wendlingen (N) Schulzentrum;4296;de:08116:4296;08116071;Wendlingen am Neckar;Wendlingen (N);ES;4;Bus;151,152,155,196;31151_,31152_,31155_,31196_;4;31;9,378678063;48,66539961
Schützenstraße;Wendlingen (N) Schützenstraße;4297;de:08116:4297;08116071;Wendlingen am Neckar;Wendlingen (N);ES;4;"Bus;Ruftaxi";155,196,RT196;31155_,31196_,50196_;3;31,5;9,370877622;48,66801489
Lerchenstraße;Oberboihingen Lerchenstraße;4298;de:08116:4298;08116050;Oberboihingen;Oberboihingen;ES;4,5;"Bus;Ruftaxi";196,RT196;31196_,50196_;2;31,5;9,366465182;48,65491786
Kreissparkasse;Oberboihingen Kreissparkasse;4299;de:08116:4299;08116050;Oberboihingen;Oberboihingen;ES;4,5;"Bus;Ruftaxi";196,RT196;31196_,50196_;2;31,5;9,366203923;48,6488397
Stattmannstraße;Oberboihingen Stattmannstraße;4300;de:08116:4300;08116050;Oberboihingen;Oberboihingen;ES;4,5;"Bus;Ruftaxi";156,196,RT196;31156_,31196_,50196_;3;31,5;9,363364431;48,64464017
Inselbad;Zizishausen Inselbad;4301;de:08116:4301;08116049;Nürtingen;Zizishausen;ES;4,5;"Bus;Ruftaxi";169,184,RT184;31169_,31184_,50184_;3;31,5;9,350634188;48,64053411
Realschule;Nürtingen Realschule;4302;de:08116:4302;08116049;Nürtingen;Nürtingen;ES;4,5;Bus;166,169,184,196;31166_,31169_,31184_,31196_;4;31;9,334119242;48,63213023
Zeller Straße;Ohmden Zeller Straße;4303;de:08116:4303;08116053;Ohmden;Ohmden;ES;5;"Bus;Ruftaxi";165,RT165;31165_,50165_;2;31,5;9,529066686;48,64684805
Schillerplatz;Nürtingen Schillerplatz;4304;de:08116:4304;08116049;Nürtingen;Nürtingen;ES;4,5;Bus;166,181,182,183,185,185A,186,195;31166_,31181_,31182_,31183_,31185_,31185a,31186_,31195_;8;31;9,339978472;48,6258362
Metzinger Straße;Nürtingen Metzinger Straße;4305;de:08116:4305;08116049;Nürtingen;Nürtingen;ES;4,5;Bus;182,X19;31182_,31X19_;2;31;9,330048181;48,62367094
Tobelwasen;Weilheim (T) Tobelwasen;4306;de:08116:4306;08116070;Weilheim an der Teck;Weilheim (T);ES;5,6;"Bus;Ruftaxi";920,920A,RT920;31920_,31920a,50920_;3;31,5;9,54475562;48,62302527
Am Wiesenrain;Kirchheim (T) Am Wiesenrain;4307;de:08116:4307;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";163,164,RT163;31163_,31164_,50163_;3;31,5;9,474757668;48,6527863
Eichwasen;Neckartenzlingen Eichwasen;4308;de:08116:4308;08116042;Neckartenzlingen;Neckartenzlingen;ES;4,5;"Bus;Ruftaxi";188,189,189A,808,RT188,RT189;31188_,31189_,31189a,31808_,50188_,50189_;6;31,5;9,250067899;48,5900964
Metzinger Straße;Neckartenzl. Metzinger Straße;4309;de:08116:4309;08116042;Neckartenzlingen;Neckartenzlingen;ES;4,5;Bus;187,197;31187_,31197_;2;31;9,239561394;48,58990296
Auwiesenschule;Neckartenzl. Auwiesenschule;4310;de:08116:4310;08116042;Neckartenzlingen;Neckartenzlingen;ES;4,5;Bus;187,188A,197,808A;31187_,31188a,31197_,31808a;4;31;9,243791922;48,58734014
Kleiderwerk Adler;Neckartenzl. Kleiderwerk Adler;4311;de:08116:4311;08116042;Neckartenzlingen;Neckartenzlingen;ES;4,5;Bus;187,197;31187_,31197_;2;31;9,253805018;48,57845167
Heerweg;Großbettlingen Heerweg;4312;de:08116:4312;08116022;Großbettlingen;Großbettlingen;ES;5,6;"Bus;Nachtbus";185A,187,X19,N81;31185a,31187_,31X19_,34081_;4;31,34;9,301530018;48,59094409
Neckartenzlinger Straße;Bempfl. Neckartenzlinger Str.;4313;de:08116:4313;08116008;Bempflingen;Bempflingen;ES;5;Bus;187,197;31187_,31197_;2;31;9,258981933;48,57577828
Katholische Kirche;Bempflingen Katholische Kirche;4314;de:08116:4314;08116008;Bempflingen;Bempflingen;ES;5;"Bus;Nachtbus;Ruftaxi";X19,N81,RT187;31X19_,34081_,50187_;3;31,34,50;9,268861656;48,57331856
Lindenstraße;Bempflingen Lindenstraße;4315;de:08116:4315;08116008;Bempflingen;Bempflingen;ES;5;Bus;187,189A,197;31187_,31189a,31197_;3;31;9,2659999;48,57284861
Rathaus;Bempflingen Rathaus;4316;de:08116:4316;08116008;Bempflingen;Bempflingen;ES;5;"Bus;Nachtbus;Ruftaxi";187,189A,197,X19,N81,RT187;31187_,31189a,31197_,31X19_,34081_,50187_;6;31,34,50;9,26855208;48,57116104
Martinskirche;Kirchheim (T) Martinskirche;4317;de:08116:4317;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";144,163,164,165,914,914A,RT163,RT165,RT177,RT17;31144_,31163_,31164_,31165_,31914_,31914a,50163_,50165_,50177_,51017_;10;31,50,51;9,449521179;48,64913776
Teckstraße;Kirchheim (T) Teckstraße;4319;de:08116:4319;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";163,173,173A,175,175A,177,177A,RT163,RT177;31163_,31173_,31173a,31175_,31175a,31177_,31177a,50163_,50177_;9;31,5;9,455389091;48,64668668
Stadion;Kirchheim (T) Stadion;4320;de:08116:4320;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";165,173,173A,175,175A,177,177A,RT177;31165_,31173_,31173a,31175_,31175a,31177_,31177a,50177_;8;31,5;9,468175348;48,64257069
Hörnlesweg;Kohlberg Hörnlesweg;4321;de:08116:4321;08116036;Kohlberg;Kohlberg;ES;5;Bus;180,192,198,199;31180_,31192_,31198_,31199_;4;31;9,342013144;48,55965305
Wartehalle;Jesingen Wartehalle;4322;de:08116:4322;08116033;Kirchheim unter Teck;Jesingen;ES;5;"Bus;Ruftaxi";165,173,173A,175,175A,177,177A,RT165,RT177;31165_,31173_,31173a,31175_,31175a,31177_,31177a,50165_,50177_;9;31,5;9,4833184;48,6396574
Rathaus;Jesingen Rathaus;4323;de:08116:4323;08116033;Kirchheim unter Teck;Jesingen;ES;5;"Bus;Ruftaxi";165,173,173A,175,175A,177,177A,RT165,RT177;31165_,31173_,31173a,31175_,31175a,31177_,31177a,50165_,50177_;9;31,5;9,489049462;48,63876989
Bahnhof;Holzmaden Bf;4324;de:08116:4324;08116029;Holzmaden;Holzmaden;ES;5;"Bus;Ruftaxi";173,173A,175,175A,177,177A,RT177;31173_,31173a,31175_,31175a,31177_,31177a,50177_;7;31,5;9,511997976;48,63111623
Schluchtweg;Weilheim (T) Schluchtweg;4325;de:08116:4325;08116070;Weilheim an der Teck;Weilheim (T);ES;5,6;"Bus;Ruftaxi";173,173A,175,175A,177,177A,RT177;31173_,31173a,31175_,31175a,31177_,31177a,50177_;7;31,5;9,538282215;48,62145505
Bahnhofstraße;Weilheim (T) Bahnhofstraße;4326;de:08116:4326;08116070;Weilheim an der Teck;Weilheim (T);ES;5,6;Bus;920,920A;31920_,31920a;2;31;9,539752812;48,61817483
Altvaterweg;Kirchheim (T) Altvaterweg;4328;de:08116:4328;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";161,RT161;31161_,50161_;2;31,5;9,458642371;48,63282512
Freiwaldaustraße;Kirchheim (T) Freiwaldaustraße;4329;de:08116:4329;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";161,RT161;31161_,50161_;2;31,5;9,459445011;48,63455749
Bulkesweg;Kirchheim (T) Bulkesweg;4330;de:08116:4330;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";161,RT161;31161_,50161_;2;31,5;9,461961979;48,63828835
Tannenbergstraße;Kirchheim (T) Tannenbergstraße;4331;de:08116:4331;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";161,RT161;31161_,50161_;2;31,5;9,45839788;48,64027199
Bismarckstraße;Kirchheim (T) Bismarckstraße;4332;de:08116:4332;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";161,RT161;31161_,50161_;2;31,5;9,456598222;48,64383123
Konrad-Widerholt-Halle;Kirchheim (T) K.-W.-Halle;4333;de:08116:4333;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";161,173A,176,RT161,RT176;31161_,31173a,31176_,50161_,50176_;5;31,5;9,453758956;48,64499352
Spielplatz;Kirchheim (T) Spielplatz;4334;de:08116:4334;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";161,RT161;31161_,50161_;2;31,5;9,458483359;48,63623396
Parkplatz Schlossgymnasium;Kirchh.(T) Parkpl. Schlossg.;4335;de:08116:4335;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;Bus;173A;31173a;1;31;9,46780815;48,64394806
Hegelstraße;Kirchheim (T) Hegelstraße;4338;de:08116:4338;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";161,RT161;31161_,50161_;2;31,5;9,433560569;48,65381223
Fabrikstraße;Ötlingen Fabrikstraße;4339;de:08116:4339;08116033;Kirchheim unter Teck;Ötlingen;ES;5;"Bus;Ruftaxi";161,RT161;31161_,50161_;2;31,5;9,427469261;48,65575045
Kirche;Ötlingen Kirche;4340;de:08116:4340;08116033;Kirchheim unter Teck;Ötlingen;ES;5;"Bus;Ruftaxi";163,164,RT163;31163_,31164_,50163_;3;31,5;9,422235724;48,65643523
Ortsmitte;Ötlingen Ortsmitte;4341;de:08116:4341;08116033;Kirchheim unter Teck;Ötlingen;ES;5;"Bus;Ruftaxi";163,164,RT163;31163_,31164_,50163_;3;31,5;9,422119281;48,6571191
Halde;Ötlingen Halde;4343;de:08116:4343;08116033;Kirchheim unter Teck;Ötlingen;ES;5;"Bus;Ruftaxi";161,RT161;31161_,50161_;2;31,5;9,423929439;48,65931562
Warth;Ötlingen Warth;4344;de:08116:4344;08116033;Kirchheim unter Teck;Ötlingen;ES;5;"Bus;Ruftaxi";161,RT161;31161_,50161_;2;31,5;9,414794977;48,66108449
Ötlingen;Ötlingen;4345;de:08116:4345;08116033;Kirchheim unter Teck;Ötlingen;ES;5;"Bus;Ruftaxi;S-Bahn";S1,161,163,164,RT161,RT163;10001_,31161_,31163_,31164_,50161_,50163_;6;10,31,50;9,416261302;48,65782388
Mörikeschule;Ötlingen Mörikeschule;4346;de:08116:4346;08116033;Kirchheim unter Teck;Ötlingen;ES;5;"Bus;Ruftaxi";161,163,164,RT163;31161_,31163_,31164_,50163_;4;31,5;9,417319298;48,65444783
Brühl;Lindorf Brühl;4347;de:08116:4347;08116033;Kirchheim unter Teck;Lindorf;ES;5;"Bus;Ruftaxi";163,164,RT163;31163_,31164_,50163_;3;31,5;9,414873579;48,64752338
Ortsmitte;Lindorf Ortsmitte;4349;de:08116:4349;08116033;Kirchheim unter Teck;Lindorf;ES;5;"Bus;Ruftaxi";163,164,RT163;31163_,31164_,50163_;3;31,5;9,414312534;48,64530423
Schlossgymnasium;Kirchheim (T) Schlossgymnasium;4350;de:08116:4350;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";163,914A,RT163;31163_,31914a,50163_;3;31,5;9,467504289;48,64483956
Habichtweg;Kirchheim (T) Habichtweg;4351;de:08116:4351;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";163,164,RT163;31163_,31164_,50163_;3;31,5;9,468376299;48,64814529
Milanweg;Kirchheim (T) Milanweg;4352;de:08116:4352;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";163,164,RT163;31163_,31164_,50163_;3;31,5;9,4730189;48,64827917
Benzenhofweg;Kirchheim (T) Benzenhofweg;4353;de:08116:4353;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";163,164,RT163;31163_,31164_,50163_;3;31,5;9,472494073;48,65020575
Schafhof;Kirchheim (T) Schafhof;4354;de:08116:4354;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;Ruftaxi;RT163;50163_;1;50;9,468994867;48,65045387
Waldfriedhof;Kirchheim (T) Waldfriedhof;4355;de:08116:4355;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;Bus;165;31165_;1;31;9,459002185;48,66048495
Uhlandgymnasium;Kirchheim (T) Uhlandgymnasium;4356;de:08116:4356;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;Ruftaxi;RT16;51016_;1;51;9,44673731;48,64127108
Holbeinweg;Kirchheim (T) Holbeinweg;4357;de:08116:4357;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;Ruftaxi;RT16;51016_;1;51;9,443717452;48,64196621
Rembrandtweg;Kirchheim (T) Rembrandtweg;4358;de:08116:4358;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;Ruftaxi;RT16;51016_;1;51;9,440077869;48,6431852
Badwiesen;Kirchheim (T) Badwiesen;4361;de:08116:4361;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";163,164,RT163;31163_,31164_,50163_;3;31,5;9,43669204;48,64709191
Lerchenstraße;Weilheim (T) Lerchenstraße;4362;de:08116:4362;08116070;Weilheim an der Teck;Weilheim (T);ES;5,6;"Bus;Ruftaxi";175A,RT177;31175a,50177_;2;31,5;9,54446938;48,6153379
Ziegelwasen;Kirchheim (T) Ziegelwasen;4363;de:08116:4363;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";144,914,914A,RT165;31144_,31914_,31914a,50165_;4;31,5;9,457104849;48,65033087
Hugo-Wolf-Weg;Kirchheim (T) Hugo-Wolf-Weg;4364;de:08116:4364;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";144,165,RT165;31144_,31165_,50165_;3;31,5;9,459561369;48,65480839
Wellingen Kirchle;Notzingen Wellingen Kirchle;4365;de:08116:4365;08116048;Notzingen;Notzingen;ES;4,5;"Bus;Ruftaxi";165,168,RT165;31165_,31168_,50165_;3;31,5;9,470955393;48,67294532
Wellingen Schlierbacher Str.;Notz. Well. Schlierbacher Str.;4366;de:08116:4366;08116048;Notzingen;Notzingen;ES;4,5;"Bus;Ruftaxi";165,168,RT165;31165_,31168_,50165_;3;31,5;9,475143813;48,67362952
Ötlinger Straße;Notzingen Ötlinger Straße;4368;de:08116:4368;08116048;Notzingen;Notzingen;ES;4,5;Bus;168;31168_;1;31;9,455886988;48,67027227
Freitagshof;Wernau (N) Freitagshof;4369;de:08116:4369;08116072;Wernau (Neckar);Wernau (N);ES;3,4;Bus;168;31168_;1;31;9,431029546;48,67053895
Hans-Thoma-Weg;Kirchheim (T) Hans-Thoma-Weg;4371;de:08116:4371;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;Ruftaxi;RT16;51016_;1;51;9,447609248;48,64013462
Amtsgericht;Nürtingen Amtsgericht;4373;de:08116:4373;08116049;Nürtingen;Nürtingen;ES;4,5;"Bus;Nachtbus";180,183,185,185A,193,195,N81;31180_,31183_,31185_,31185a,31193_,31195_,34081_;7;31,34;9,342801336;48,6240293
Bahnhof (Plochinger Straße);Nürtingen Bahnhof (Plochinger Straße);4375;de:08116:4375;08116049;Nürtingen;Nürtingen;ES;4,5;Bus;166,181;31166_,31181_;2;31;9,343914461;48,6281356
Kirchheimer Straße;Nürtingen Kirchheimer Straße;4376;de:08116:4376;08116049;Nürtingen;Nürtingen;ES;4,5;Bus;181,186;31181_,31186_;2;31;9,349223582;48,62491822
Ostsiedlung;Nürtingen Ostsiedlung;4378;de:08116:4378;08116049;Nürtingen;Nürtingen;ES;4,5;Bus;186;31186_;1;31;9,358564989;48,62614844
West;Reudern West;4379;de:08116:4379;08116049;Nürtingen;Reudern;ES;4,5;Bus;166;31166_;1;31;9,37876378;48,62797213
Mitte;Reudern Mitte;4380;de:08116:4380;08116049;Nürtingen;Reudern;ES;4,5;Bus;156,166;31156_,31166_;2;31;9,387077938;48,62952715
Ost;Reudern Ost;4381;de:08116:4381;08116049;Nürtingen;Reudern;ES;4,5;Bus;156,166;31156_,31166_;2;31;9,390612699;48,63050439
Bürgersee;Kirchheim (T) Bürgersee;4382;de:08116:4382;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;Bus;156,166;31156_,31166_;2;31;9,407994697;48,63428389
Nägelestal;Kirchheim (T) Nägelestal;4383;de:08116:4383;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;Bus;166;31166_;1;31;9,436077378;48,6434882
Steingaustraße;Kirchheim (T) Steingaustraße;4384;de:08116:4384;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;Bus;166;31166_;1;31;9,442686143;48,6481571
Henriettenstraße;Kirchheim (T) Henriettenstraße;4385;de:08116:4385;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;Bus;166;31166_;1;31;9,444245162;48,64642451
Am Wasen;Ötlingen Am Wasen;4386;de:08116:4386;08116033;Kirchheim unter Teck;Ötlingen;ES;5;"Bus;Ruftaxi";161,163,164,RT161,RT163;31161_,31163_,31164_,50161_,50163_;5;31,5;9,419692448;48,6574607
Fauslerstraße;Jesingen Fauslerstraße;4387;de:08116:4387;08116033;Kirchheim unter Teck;Jesingen;ES;5;"Bus;Ruftaxi";165,173,173A,175,175A,177,177A,RT165,RT177;31165_,31173_,31173a,31175_,31175a,31177_,31177a,50165_,50177_;9;31,5;9,477432893;48,64145353
Siegenbergplatz;Reichenbach (F) Siegenbergpl.;4388;de:08116:4388;08116058;Reichenbach an der Fils;Reichenbach (F);ES;3,4;"Bus;Nachtbus";142,148,N11;31142_,31148_,34011_;3;31,34;9,447918479;48,71170522
Friedhof;Ohmden Friedhof;4390;de:08116:4390;08116053;Ohmden;Ohmden;ES;5;"Bus;Ruftaxi";165,RT165;31165_,50165_;2;31,5;9,519359891;48,64517469
Rathaus;Ohmden Rathaus;4391;de:08116:4391;08116053;Ohmden;Ohmden;ES;5;"Bus;Ruftaxi";165,RT165;31165_,50165_;2;31,5;9,524695798;48,64543824
Siedlung;Ohmden Siedlung;4392;de:08116:4392;08116053;Ohmden;Ohmden;ES;5;"Bus;Ruftaxi";165,RT165;31165_,50165_;2;31,5;9,533841132;48,64789612
Platz;Holzmaden Platz;4393;de:08116:4393;08116029;Holzmaden;Holzmaden;ES;5;"Bus;Ruftaxi";173,173A,175,175A,177,177A,RT177;31173_,31173a,31175_,31175a,31177_,31177a,50177_;7;31,5;9,516411495;48,63419897
Jahnstraße;Weilheim (T) Jahnstraße;4394;de:08116:4394;08116070;Weilheim an der Teck;Weilheim (T);ES;5,6;"Bus;Ruftaxi";173,173A,175,175A,177,177A,RT177;31173_,31173a,31175_,31175a,31177_,31177a,50177_;7;31,5;9,531464272;48,6244903
Kirchheimer Str./Hegelstraße;Weilh.(T) Kirchh.Str./Hegelstr;4395;de:08116:4395;08116070;Weilheim an der Teck;Weilheim (T);ES;5,6;"Bus;Ruftaxi";173,175,175A,920A,RT177;31173_,31175_,31175a,31920a,50177_;5;31,5;9,53162268;48,61891411
Lange Morgen;Weilheim (T) Lange Morgen;4396;de:08116:4396;08116070;Weilheim an der Teck;Weilheim (T);ES;5,6;"Bus;Ruftaxi";173,173A,175,175A,177,177A,RT177;31173_,31173a,31175_,31175a,31177_,31177a,50177_;7;31,5;9,522253704;48,62317459
Neidlinger Straße;Weilheim (T) Neidlinger Straße;4398;de:08116:4398;08116070;Weilheim an der Teck;Weilheim (T);ES;5,6;"Bus;Ruftaxi";174,177,177A,RT177;31174_,31177_,31177a,50177_;4;31,5;9,541653788;48,61204188
Abzweigung Hepsisau;Weilheim (T) Abzw. Hepsisau;4399;de:08116:4399;08116070;Weilheim an der Teck;Weilheim (T);ES;5,6;"Bus;Ruftaxi";174,177,177A,RT177;31174_,31177_,31177a,50177_;4;31,5;9,55031084;48,5937816
Zazenhausen Krone;Zazenhausen Krone;4400;de:08111:4400;08111000;Stuttgart;Stuttgart;S;1;"Bus;Ruftaxi";53,RT4;30053_,51004_;2;30,51;9,198173136;48,8409078
Zuffenhausen Reibedanz;Zuffenhausen Reibedanz;4401;de:08111:4401;08111000;Stuttgart;Stuttgart;S;1;Bus;53;30053_;1;30;9,188423445;48,8384783
Werner und Pfleiderer;Werner und Pfleiderer;4402;de:08111:4402;08111000;Stuttgart;Stuttgart;S;1;Bus;53,501,502,503;30053_,31501_,31502_,31503_;4;30,31;9,17030244;48,82154712
Ziegeleistraße;Frickenhausen Ziegeleistraße;4403;de:08116:4403;08116020;Frickenhausen;Frickenhausen;ES;5;Bus;180,195,198;31180_,31195_,31198_;3;31;9,35897511;48,59412432
Auf dem Lerchenberg;Nürtingen Auf dem Lerchenberg;4404;de:08116:4404;08116049;Nürtingen;Nürtingen;ES;4,5;Bus;X4,74,166,167,182A,183,185,185A,195;30034_,30074_,31166_,31167_,31182a,31183_,31185_,31185a,31195_;9;30,31;9,335852452;48,61529997
Rathaus;Hepsisau Rathaus;4405;de:08116:4405;08116070;Weilheim an der Teck;Hepsisau;ES;5,6;"Bus;Ruftaxi";174,177,177A,RT177;31174_,31177_,31177a,50177_;4;31,5;9,536007182;48,58724849
Fabrikstraße;Neidlingen Fabrikstraße;4406;de:08116:4406;08116043;Neidlingen;Neidlingen;ES;5,6;"Bus;Ruftaxi";174,177,177A,RT177;31174_,31177_,31177a,50177_;4;31,5;9,561224531;48,5828297
Mitte;Neidlingen Mitte;4407;de:08116:4407;08116043;Neidlingen;Neidlingen;ES;5,6;"Bus;Ruftaxi";174,177,177A,RT177;31174_,31177_,31177a,50177_;4;31,5;9,563431657;48,58020202
Leerwasen;Neidlingen Leerwasen;4408;de:08116:4408;08116043;Neidlingen;Neidlingen;ES;5,6;"Bus;Ruftaxi";174,177,177A,RT177;31174_,31177_,31177a,50177_;4;31,5;9,567987352;48,57674439
Schlossgärten;Neidlingen Schlossgärten;4409;de:08116:4409;08116043;Neidlingen;Neidlingen;ES;5,6;"Bus;Ruftaxi";174,177,177A,RT177;31174_,31177_,31177a,50177_;4;31,5;9,566873555;48,57409703
Industriegebiet;Nabern Industriegebiet;4410;de:08116:4410;08116033;Kirchheim unter Teck;Nabern;ES;5;"Bus;Ruftaxi";173,173A,175,175A,176,RT176;31173_,31173a,31175_,31175a,31176_,50176_;6;31,5;9,477062052;48,61654545
Gartenstraße;Nabern Gartenstraße;4411;de:08116:4411;08116033;Kirchheim unter Teck;Nabern;ES;5;"Bus;Ruftaxi";173,173A,175,175A,176,RT176;31173_,31173a,31175_,31175a,31176_,50176_;6;31,5;9,484243334;48,61440217
Fabrikstraße;Bissingen (T) Fabrikstraße;4412;de:08116:4412;08116012;Bissingen an der Teck;Bissingen an der Teck (T);ES;5;"Bus;Ruftaxi";173,173A,175,175A,176,RT176;31173_,31173a,31175_,31175a,31176_,50176_;6;31,5;9,48962552;48,60579138
Wilhelmstraße;Bissingen (T) Wilhelmstraße;4413;de:08116:4413;08116012;Bissingen an der Teck;Bissingen an der Teck (T);ES;5;"Bus;Ruftaxi";173,173A,175,175A,176,RT176;31173_,31173a,31175_,31175a,31176_,50176_;6;31,5;9,491364667;48,60196208
Rathaus;Bissingen (T) Rathaus;4415;de:08116:4415;08116012;Bissingen an der Teck;Bissingen an der Teck (T);ES;5;"Bus;Ruftaxi";173,173A,175,175A,176,RT176;31173_,31173a,31175_,31175a,31176_,50176_;6;31,5;9,491322904;48,59905762
