Name;Name mit Ort;Steigname;Nummer;Bereich;Steig;Globale ID;Landkreis;GKZ;Gemeinde;Teilort;Tarifzonen;Betriebszweige;Verkehrsmittel;Linien (DIVA);Linien (EFA);Anzahl Linien;X-Koordinate;Y-Koordinate;Sitzmöglichkeit vorhanden?;Wetterschutz vorhanden?;Breite des Bahn/Bussteigs [cm];Höhe über Straße/Schienenoberkante [cm];Höhe der zweiten Ebene über Straße/Schienenoberkante [cm];Stufe Straße zu Einstiegsposition [cm];Bodenindikatoren als Leitstreifen (taktil)
Oberer Eisbergweg;Zollberg Ob. Eisbergweg;Rtg Zollberg;5024;0;4;de:08116:5024:0:4;ES;08116019;Esslingen am Neckar;Zollberg;2;31,34;"Bus;Nachtbus";31113_,31118_,31119_,31120_,34019_;113,118,119,120,N19;5;9,302087249;48,73174823;Nein;Nein;150;20;;Stufenhöhe;Ja
Oberndorf Brunnenplatz;Rudersb. Obernd. Brunnenplatz;Rtg Grauhaldenhof;5025;0;3;de:08119:5025:0:3;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31228_,31230_,31251_,31330_;228,230,251,330;4;9,541849435;48,89176045;Ja;Ja;250;15;;Stufenhöhe;Nein
Oberndorf Brunnenplatz;Rudersb. Obernd. Brunnenplatz;Rtg Rudersberg Nord;5025;0;4;de:08119:5025:0:4;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31228_,31230_,31251_,31330_;228,230,251,330;4;9,54263148;48,89219738;Ja;Ja;250;17;;Stufenhöhe;Nein
Abzweig Greuthof;Vorderst. Abzw. Greuthof;eRtg Kapf Mohnwiesenweg;5026;0;3;de:08119:5026:0:3;WN;08119001;Alfdorf;Vordersteinenberg;5;31;Bus;31251_,31269_;251,269;2;9,726332094;48,87204107;Nein;Nein;150;15;;Stufenhöhe;Nein
Voggenhof Abzweig;Althütte Voggenhof Abzw.;eRtg Ebniseestraße;5027;0;3;de:08119:5027:0:3;WN;08119004;Althütte;Althütte;5;31;Bus;31251_,31263_,31330_;251,263,330;3;9,590607299;48,9234432;Ja;Nein;150;15;;Stufenhöhe;Nein
Voggenhof Abzweig;Althütte Voggenhof Abzw.;eRtg Ebni;5027;0;4;de:08119:5027:0:4;WN;08119004;Althütte;Althütte;5;31;Bus;31251_,31263_,31330_;251,263,330;3;9,590607299;48,9234432;Ja;Ja;150;15;;Stufenhöhe;Nein
Ebni;Kaisersbach Ebni;Rtg Ebnisee;5028;0;3;de:08119:5028:0:3;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31251_,31263_,31330_;251,263,330;3;9,60049687;48,92087426;Ja;Ja;250;17;;Ebenerdig;Nein
Ebni;Kaisersbach Ebni;Rtg Voggenhof;5028;0;4;de:08119:5028:0:4;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31251_,31263_,31330_;251,263,330;3;9,598585634;48,92193629;Ja;Ja;150;20;;Ebenerdig;Nein
Ebnisee;Kaisersbach Ebnisee;Rtg Eulenhof;5029;1;3;de:08119:5029:1:3;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31251_,31263_,31330_;251,263,330;3;9,611082193;48,91949675;;;150;15;;Stufenhöhe;Nein
Ebnisee;Kaisersbach Ebnisee;Rtg Ebni;5029;1;4;de:08119:5029:1:4;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31251_,31263_,31330_;251,263,330;3;9,609700014;48,91916237;Nein;Nein;250;15;;Stufenhöhe;Nein
Lindenplatz;Unterweissach Lindenplatz;eRtg Rathaus/Welzheimer Straße;5030;0;3;de:08119:5030:0:3;WN;08119083;Weissach im Tal;Unterweissach;4,5;31;Bus;31365_,31381_,31382_,31383_,31384_;365,381,382,383,384;5;9,477760059;48,92939772;Nein;Nein;150;15;;Stufenhöhe;Nein
Lindenplatz;Unterweissach Lindenplatz;eRtg Täferhalde/Edeka;5030;0;4;de:08119:5030:0:4;WN;08119083;Weissach im Tal;Unterweissach;4,5;31;Bus;31365_,31381_,31382_,31383_,31384_;365,381,382,383,384;5;9,477760059;48,92939772;Ja;Ja;150;15;;Stufenhöhe;Nein
Rathaus;Heiningen Rathaus;eRtg Schozachstraße;5031;0;3;de:08119:5031:0:3;WN;08119008;Backnang;Heiningen (Backnang);3,4;31,34;Bus;31361_,34036_;361,N36;2;9,442971501;48,91996009;Ja;Ja;250;17;;Stufenhöhe;Ja
Rathaus;Heiningen Rathaus;eRtg Marbacher Straße;5031;0;4;de:08119:5031:0:4;WN;08119008;Backnang;Heiningen (Backnang);3,4;31;Bus;31361_;361;1;9,442971501;48,91996009;Nein;Nein;250;17;;Stufenhöhe;Ja
Ortsmitte;Allmersb.i.T. Ortsmitte;eRtg Schule;5032;0;3;de:08119:5032:0:3;WN;08119003;Allmersbach im Tal;Allmersbach im Tal;4;31;Bus;31383_,31393_;383,393;2;9,467654911;48,90684181;Ja;Ja;250;20;;Ebenerdig;Nein
Ortsmitte;Allmersb.i.T. Ortsmitte;eRtg Wasenfeld;5032;0;4;de:08119:5032:0:4;WN;08119003;Allmersbach im Tal;Allmersbach im Tal;4;31;Bus;31383_,31393_;383,393;2;9,467654911;48,90684181;Ja;Ja;250;15;;Ebenerdig;Nein
Königsbronnhof;Rudersb. Königsbronnhof;eRtg Seelach;5033;0;3;de:08119:5033:0:3;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31393_;393;1;9,498164968;48,89673254;Ja;Ja;250;15;;Ebenerdig;Nein
Königsbronnhof;Rudersb. Königsbronnhof;eRtg Ortsmitte/Kallenberg;5033;0;4;de:08119:5033:0:4;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31393_;393;1;9,498247152;48,89676815;Nein;Nein;150;15;;Ebenerdig;Nein
Seelach;Rudersberg Seelach;eRtg Backnanger Straße;5034;0;3;de:08119:5034:0:3;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31393_;393;1;9,510095936;48,88844343;Nein;Nein;150;15;;Stufenhöhe;Nein
Seelach;Rudersberg Seelach;eRtg Königsbronnhof;5034;0;4;de:08119:5034:0:4;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31393_;393;1;9,510095936;48,88844343;Nein;Nein;150;15;;Stufenhöhe;Nein
Backnanger Straße;Rudersberg Backnanger Str.;eRtg Marktplatz/Rudersberg;5035;0;3;de:08119:5035:0:3;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31393_;393;1;9,52807948;48,88561975;Ja;Nein;250;20;;Ebenerdig;Ja
Backnanger Straße;Rudersberg Backnanger Str.;eRtg Seelach;5035;0;4;de:08119:5035:0:4;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31393_;393;1;9,52807948;48,88561975;Ja;Nein;250;20;;Ebenerdig;Ja
Rudersberg;Rudersberg;Beide Richtungen;5036;1;1;de:08119:5036:1:1;WN;08119061;Rudersberg;Rudersberg;5;12;R-Bahn;12061_;RB61;1;9,530686605;48,88201986;;;150;15;;Stufenhöhe;Nein
Rudersberg;Rudersberg;eRtg Marktplatz/Backn. Straße;5036;2;3;de:08119:5036:2:3;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31228_,31230_,31251_,31330_;228,230,251,330;4;9,530566948;48,88230816;Nein;Nein;150;15;;Ebenerdig;Ja
Rudersberg;Rudersberg;eRtg Schlechtbach;5036;2;4;de:08119:5036:2:4;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31228_,31230_,31330_;228,230,330;3;9,530566948;48,88230816;Nein;Nein;250;17;;Ebenerdig;Ja
Schule;Allmersbach i. T. Schule;eRtg Rathaus;5037;0;3;de:08119:5037:0:3;WN;08119003;Allmersbach im Tal;Allmersbach im Tal;4;31;Bus;31383_;383;1;9,474857736;48,90687529;Ja;Ja;150;20;;Stufenhöhe;Nein
Rathaus;Heutensbach Rathaus;eRtg Heutensbacher Straße;5038;0;3;de:08119:5038:0:3;WN;08119003;Allmersbach im Tal;Heutensbach;4;31;Bus;31383_;383;1;9,484570547;48,90831855;Ja;Ja;250;17;;Ebenerdig;Nein
Lautern;Sulzbach (M) Lautern;Rtg Spiegelberg;5042;0;3;de:08119:5042:0:3;WN;08119075;Sulzbach an der Murr;Sulzbach (M);5;31,5;"Bus;Ruftaxi";31385_,31386_,50386_;385,386,RT386;3;9,485893077;49,00793679;Ja;Ja;250;15;;Ebenerdig;Nein
Lautern;Sulzbach (M) Lautern;Rtg Sulzbach;5042;0;4;de:08119:5042:0:4;WN;08119075;Sulzbach an der Murr;Sulzbach (M);5;31,5;"Bus;Ruftaxi";31385_,31386_,50386_;385,386,RT386;3;9,48695612;49,00761758;Ja;Ja;150;15;;Ebenerdig;Nein
Schule;Spiegelberg Schule;eRtg Alle Richtungen;5044;0;3;de:08119:5044:0:3;WN;08119069;Spiegelberg;Spiegelberg;5;31;Bus;31385_,31386_;385,386;2;9,450245727;49,03676614;Ja;Ja;250;15;;Stufenhöhe;Nein
Großhöchberg;Spiegelb. Großhöchberg;eRtg Alle Richtungen;5045;0;3;de:08119:5045:0:3;WN;08119069;Spiegelberg;Spiegelberg;5;31,5;"Bus;Ruftaxi";31385_,31386_,50386_;385,386,RT386;3;9,469663998;49,04955619;Ja;Ja;150;15;;Stufenhöhe;Nein
Jux;Jux;eRtg Löwensteiner Straße;5046;0;3;de:08119:5046:0:3;WN;08119069;Spiegelberg;Jux;5;31,5;"Bus;Ruftaxi";31385_,31386_,50386_;385,386,RT386;3;9,438537464;49,03042696;Ja;Nein;250;15;;Stufenhöhe;Nein
Jux;Jux;eRtg Kindergarten/Hüttlen;5046;0;4;de:08119:5046:0:4;WN;08119069;Spiegelberg;Jux;5;31,5;"Bus;Ruftaxi";31385_,31386_,50386_;385,386,RT386;3;9,438537464;49,03042696;Nein;Nein;150;15;;Stufenhöhe;Nein
Hüttlen;Spiegelberg Hüttlen;eRtg Jux;5047;0;3;de:08119:5047:0:3;WN;08119069;Spiegelberg;Spiegelberg;5;31;Bus;31385_,31386_;385,386;2;9,435733771;49,03664208;Ja;Ja;150;15;;Stufenhöhe;Nein
Hüttlen;Spiegelberg Hüttlen;eRtg Nassach/Parkplatz Zollstock;5047;0;4;de:08119:5047:0:4;WN;08119069;Spiegelberg;Spiegelberg;5;31;Bus;31385_,31386_;385,386;2;9,435733771;49,03664208;Nein;Nein;150;15;;Stufenhöhe;Nein
Nassach;Nassach;eRtg P. Zollstock/Hüttlen;5048;0;3;de:08119:5048:0:3;WN;08119069;Spiegelberg;Nassach;5;31,5;"Bus;Ruftaxi";31385_,31386_,50386_;385,386,RT386;3;9,409037925;49,03007686;Ja;Ja;150;15;;Stufenhöhe;Nein
Nassach;Nassach;eRtg Bernhalden/Kurzach;5048;0;4;de:08119:5048:0:4;WN;08119069;Spiegelberg;Nassach;5;31,5;"Bus;Ruftaxi";31385_,31386_,50386_;385,386,RT386;3;9,409037925;49,03007686;Nein;Nein;150;15;;Stufenhöhe;Nein
Kurzach;Nassach Kurzach;eRtg Alle Richtungen;5049;0;3;de:08119:5049:0:3;WN;08119069;Spiegelberg;Nassach;5;31,5;"Bus;Ruftaxi";31386_,50386_;386,RT386;2;9,392303335;49,02702381;Ja;Ja;250;15;;Ebenerdig;Nein
Mittlere Brücke;Schorndorf Mittlere Brücke;eRtg Schornbacher Weg;5050;0;3;de:08119:5050:0:3;WN;08119067;Schorndorf;Schorndorf;4;31;Bus;31234_,31244_,31244a;234,244,244A;3;9,52782218;48,81457272;Ja;;250;20;;Stufenhöhe;Ja
Mittlere Brücke;Schorndorf Mittlere Brücke;Rtg ZOB/Am Mühlbach (neu);5050;0;4;de:08119:5050:0:4;WN;08119067;Schorndorf;Schorndorf;4;31;Bus;31234_,31242a,31244_,31244a;234,242A,244,244A;4;9,527639417;48,81402502;Nein;Ja;150;20;;Ebenerdig;Ja
Haubersbronn;Haubersbronn;R-Bahn;5051;1;1;de:08119:5051:1:1;WN;08119067;Schorndorf;Haubersbronn;4,5;12;R-Bahn;12061_;RB61;1;9,550054426;48,82426134;;;;38;;Keine Angabe;
Steinbruck;Welzheim Steinbruck;eRtg Eselshalden;5053;0;3;de:08119:5053:0:3;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,578834108;48,85643871;Ja;Ja;150;15;;Stufenhöhe;Nein
Steinbruck;Welzheim Steinbruck;eRtg Welzheimer Straße;5053;0;4;de:08119:5053:0:4;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,578834108;48,85643871;Ja;Ja;150;15;;Ebenerdig;Nein
Eselshalden;Welzheim Eselshalden;eRtg Bausche;5054;0;3;de:08119:5054:0:3;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,591459735;48,85584402;Ja;Ja;150;15;;Ebenerdig;Nein
Eselshalden;Welzheim Eselshalden;eRtg Steinbruck;5054;0;4;de:08119:5054:0:4;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,591459735;48,85584402;Ja;Ja;150;15;;Stufenhöhe;Nein
Bausche;Welzheim Bausche;eRtg Reizenwiesen;5055;0;3;de:08119:5055:0:3;WN;08119084;Welzheim;Welzheim;5;31;Bus;31258_,31263_;258,263;2;9,602187906;48,8584052;Nein;Nein;150;15;;Stufenhöhe;Nein
Bausche;Welzheim Bausche;eRtg Eselshalden;5055;0;4;de:08119:5055:0:4;WN;08119084;Welzheim;Welzheim;5;31;Bus;31258_,31263_;258,263;2;9,602187906;48,8584052;Nein;Nein;150;15;;Stufenhöhe;Nein
Breitenfürst Schulhaus;Breitenfürst Schulhaus;eRtg Breitenf. Reinhold-Maier-Platz;5056;0;3;de:08119:5056:0:3;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,621679382;48,8564852;Ja;Ja;250;15;;Ebenerdig;Nein
Breitenfürst Schulhaus;Breitenfürst Schulhaus;eRtg Reizenwiesen;5056;0;4;de:08119:5056:0:4;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,621679382;48,8564852;Ja;Ja;150;15;;Stufenhöhe;Nein
Hinterbüchelberg;Murrhardt Hinterbüchelberg;eRtg Karnsberg;5057;0;3;de:08119:5057:0:3;WN;08119044;Murrhardt;Murrhardt;5;31,51;"Bus;Ruftaxi";31374_,51039_;374,RT39;2;9,626975852;48,99659106;Ja;Ja;150;15;;Ebenerdig;Nein
Hinterbüchelberg;Murrhardt Hinterbüchelberg;Rtg Waltersberg;5057;0;4;de:08119:5057:0:4;WN;08119044;Murrhardt;Murrhardt;5;51;Ruftaxi;51039_;RT39;1;9,626975852;48,99659106;;;150;15;;Stufenhöhe;Nein
Bethel;Welzheim Bethel;Nord;5058;0;3;de:08119:5058:0:3;WN;08119084;Welzheim;Welzheim;5;31;Bus;31250_,31263_,31266_;250,263,266;3;9,631136762;48,86947261;Ja;Ja;150;20;;Ebenerdig;Ja
Bethel;Welzheim Bethel;Süd;5058;0;4;de:08119:5058:0:4;WN;08119084;Welzheim;Welzheim;5;31;Bus;31250_,31263_,31266_;250,263,266;3;9,631068612;48,86947299;Ja;Ja;250;20;;Ebenerdig;Ja
Karnsberg;Murrhardt Karnsberg;eRtg Hinterbüchelberg;5059;0;3;de:08119:5059:0:3;WN;08119044;Murrhardt;Murrhardt;5;31,51;"Bus;Ruftaxi";31374_,51039_;374,RT39;2;9,612073284;48,98933361;Nein;Nein;150;15;;Stufenhöhe;Nein
Karnsberg;Murrhardt Karnsberg;eRtg Siegelsberg;5059;0;4;de:08119:5059:0:4;WN;08119044;Murrhardt;Murrhardt;5;31,51;"Bus;Ruftaxi";31374_,51039_;374,RT39;2;9,612073284;48,98933361;Ja;Ja;150;15;;Stufenhöhe;Nein
Busbahnhof;Welzheim Busbahnhof;Rtg Schorndorf;5060;1;1;de:08119:5060:1:1;WN;08119084;Welzheim;Welzheim;5;31;Bus;31228_;228;1;9,630756037;48,87388092;Ja;Ja;150;15;;Stufenhöhe;Nein
Busbahnhof;Welzheim Busbahnhof;Rtg Schorndorf (263);5060;1;2;de:08119:5060:1:2;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_,31375_;263,375;2;9,630744443;48,87404285;Ja;Ja;250;15;;Stufenhöhe;Nein
Busbahnhof;Welzheim Busbahnhof;Rtg Kirchplatz/Friedhof/Schwäbisch Gmünd;5060;1;3;de:08119:5060:1:3;WN;08119084;Welzheim;Welzheim;5;31;Bus;31266_;266;1;9,630788392;48,8742854;Nein;Ja;150;15;;Stufenhöhe;Nein
Busbahnhof;Welzheim Busbahnhof;Rtg Welzheim Firma-Bauknecht/Althütte;5060;1;4;de:08119:5060:1:4;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,630565086;48,87387298;Ja;Ja;150;15;;Stufenhöhe;Nein
Busbahnhof;Welzheim Busbahnhof;Rtg Walkersbach/Rudersberg;5060;1;5;de:08119:5060:1:5;WN;08119084;Welzheim;Welzheim;5;31;Bus;31250_,31251_;250,251;2;9,630567462;48,8740618;Ja;Ja;250;15;;Stufenhöhe;Nein
Busbahnhof;Welzheim Busbahnhof;Rtg Cronhütte/Rienharz;5060;1;6;de:08119:5060:1:6;WN;08119084;Welzheim;Welzheim;5;31;Bus;31257_,31259_;257,259;2;9,630583921;48,87428652;Nein;Ja;150;15;;Stufenhöhe;Nein
Busbahnhof;Welzheim Busbahnhof;Ankunftssteig;5060;1;A;de:08119:5060:1:A;WN;08119084;Welzheim;Welzheim;5;31;Bus;31228_,31257_,31259_,31266_;228,257,259,266;4;9,63082657;48,87406937;;;150;15;;Stufenhöhe;Nein
Kirchplatz;Welzheim Kirchplatz;eRtg Busbahnhof;5061;0;3;de:08119:5061:0:3;WN;08119084;Welzheim;Welzheim;5;31;Bus;31228_,31251_,31257_,31259_,31263_,31266_,31375_;228,251,257,259,263,266,375;7;9,634940639;48,87491902;Ja;Ja;250;17;;Ebenerdig;Nein
Kirchplatz;Welzheim Kirchplatz;eRtg Gschwender Str/Schulz.;5061;0;4;de:08119:5061:0:4;WN;08119084;Welzheim;Welzheim;5;31;Bus;31228_,31251_,31257_,31259_,31263_,31266_,31375_;228,251,257,259,263,266,375;7;9,634954271;48,87491895;Ja;Ja;250;17;;Ebenerdig;Ja
Steinberg;Murrhardt Steinberg;eRtg Steinberg Halde;5062;0;3;de:08119:5062:0:3;WN;08119044;Murrhardt;Murrhardt;5;31,51;"Bus;Ruftaxi";31377_,51037_;377,RT37;2;9,584556676;49,01166892;Nein;Nein;150;15;;Stufenhöhe;Nein
Steinberg;Murrhardt Steinberg;eRtg Steinberg Fritzhof;5062;0;4;de:08119:5062:0:4;WN;08119044;Murrhardt;Murrhardt;5;31,51;"Bus;Ruftaxi";31377_,51037_;377,RT37;2;9,584556676;49,01166892;Nein;Nein;150;15;;Stufenhöhe;Nein
Gottlob-Bauknecht-Platz;Welzh. Gottl.-Bauknecht-Platz;eRtg Oberer Wasen;5063;0;3;de:08119:5063:0:3;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,634809631;48,87749154;Ja;Ja;150;15;;Stufenhöhe;Nein
Gottlob-Bauknecht-Platz;Welzh. Gottl.-Bauknecht-Platz;eRtg Kirchplatz;5063;0;4;de:08119:5063:0:4;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,634809631;48,87749154;Nein;Nein;150;15;;Stufenhöhe;Nein
Schafhof;Welzheim Schafhof;eRtg Aichstrut;5064;0;3;de:08119:5064:0:3;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_,31375_;263,375;2;9,645007544;48,88704764;Nein;Nein;150;15;;Stufenhöhe;Nein
Schafhof;Welzheim Schafhof;eRtg Steinbeise;5064;0;4;de:08119:5064:0:4;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_,31375_;263,375;2;9,645007544;48,88704764;Ja;Ja;150;15;;Stufenhöhe;Nein
Aichstrut;Welzheim Aichstrut;Rtg Schafhof;5065;0;3;de:08119:5065:0:3;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_,31375_;263,375;2;9,650760827;48,8985164;Ja;Ja;150;15;;Stufenhöhe;Nein
Aichstrut;Welzheim Aichstrut;Rtg Gmeinweiler;5065;0;4;de:08119:5065:0:4;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_,31375_;263,375;2;9,651007515;48,89965702;Nein;Nein;150;15;;Stufenhöhe;Nein
Gmeinweiler;Kaisersbach Gmeinweiler;eRtg Gebenweiler;5066;0;3;de:08119:5066:0:3;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31263_,31375_;263,375;2;9,651036426;48,90293004;Nein;Nein;150;15;;Ebenerdig;Nein
Gmeinweiler;Kaisersbach Gmeinweiler;eRtg Aichstrut;5066;0;4;de:08119:5066:0:4;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31263_,31375_;263,375;2;9,651036426;48,90293004;Ja;Ja;150;15;;Stufenhöhe;Nein
Gebenweiler;Kaisersbach Gebenweiler;eRtg Grairich;5067;0;3;de:08119:5067:0:3;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31263_,31375_;263,375;2;9,650552836;48,90980284;Ja;Ja;250;15;;Ebenerdig;Nein
Gebenweiler;Kaisersbach Gebenweiler;eRtg Gmeinweiler;5067;0;4;de:08119:5067:0:4;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31263_,31375_;263,375;2;9,650552836;48,90980284;Ja;Ja;150;15;;Ebenerdig;Nein
Grairich;Kaisersbach Grairich;eRtg Forststraße;5068;0;3;de:08119:5068:0:3;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31263_,31375_;263,375;2;9,644900885;48,92006777;Nein;Nein;150;15;;Stufenhöhe;Nein
Grairich;Kaisersbach Grairich;eRtg Gebenweiler;5068;0;4;de:08119:5068:0:4;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31263_,31375_;263,375;2;9,644900885;48,92006777;Nein;Nein;150;15;;Stufenhöhe;Nein
Kreuzstraße;Kaisersbach Kreuzstraße;eRtg Eulenhof;5071;0;3;de:08119:5071:0:3;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31263_;263;1;9,621407866;48,92692304;Nein;Nein;150;15;;Stufenhöhe;Nein
Kreuzstraße;Kaisersbach Kreuzstraße;eRtg Gausmannsweiler;5071;0;4;de:08119:5071:0:4;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31263_;263;1;9,621407866;48,92692304;Ja;Ja;150;15;;Stufenhöhe;Nein
Eierhof;Welzheim Eierhof;eRtg Seiboldsweiler;5072;0;3;de:08119:5072:0:3;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,630724646;48,88871836;Nein;Nein;150;15;;Stufenhöhe;Nein
Eierhof;Welzheim Eierhof;eRtg Oberer Wasen;5072;0;4;de:08119:5072:0:4;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,630724646;48,88871836;Nein;Nein;150;15;;Stufenhöhe;Nein
Seiboldsweiler;Welzheim Seiboldsweiler;eRtg Eckartsweiler;5073;0;3;de:08119:5073:0:3;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,626775765;48,89679697;Ja;Ja;150;15;;Stufenhöhe;Nein
Seiboldsweiler;Welzheim Seiboldsweiler;eRtg Eierhof;5073;0;4;de:08119:5073:0:4;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,626775765;48,89679697;Ja;Ja;150;15;;Stufenhöhe;Nein
Eckartsweiler;Welzheim Eckartsweiler;eRtg Gausmannsweiler;5074;0;3;de:08119:5074:0:3;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,624937306;48,90466618;Ja;Ja;150;15;;Stufenhöhe;Nein
Eckartsweiler;Welzheim Eckartsweiler;eRtg Seiboldsweiler;5074;0;4;de:08119:5074:0:4;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,624937306;48,90466618;Ja;Ja;150;15;;Stufenhöhe;Nein
Gausmannsweiler;Welzh. Gausmannsweiler;eRtg Kreuzstraße;5075;0;3;de:08119:5075:0:3;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,621788654;48,91363948;Ja;Ja;250;15;;Ebenerdig;Nein
Gausmannsweiler;Welzh. Gausmannsweiler;eRtg Eckartsweiler;5075;0;4;de:08119:5075:0:4;WN;08119084;Welzheim;Welzheim;5;31;Bus;31263_;263;1;9,621788654;48,91363948;Ja;Ja;150;15;;Stufenhöhe;Nein
Hauptstraße;Kaisersbach Hauptstraße;Rtg Heumaden/Forststr.;5076;0;3;de:08119:5076:0:3;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31251_,31263_,31375_;251,263,375;3;9,638855936;48,93073024;Ja;Ja;250;15;;Stufenhöhe;Nein
Hauptstraße;Kaisersbach Hauptstraße;Rtg Bruch;5076;0;4;de:08119:5076:0:4;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31251_,31263_,31330_,31375_;251,263,330,375;4;9,639183456;48,93072843;Nein;Nein;150;15;;Stufenhöhe;Nein
Bruch;Kaisersbach Bruch;Rtg Mönchhof;5077;0;3;de:08119:5077:0:3;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31375_;375;1;9,643259757;48,93569642;Nein;Nein;150;15;;Stufenhöhe;Nein
Bruch;Kaisersbach Bruch;Rtg Hauptstr.;5077;0;4;de:08119:5077:0:4;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31375_;375;1;9,640868583;48,93549393;Nein;Nein;150;15;;Stufenhöhe;Nein
Mönchhof;Kaisersbach Mönchhof;eRtg Bruch;5078;0;3;de:08119:5078:0:3;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31375_;375;1;9,66399911;48,93824047;Ja;Ja;150;15;;Stufenhöhe;Nein
Mönchhof;Kaisersbach Mönchhof;eRtg Abzweig Altersberg;5078;0;4;de:08119:5078:0:4;WN;08119037;Kaisersbach;Kaisersbach;5;31;Bus;31375_;375;1;9,66399911;48,93824047;Nein;Nein;150;15;;Stufenhöhe;Nein
Steinberg Fritzhof;Murrh. Steinb. Fritzhof;eRtg Steinberg;5079;0;3;de:08119:5079:0:3;WN;08119044;Murrhardt;Murrhardt;5;31,51;"Bus;Ruftaxi";31377_,51037_;377,RT37;2;9,584692673;49,00577842;Nein;Nein;150;15;;Stufenhöhe;Nein
Steinberg Fritzhof;Murrh. Steinb. Fritzhof;eRtg Gymnasium;5079;0;4;de:08119:5079:0:4;WN;08119044;Murrhardt;Murrhardt;5;31,51;"Bus;Ruftaxi";31377_,51037_;377,RT37;2;9,584692673;49,00577842;Nein;Nein;150;15;;Stufenhöhe;Nein
Bohnreute;Kirchenkirnberg Bohnreute;eRtg Abzweig Altersberg;5080;0;3;de:08119:5080:0:3;WN;08119044;Murrhardt;Kirchenkirnberg;5;31;Bus;31375_;375;1;9,67582886;48,94699304;Nein;Nein;150;15;;Stufenhöhe;Nein
Bohnreute;Kirchenkirnberg Bohnreute;eRtg Gemeindehalle/Kirche;5080;0;4;de:08119:5080:0:4;WN;08119044;Murrhardt;Kirchenkirnberg;5;31;Bus;31375_;375;1;9,67582886;48,94699304;Nein;Nein;150;15;;Stufenhöhe;Nein
Gemeindehalle;Kirchenk. Gemeindehalle;eRtg Bohnreute;5081;0;3;de:08119:5081:0:3;WN;08119044;Murrhardt;Kirchenkirnberg;5;31,51;"Bus;Ruftaxi";31375_,51038_;375,RT38;2;9,684132265;48,95019922;Ja;Ja;150;15;;Stufenhöhe;Nein
