Name;Name mit Ort;Steigname;Nummer;Bereich;Steig;Globale ID;Landkreis;GKZ;Gemeinde;Teilort;Tarifzonen;Betriebszweige;Verkehrsmittel;Linien (DIVA);Linien (EFA);Anzahl Linien;X-Koordinate;Y-Koordinate;Sitzmöglichkeit vorhanden?;Wetterschutz vorhanden?;Breite des Bahn/Bussteigs [cm];Höhe über Straße/Schienenoberkante [cm];Höhe der zweiten Ebene über Straße/Schienenoberkante [cm];Stufe Straße zu Einstiegsposition [cm];Bodenindikatoren als Leitstreifen (taktil)
Neufürstenhütte;Großerl. Neufürstenhütte;eRtg Kleinerlach;4968;0;4;de:08119:4968:0:4;WN;08119024;Großerlach;Großerlach;5;31,5;"Bus;Ruftaxi";31372_,31380_,50380_;372,380,RT380;3;9,49965395;49,06350254;Ja;Ja;250;15;;Stufenhöhe;Nein
Altfürstenhütte;Großerl. Altfürstenhütte;eRtg Böhringsweiler;4969;0;3;de:08119:4969:0:3;WN;08119024;Großerlach;Großerlach;5;31,5;"Bus;Ruftaxi";31372_,31380_,50380_;372,380,RT380;3;9,50667117;49,06996411;Nein;Nein;150;15;;Ebenerdig;Nein
Altfürstenhütte;Großerl. Altfürstenhütte;eRtg Neufürstenhütte;4969;0;4;de:08119:4969:0:4;WN;08119024;Großerlach;Großerlach;5;31,5;"Bus;Ruftaxi";31372_,31380_,50380_;372,380,RT380;3;9,50667117;49,06996411;Ja;Ja;250;15;;Stufenhöhe;Nein
Böhringsweiler;Großerl. Böhringsweiler;eRtg Abzw. Hohenegarten;4970;0;3;de:08119:4970:0:3;WN;08119024;Großerlach;Großerlach;5;31;Bus;31372_,31380_;372,38;2;9,511150322;49,07301059;Nein;Nein;150;15;;Stufenhöhe;Nein
Böhringsweiler;Großerl. Böhringsweiler;eRtg Altfürstenhütte;4970;0;4;de:08119:4970:0:4;WN;08119024;Großerlach;Großerlach;5;31,5;"Bus;Ruftaxi";31372_,31380_,50380_;372,380,RT380;3;9,511150322;49,07301059;Nein;Nein;150;15;;Stufenhöhe;Nein
Gesundheitszentrum;Backnang Gesundheitszentrum;eRtg Industriestraße;4971;1;3;de:08119:4971:0:3;WN;08119008;Backnang;Backnang;4;31,34;Bus;31361_,31365_,31381_,31382_,31383_,31384_,34036_;361,365,381,382,383,384,N36;7;9,439461009;48,94126698;Nein;Nein;150;15;;Ebenerdig;Nein
Gesundheitszentrum;Backnang Gesundheitszentrum;eRtg Johanneskirche;4971;1;4;de:08119:4971:0:4;WN;08119008;Backnang;Backnang;4;31;Bus;31361_,31365_,31381_,31382_,31383_,31384_;361,365,381,382,383,384;6;9,439516083;48,94132072;Ja;Ja;250;15;;Ebenerdig;Nein
Industriestraße;Backnang Industriestraße;Rtg Backnang;4972;0;3;de:08119:4972:0:3;WN;08119008;Backnang;Backnang;4;31;Bus;31361_,31365_,31381_,31382_,31383_,31384_;361,365,381,382,383,384;6;9,445856161;48,93742973;Ja;Ja;150;15;;Ebenerdig;Nein
Industriestraße;Backnang Industriestraße;Rtg Weissach;4972;0;4;de:08119:4972:0:4;WN;08119008;Backnang;Backnang;4;31,34;Bus;31361_,31365_,31381_,31382_,31383_,31384_,31393_,34036_;361,365,381,382,383,384,393,N36;8;9,44627342;48,93677169;Ja;Ja;150;15;;Stufenhöhe;Nein
Ungeheuerhof Abzweig;Backnang Ungeheuerhof Abzw.;eRtg Ungeheuerhof/Heiningen Kreuzung;4973;0;3;de:08119:4973:0:3;WN;08119008;Backnang;Backnang;4;31,34;Bus;31361_,31365_,31381_,31382_,31383_,31384_,31393_,34036_;361,365,381,382,383,384,393,N36;8;9,446487941;48,9332819;Ja;Ja;250;15;;Ebenerdig;Nein
Ungeheuerhof Abzweig;Backnang Ungeheuerhof Abzw.;eRtg Industriestraße;4973;0;4;de:08119:4973:0:4;WN;08119008;Backnang;Backnang;4;31;Bus;31361_,31365_,31381_,31382_,31383_,31384_,31393_;361,365,381,382,383,384,393;7;9,446583636;48,93329951;Ja;Ja;150;15;;Ebenerdig;Nein
Kreuzung;Heiningen Kreuzung;eRtg Wasenfeld/Täferhalde;4974;0;3;de:08119:4974:0:3;WN;08119008;Backnang;Heiningen (Backnang);4;31,34;Bus;31361_,31381_,31382_,31383_,31384_,31393_,34036_;361,381,382,383,384,393,N36;7;9,45448156;48,92530156;Nein;Nein;150;15;;Stufenhöhe;Nein
Kreuzung;Heiningen Kreuzung;eRtg Ungeheuerhof Abzw;4974;0;4;de:08119:4974:0:4;WN;08119008;Backnang;Heiningen (Backnang);4;31;Bus;31361_,31381_,31382_,31383_,31384_,31393_;361,381,382,383,384,393;6;9,454035662;48,9257889;Nein;Nein;150;15;;Stufenhöhe;Nein
Ungeheuerhof;Backnang Ungeheuerhof;eRtg Beethovenstraße/Allmersbach i.T.;4975;0;3;de:08119:4975:0:3;WN;08119008;Backnang;Backnang;4;31;Bus;31365_;365;1;9,456536471;48,93066176;Nein;Nein;150;15;;Stufenhöhe;Nein
Ungeheuerhof;Backnang Ungeheuerhof;eRtg Ungeheuerhof Abzweig;4975;0;4;de:08119:4975:0:4;WN;08119008;Backnang;Backnang;4;31;Bus;31365_;365;1;9,456536471;48,93066176;Ja;Ja;250;15;;Ebenerdig;Nein
Rathaus;Unterbrüden Rathaus;eRtg Friedhof;4976;0;3;de:08119:4976:0:3;WN;08119006;Auenwald;Unterbrüden;5;31;Bus;31365a,31366_,31381_;365A,366,381;3;9,500615935;48,93724974;Nein;Nein;150;15;;Stufenhöhe;Nein
Weissachstraße;Oberweissach Weissachstr.;eRtg Hohnw. Rathausstraße/Ebniseestraße;4978;0;3;de:08119:4978:0:3;WN;08119083;Weissach im Tal;Oberweissach;4,5;31;Bus;31381_,31382_,31382a,31384_;381,382,382A,384;4;9,500171311;48,92281923;Ja;Ja;150;15;;Ebenerdig;Nein
Weissachstraße;Oberweissach Weissachstr.;eRtg Aichholzhof;4978;0;4;de:08119:4978:0:4;WN;08119083;Weissach im Tal;Oberweissach;4,5;31;Bus;31381_,31382_,31382a,31384_;381,382,382A,384;4;9,500171311;48,92281923;Ja;Ja;150;15;;Ebenerdig;Nein
Hohnweiler Rathausstraße;Lippoldsw. Hohnw. Rathausstr.;eRtg Hohnweiler Rathaus;4979;0;3;de:08119:4979:0:3;WN;08119006;Auenwald;Lippoldsweiler;5;31;Bus;31366_,31381_,31382_,31382a;366,381,382,382A;4;9,521925242;48,92834284;Ja;Ja;250;15;;Ebenerdig;Nein
Hohnweiler Rathausstraße;Lippoldsw. Hohnw. Rathausstr.;eRtg Däfern;4979;0;4;de:08119:4979:0:4;WN;08119006;Auenwald;Lippoldsweiler;5;31;Bus;31366_,31381_,31382_,31382a;366,381,382,382A;4;9,521925242;48,92834284;Ja;Ja;150;15;;Stufenhöhe;Nein
Däfern;Lippoldsw. Däfern;eRtg Alle Richtungen;4980;0;3;de:08119:4980:0:3;WN;08119006;Auenwald;Lippoldsweiler;5;31;Bus;31366_,31382a;366,382A;2;9,534403647;48,92753928;Ja;Ja;250;15;;Ebenerdig;Nein
Hohnweiler Rathaus;Lippoldsw. Hohnw. Rathaus;eRtg Raiffeisenbank/Däfern;4981;0;3;de:08119:4981:0:3;WN;08119006;Auenwald;Lippoldsweiler;5;31;Bus;31366_,31381_,31382_,31382a;366,381,382,382A;4;9,52389363;48,93125637;Nein;Nein;150;15;;Stufenhöhe;Nein
Hohnweiler Rathaus;Lippoldsw. Hohnw. Rathaus;eRtg Hohnweiler Rathausstraße;4981;0;4;de:08119:4981:0:4;WN;08119006;Auenwald;Lippoldsweiler;5;31;Bus;31366_,31381_,31382_,31382a;366,381,382,382A;4;9,52389363;48,93125637;Ja;Ja;250;15;;Ebenerdig;Nein
Badstraße;Lippoldsw. Badstraße;eRtg Am Brenner/Traube;4982;0;3;de:08119:4982:0:3;WN;08119006;Auenwald;Lippoldsweiler;5;31;Bus;31366_,31381_,31382_,31382a;366,381,382,382A;4;9,5229746;48,93733925;Ja;Ja;250;15;;Ebenerdig;Nein
Badstraße;Lippoldsw. Badstraße;eRtg Raiffeisenbank;4982;0;4;de:08119:4982:0:4;WN;08119006;Auenwald;Lippoldsweiler;5;31;Bus;31366_,31381_,31382_,31382a;366,381,382,382A;4;9,5229746;48,93733925;Ja;Ja;250;15;;Ebenerdig;Nein
Naturfreundehaus;Sechselberg Naturfreundehaus;eRtg Am Brenner;4984;0;3;de:08119:4984:0:3;WN;08119004;Althütte;Sechselberg;5;31;Bus;31382_,31382a;382,382A;2;9,54351171;48,94187517;Ja;Nein;150;15;;Ebenerdig;Nein
Deutsches Rotes Kreuz;Sechselb. Dt. Rotes Kreuz;eRtg Schule;4985;0;3;de:08119:4985:0:3;WN;08119004;Althütte;Sechselberg;5;31;Bus;31382_,31382a;382,382A;2;9,547618815;48,94296176;Ja;Ja;150;15;;Ebenerdig;Nein
Deutsches Rotes Kreuz;Sechselb. Dt. Rotes Kreuz;eRtg Naturfreundehaus;4985;0;4;de:08119:4985:0:4;WN;08119004;Althütte;Sechselberg;5;31;Bus;31382_,31382a;382,382A;2;9,547618815;48,94296176;Ja;Ja;250;15;;Stufenhöhe;Nein
Schule;Sechselberg Schule;eRtg Alle Richtungen;4986;0;3;de:08119:4986:0:3;WN;08119004;Althütte;Sechselberg;5;31,51;"Bus;Ruftaxi";31373_,31382_,31382a,51038_;373,382,382A,RT38;4;9,556589094;48,94433054;Ja;Ja;250;15;;Stufenhöhe;Nein
Waldenweiler;Sechselberg Waldenweiler;eRtg Rathaus;4987;0;3;de:08119:4987:0:3;WN;08119004;Althütte;Sechselberg;5;31;Bus;31382_,31382a;382,382A;2;9,562617908;48,92932029;Ja;Ja;250;15;;Stufenhöhe;Nein
Waldenweiler;Sechselberg Waldenweiler;eRtg Schule;4987;0;4;de:08119:4987:0:4;WN;08119004;Althütte;Sechselberg;5;31;Bus;31382_,31382a;382,382A;2;9,562631554;48,92932023;Ja;Ja;250;15;;Stufenhöhe;Nein
Ebniseestraße;Oberweissach Ebniseestr.;eRtg Bruch;4988;0;3;de:08119:4988:0:3;WN;08119083;Weissach im Tal;Oberweissach;4,5;31;Bus;31382_,31382a,31384_;382,382A,384;3;9,502862783;48,92179139;Nein;Nein;150;15;;Ebenerdig;Nein
Ebniseestraße;Oberweissach Ebniseestr.;eRtg Weissachstraße;4988;0;4;de:08119:4988:0:4;WN;08119083;Weissach im Tal;Oberweissach;4,5;31;Bus;31382_,31382a,31384_;382,382A,384;3;9,502862783;48,92179139;Ja;Ja;150;15;;Ebenerdig;Nein
Bruch;Bruch;eRtg Kelter;4989;0;3;de:08119:4989:0:3;WN;08119083;Weissach im Tal;Bruch (Weissach);4,5;31;Bus;31382_,31382a,31384_;382,382A,384;3;9,51747193;48,92132205;Nein;Nein;150;15;;Ebenerdig;Nein
Bruch;Bruch;eRtg Ebniseestraße;4989;0;4;de:08119:4989:0:4;WN;08119083;Weissach im Tal;Bruch (Weissach);4,5;31;Bus;31382_,31382a,31384_;382,382A,384;3;9,51747193;48,92132205;Ja;Ja;150;15;;Ebenerdig;Nein
Kelter;Bruch Kelter;eRtg Däfern/Lutzenberg;4990;0;3;de:08119:4990:0:3;WN;08119083;Weissach im Tal;Bruch (Weissach);4,5;31;Bus;31382_,31382a,31384_;382,382A,384;3;9,526786986;48,92218804;Nein;Nein;150;15;;Stufenhöhe;Nein
Kelter;Bruch Kelter;eRtg Bruch;4990;0;4;de:08119:4990:0:4;WN;08119083;Weissach im Tal;Bruch (Weissach);4,5;31;Bus;31382_,31382a,31384_;382,382A,384;3;9,526786986;48,92218804;Nein;Nein;150;15;;Stufenhöhe;Nein
Lutzenberg;Althütte Lutzenberg;Rtg Bruch/Alth. Kallenberg;4991;0;3;de:08119:4991:0:3;WN;08119004;Althütte;Althütte;5;31;Bus;31230_,31382_,31384_;230,382,384;3;9,549552231;48,91393476;Ja;Ja;250;15;;Stufenhöhe;Nein
Lutzenberg;Althütte Lutzenberg;Rtg Althütte Rathaus;4991;0;4;de:08119:4991:0:4;WN;08119004;Althütte;Althütte;5;31;Bus;31382a,31384_;382A,384;2;9,549552231;48,91393476;Ja;Ja;250;15;;Stufenhöhe;Nein
Kallenberg;Althütte Kallenberg;eRtg Alle Richtungen;4992;0;3;de:08119:4992:0:3;WN;08119004;Althütte;Althütte;5;31;Bus;31382a,31384_;382A,384;2;9,531870446;48,90748041;Ja;Ja;250;15;;Ebenerdig;Nein
Mannenberg Im Hau;Rudersbg. Mannenbg. Im Hau;eRtg Mannenberg;4993;0;4;de:08119:4993:0:4;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31230_,31251_,31382_,31382a;230,251,382,382A;4;9,554363489;48,90981126;Ja;Ja;250;15;;Ebenerdig;Nein
Mannenberg;Rudersberg Mannenberg;eRtg Im Hau;4994;0;3;de:08119:4994:0:3;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31230_,31251_,31382a;230,251,382A;3;9,554111681;48,90801402;Nein;Nein;150;15;;Stufenhöhe;Nein
Mannenberg;Rudersberg Mannenberg;eRtg Klaffenbach/Oberndorf;4994;0;4;de:08119:4994:0:4;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31230_,31251_,31382_;230,251,382;3;9,552632228;48,90745462;Ja;Ja;250;15;;Stufenhöhe;Nein
Rathaus;Althütte Rathaus;Rtg Ebniseestr.;4995;1;3;de:08119:4995:1:3;WN;08119004;Althütte;Althütte;5;31;Bus;31230_,31251_,31263_,31330_,31382_,31382a,31384_;230,251,263,330,382,382A,384;7;9,569989374;48,91751327;Ja;Ja;250;15;;Stufenhöhe;Nein
Rathaus;Althütte Rathaus;Rtg Ortsmitte;4995;1;4;de:08119:4995:1:4;WN;08119004;Althütte;Althütte;5;31;Bus;31230_,31330_,31382_,31382a,31384_;230,330,382,382A,384;5;9,569998818;48,91714454;Nein;Nein;150;15;;Ebenerdig;Nein
Ortsmitte;Althütte Ortsmitte;Rtg Rathaus;4996;0;3;de:08119:4996:0:3;WN;08119004;Althütte;Althütte;5;31;Bus;31230_,31263_,31330_,31382_,31382a,31384_;230,263,330,382,382A,384;6;9,572369644;48,91328412;Ja;Ja;150;17;;Ebenerdig;Nein
Ortsmitte;Althütte Ortsmitte;Rtg Strohhof;4996;0;4;de:08119:4996:0:4;WN;08119004;Althütte;Althütte;5;31;Bus;31230_,31330_,31382_,31382a,31384_;230,330,382,382A,384;5;9,573788734;48,91330404;Nein;Nein;150;17;;Stufenhöhe;Nein
Strohhof;Althütte Strohhof;Rtg Klaffenbach Althütter Str.;4997;0;3;de:08119:4997:0:3;WN;08119004;Althütte;Althütte;5;31;Bus;31230_,31330_,31382_,31382a,31384_;230,330,382,382A,384;5;9,5771557;48,91187544;Ja;Ja;250;15;;Stufenhöhe;Nein
Strohhof;Althütte Strohhof;Rtg Althütte Ortsmitte;4997;0;4;de:08119:4997:0:4;WN;08119004;Althütte;Althütte;5;31;Bus;31230_,31263_,31330_;230,263,330;3;9,577290561;48,91173988;Nein;Nein;150;15;;Stufenhöhe;Nein
Klaffenbach;Rudersberg Klaffenbach;eRtg Abzweig Steinbach;4998;0;3;de:08119:4998:0:3;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31228_,31230_,31330_;228,230,330;3;9,57431614;48,89743912;Ja;Ja;250;15;;Stufenhöhe;Nein
Klaffenbach;Rudersberg Klaffenbach;eRtg Grauhaldenhof;4998;0;4;de:08119:4998:0:4;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31228_,31230_,31330_;228,230,330;3;9,57431614;48,89743912;Ja;Ja;250;15;;Stufenhöhe;Nein
Grauhaldenhof;Rudersberg Grauhaldenhof;eRtg Klaffenbach;4999;0;3;de:08119:4999:0:3;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31228_,31230_,31330_;228,230,330;3;9,558837685;48,89511432;Ja;Ja;250;15;;Stufenhöhe;Nein
Grauhaldenhof;Rudersberg Grauhaldenhof;eRtg Oberndorf Brunnenplatz;4999;0;4;de:08119:4999:0:4;WN;08119061;Rudersberg;Rudersberg;5;31;Bus;31228_,31230_,31330_;228,230,330;3;9,558837685;48,89511432;Ja;Ja;250;15;;Stufenhöhe;Nein
Kirche;Neuenhaus Kirche;eRtg Ort;5000;0;3;de:08116:5000:0:3;ES;08116081;Aichtal;Neuenhaus;3,4;31,34;"Bus;Nachtbus";31167_,31809_,31809a,34089_;167,809,809A,N89;4;9,205724394;48,62261185;Ja;Ja;250;15;;Ebenerdig;Nein
Kirche;Neuenhaus Kirche;eRtg Grörach/Häfnerstraße;5000;0;4;de:08116:5000:0:4;ES;08116081;Aichtal;Neuenhaus;3,4;31;Bus;31808a;808A;1;9,205724394;48,62261185;Ja;Ja;250;15;;Ebenerdig;Nein
Ortsmitte;Grötzingen Ortsmitte;Rtg Raiffeisenstr.;5001;1;3;de:08116:5001:1:3;ES;08116081;Aichtal;Grötzingen;3,4;31,34;"Bus;Nachtbus";31167_,31809_,31X16_,34089_;167,809,X16,N89;4;9,260671251;48,62745525;Ja;Ja;150;15;;Stufenhöhe;Nein
Ortsmitte;Grötzingen Ortsmitte;Rtg Schönblick;5001;1;4;de:08116:5001:1:4;ES;08116081;Aichtal;Grötzingen;3,4;31;Bus;31167_,31808a,31809_,31X16_;167,808A,809,X16;4;9,262502679;48,62746907;Nein;Nein;250;15;;Stufenhöhe;Nein
Nellinger Linde;Nellingen Nellinger Linde;Rtg Zollberg Mutzenreisstr.;5003;0;3;de:08116:5003:0:3;ES;08116080;Ostfildern;Nellingen;2;31,34;"Bus;Nachtbus";31113_,31119_,31120_,34019_;113,119,120,N19;4;9,302164177;48,72191926;Nein;Nein;250;20;;Ebenerdig;Ja
Nellinger Linde;Nellingen Nellinger Linde;Rtg Nussweg/Steinen;5003;0;4;de:08116:5003:0:4;ES;08116080;Ostfildern;Nellingen;2;31,34;"Bus;Nachtbus";31113_,31119_,31120_,34019_;113,119,120,N19;4;9,301454494;48,72142654;Nein;Nein;250;20;;Ebenerdig;Ja
Denkendorfer Straße;Nellingen Denkendorfer Str.;Rtg Kaiserstr.;5005;0;3;de:08116:5005:0:3;ES;08116080;Ostfildern;Nellingen;2;31,34;"Bus;Nachtbus";31119_,31120_,34019_;119,120,N19;3;9,302822848;48,70940899;Ja;Ja;150;17;;Ebenerdig;Ja
Denkendorfer Straße;Nellingen Denkendorfer Str.;Rtg Denkendorf Stadion;5005;0;4;de:08116:5005:0:4;ES;08116080;Ostfildern;Nellingen;2;31,34;"Bus;Nachtbus";31119_,31120_,34019_;119,120,N19;3;9,302163485;48,71048083;Ja;Nein;150;17;;Ebenerdig;Ja
Stadion;Denkendorf Stadion;Rtg Esslinger Str.;5006;0;3;de:08116:5006:0:3;ES;08116015;Denkendorf;Denkendorf;2,3;31,34;"Bus;Nachtbus";31119_,34019_;119,N19;2;9,310328527;48,7014486;Nein;Nein;250;20;;Ebenerdig;Ja
Stadion;Denkendorf Stadion;Rtg Nellingen Denkendorfer Str.;5006;0;4;de:08116:5006:0:4;ES;08116015;Denkendorf;Denkendorf;2,3;31;Bus;31119_;119;1;9,310328527;48,7014486;Ja;Ja;150;20;;Ebenerdig;Ja
Esslinger Straße;Denkendorf Esslinger Str.;119 Rtg Weingartenstr.;5007;0;3;de:08116:5007:0:3;ES;08116015;Denkendorf;Denkendorf;2,3;31;Bus;31119_;119;1;9,31305068;48,69788918;Ja;Ja;250;20;;Ebenerdig;Ja
Esslinger Straße;Denkendorf Esslinger Str.;Rtg Nellingen;5007;0;4;de:08116:5007:0:4;ES;08116015;Denkendorf;Denkendorf;2,3;31,34;"Bus;Nachtbus";31119_,34019_;119,N19;2;9,312629846;48,69793529;Nein;Nein;250;20;;Ebenerdig;Ja
Esslinger Straße;Denkendorf Esslinger Str.;121 Rtg Weingartstr.;5007;0;5;de:08116:5007:0:5;ES;08116015;Denkendorf;Denkendorf;2,3;31;Bus;31121_;121;1;9,314365271;48,69739101;Nein;Nein;150;15;;Stufenhöhe;Nein
Rathaus;Denkendorf Rathaus;Rtg Neuhäuser Str.;5008;0;3;de:08116:5008:0:3;ES;08116015;Denkendorf;Denkendorf;2,3;31,34;"Bus;Nachtbus";31119_,31121_,34019_;119,121,N19;3;9,318336406;48,69380107;Ja;Ja;250;20;;Ebenerdig;Nein
Neuhäuser Straße;Denkendorf Neuhäuser Str.;Rtg Neuhausen Traube;5009;0;3;de:08116:5009:0:3;ES;08116015;Denkendorf;Denkendorf;2,3;31,34,35;"Bus;Nachtbus";31121_,34019_,35X10_;121,N19,X10;3;9,323871989;48,69279643;Nein;Nein;150;15;;Ebenerdig;Nein
Neuhäuser Straße;Denkendorf Neuhäuser Str.;Rtg Vogelsangstr.;5009;0;4;de:08116:5009:0:4;ES;08116015;Denkendorf;Denkendorf;2,3;31,35;Bus;31119_,31121_,35X10_;119,121,X10;3;9,323871989;48,69279643;Ja;Ja;250;15;;Ebenerdig;Nein
Vogelsangstraße;Denkendorf Vogelsangstraße;Bus-Li 119/121> ESBF/DDES;5010;0;3;de:08116:5010:0:3;ES;08116015;Denkendorf;Denkendorf;2,3;31;Bus;31119_,31121_;119,121;2;9,322470642;48,6945629;Ja;Ja;250;20;;Ebenerdig;Ja
Sonnenhalde;Scharnh. Sonnenhalde;Rtg Sonnenhalde;5011;0;3;de:08116:5011:0:3;ES;08116080;Ostfildern;Scharnhausen;2;31;Bus;31120_,31122_;120,122;2;9,271651563;48,70917212;Ja;Ja;250;15;;Stufenhöhe;Nein
Sonnenhalde;Scharnh. Sonnenhalde;Rtg Kreuzbrunnen;5011;0;4;de:08116:5011:0:4;ES;08116080;Ostfildern;Scharnhausen;2;31,34;"Bus;Nachtbus";31120_,31122_,34022_;120,122,N22;3;9,271805101;48,70992713;Ja;Ja;250;20;;Ebenerdig;Nein
Lenzhalde;Scharnhausen Lenzhalde;Rtg Rathaus;5012;0;3;de:08116:5012:0:3;ES;08116080;Ostfildern;Scharnhausen;2;31;Bus;31120_,31122_;120,122;2;9,267832455;48,70898325;Nein;Nein;250;15;;Ebenerdig;Nein
Lenzhalde;Scharnhausen Lenzhalde;Rtg Sonnenhalde;5012;0;4;de:08116:5012:0:4;ES;08116080;Ostfildern;Scharnhausen;2;31,34;"Bus;Nachtbus";31120_,31122_,34022_;120,122,N22;3;9,268741175;48,70867538;Ja;Ja;250;15;;Ebenerdig;Nein
Rothweg;Denkendorf Rothweg;Rtg Vogelsangstr.;5013;0;3;de:08116:5013:0:3;ES;08116015;Denkendorf;Denkendorf;2,3;31;Bus;31121_;121;1;9,329156602;48,69499359;Nein;Nein;250;15;;Ebenerdig;Nein
Rothweg;Denkendorf Rothweg;Rtg Forschung;5013;0;4;de:08116:5013:0:4;ES;08116015;Denkendorf;Denkendorf;2,3;31;Bus;31121_;121;1;9,32926433;48,6948494;Nein;Nein;250;15;;Ebenerdig;Nein
Forschung;Denkendorf Forschung;Rtg Rothweg;5014;0;3;de:08116:5014:0:3;ES;08116015;Denkendorf;Denkendorf;2,3;31;Bus;31121_;121;1;9,344550871;48,70152202;Nein;Nein;250;15;;Stufenhöhe;Nein
Forschung;Denkendorf Forschung;Rtg Deizisau Körschtal;5014;0;4;de:08116:5014:0:4;ES;08116015;Denkendorf;Denkendorf;2,3;31;Bus;31121_;121;1;9,344550871;48,70152202;Nein;Nein;250;15;;Stufenhöhe;Nein
Körschtal;Deizisau Körschtal;Rtg Denkendorf Forschung;5016;0;3;de:08116:5016:0:3;ES;08116014;Deizisau;Deizisau;2,3;31;Bus;31104_,31121_;104,121;2;9,36025369;48,71454002;Nein;Nein;150;15;;Stufenhöhe;Nein
Körschtal;Deizisau Körschtal;Sirnau Dornierstr.;5016;0;4;de:08116:5016:0:4;ES;08116014;Deizisau;Deizisau;2,3;31;Bus;31104_,31121_;104,121;2;9,36025369;48,71454002;Ja;Ja;150;15;;Stufenhöhe;Nein
Altes Rathaus;Kemnat Altes Rathaus;Rtg Reutlinger Str.;5017;1;3;de:08116:5017:0:3;ES;08116080;Ostfildern;Kemnat;2;31,34;"Bus;Nachtbus";31130_,31131_,34022_;130,131,N22;3;9,232245048;48,71744165;Nein;Nein;150;15;;Ebenerdig;Nein
Altes Rathaus;Kemnat Altes Rathaus;Rtg Rosenstr.;5017;1;4;de:08116:5017:0:4;ES;08116080;Ostfildern;Kemnat;2;31;Bus;31130_,31131_;130,131;2;9,233319256;48,71757436;Ja;Ja;250;15;;Ebenerdig;Nein
Rosenstraße;Kemnat Rosenstraße;Rtg Kemnat Altes Rathaus;5018;1;3;de:08116:5018:0:3;ES;08116080;Ostfildern;Kemnat;2;31,34;"Bus;Nachtbus";31130_,31131_,34022_;130,131,N22;3;9,23111409;48,719746;Nein;Nein;150;15;;Ebenerdig;Nein
Rosenstraße;Kemnat Rosenstraße;Rtg Kemnat Zeppelinstr.;5018;1;4;de:08116:5018:0:4;ES;08116080;Ostfildern;Kemnat;2;31;Bus;31130_,31131_;130,131;2;9,230469993;48,71857828;Ja;Nein;250;15;;Ebenerdig;Nein
Reutlinger Straße;Kemnat Reutlinger Str.;Rtg Scharnhausen Nagelstr.;5019;0;3;de:08116:5019:0:3;ES;08116080;Ostfildern;Kemnat;2;31,34;"Bus;Nachtbus";31130_,31131_,34022_;130,131,N22;3;9,234007229;48,71647588;Nein;Nein;150;15;;Ebenerdig;Nein
Reutlinger Straße;Kemnat Reutlinger Str.;Rtg Altes Rathaus;5019;0;4;de:08116:5019:0:4;ES;08116080;Ostfildern;Kemnat;2;31;Bus;31130_,31131_;130,131;2;9,2367351;48,71570593;Ja;Ja;250;17;;Ebenerdig;Ja
Zeppelinstraße;Kemnat Zeppelinstraße;Rtg Rosenstr.;5020;0;3;de:08116:5020:0:3;ES;08116080;Ostfildern;Kemnat;2;31,34;"Bus;Nachtbus";31130_,31131_,34022_;130,131,N22;3;9,23148022;48,72252394;Nein;Nein;150;15;;Ebenerdig;Nein
Zeppelinstraße;Kemnat Zeppelinstraße;Rtg Schönbergstr.;5020;0;4;de:08116:5020:0:4;ES;08116080;Ostfildern;Kemnat;2;31;Bus;31130_,31131_;130,131;2;9,23175668;48,72353054;Ja;Ja;250;17;;Ebenerdig;Ja
Schulzentrum;Nellingen Schulzentrum;Rtg Riegelstraße/Kreuzbrunnen;5021;1;3;de:08116:5021:1:3;ES;08116080;Ostfildern;Nellingen;2;31;Bus;31120_;120;1;9,294243783;48,71548321;Nein;Nein;250;17;;Ebenerdig;Nein
Horbstraße;Ruit Horbstraße;Rtg Heumaden;5022;0;3;de:08116:5022:0:3;ES;08116080;Ostfildern;Ruit;2;31;Bus;31130_;130;1;9,246107181;48,73145004;Ja;Ja;250;17;;Ebenerdig;Ja
Horbstraße;Ruit Horbstraße;Rtg Ruit;5022;0;4;de:08116:5022:0:4;ES;08116080;Ostfildern;Ruit;2;31;Bus;31130_;130;1;9,246107181;48,73145004;Ja;Ja;250;17;;Ebenerdig;Ja
Hindenburgstraße;Denkendorf Hindenburgstr.;Rtg Esslinger Str.;5023;0;3;de:08116:5023:0:3;ES;08116015;Denkendorf;Denkendorf;2,3;31;Bus;31119_,31121_;119,121;2;9,320314159;48,69722172;Ja;Ja;250;20;;Ebenerdig;Ja
Oberer Eisbergweg;Zollberg Ob. Eisbergweg;Rtg Pliensauv. Im Holder;5024;0;3;de:08116:5024:0:3;ES;08116019;Esslingen am Neckar;Zollberg;2;31,34;"Bus;Nachtbus";31113_,31118_,31119_,31120_,34019_;113,118,119,120,N19;5;9,302087249;48,73174823;Ja;Ja;250;17;;Stufenhöhe;Ja
