Nummer,Name,Name mit Ort
5004430,Kelter,Frickenhausen Kelter
5004431,Humboldtstraße,Linsenhofen Humboldtstraße
5004432,Burrenhof,Erkenbrechtsweiler Burrenhof
5004433,Linsenhofen,Linsenhofen
5004436,Panorama Therme,Beuren Panorama Therme
5004437,Molkerei,Beuren Molkerei
5004438,Balzholz Rathaus,Beuren Balzholz Rathaus
5004442,Lindenplatz,Neuffen Lindenplatz
5004443,Max-Planck-Straße,Neuffen Max-Planck-Straße
5004444,Säerstraße,Nürtingen Säerstraße
5004445,Krankenhaus,Nürtingen Krankenhaus
5004446,Eichendorffstraße,Nürtingen Eichendorffstraße
5004447,Rotenbergplatz,Nürtingen Rotenbergplatz
5004448,Achalmstraße,Nürtingen Achalmstraße
5004449,Waldfriedhof,Nürtingen Waldfriedhof
5004450,Schelmenwasen,Nürtingen Schelmenwasen
5004451,Steinachbrücke,Nürtingen Steinachbrücke
5004452,Roßdorf Berliner Straße,Nürt. Roßdorf Berliner Str.
5004453,Roßdorf Dürerplatz,Nürt. Roßdorf Dürerplatz
5004454,Friedhof,Zizishausen Friedhof
5004456,Unterensinger Straße,Zizishausen Unterensinger Str.
5004459,Dammstraße,Nürtingen Dammstraße
5004460,Enzenhardtplatz,Nürtingen Enzenhardtplatz
5004461,Ostpreußenweg,Nürtingen Ostpreußenweg
5004462,Talstraße,Raidwangen Talstraße
5004463,Nürtinger Straße,Großbettlingen Nürtinger Str.
5004464,Grafenberger Straße,Kleinbettl. Grafenberger Str.
5004465,Rathaus,Kleinbettlingen Rathaus
5004466,Rathaus,Tischardt Rathaus
5004467,Reutte,Frickenhausen Reutte
5004471,Nürtinger Straße,Grötzingen Nürtinger Straße
5004472,Kriegerdenkmal,Grötzingen Kriegerdenkmal
5004473,Schönblick,Grötzingen Schönblick
5004474,Neuffenstraße,Wendlingen (N) Neuffenstraße
5004475,Bombach,Aich Bombach
5004476,Grörach,Neuenhaus Grörach
5004477,Häfnerstraße,Neuenhaus Häfnerstraße
5004479,Verdistraße,Neckarhausen Verdistraße
5004480,Rathaus,Neckarhausen Rathaus
5004481,Halde,Neckarhausen Halde
5004482,Nürtinger Straße,Neckartailf. Nürtinger Str.
5004483,Rathaus,Neckartailfingen Rathaus
5004484,Schule,Neckartailfingen Schule
5004485,Spitzacker,Neckartenzlingen Spitzacker
5004486,Marktplatz,Neckartenzlingen Marktplatz
5004487,Rathaus,Neckartenzlingen Rathaus
5004488,Rotenbach,Neckartenzlingen Rotenbach
5004489,Stuttgarter Straße,Altdorf Stuttgarter Straße
5004490,Schule,Bempflingen Schule
5004492,Feuersee,Kappishäusern Feuersee
5004493,Linde,Kappishäusern Linde
5004497,Kreiskrankenhaus,Schorndorf Kreiskrankenhaus
5004498,Vier Pappeln,Schorndorf Vier Pappeln
5004500,Rathaus,Schlichten Rathaus
5004501,Kirche,Schlichten Kirche
5004502,Abzweigung Baiereck,Thomashardt Abzw. Baiereck
5004503,Hegenloher Straße,Thomashardt Hegenloher Straße
5004504,Nachbarschaftsschule,Thomash. Nachbarschaftsschule
5004505,Kirche,Hegenlohe Kirche
5004506,Bannmühle,Reichenbach (F) Bannmühle
5004507,Reichenbachstraße,Reichenb.(F) Reichenbachstr.
5004508,Blumenstraße,Reichenbach (F) Blumenstraße
5004509,Rathaus,Mötzingen Rathaus
5004510,Bondorf,Bondorf
5004512,Herrenberg,Herrenberg
5004513,Berliner Straße,Herrenberg Berliner Straße
5004516,Kallenberg Rasthaus,Münch. Kallenberg Rasthaus
5004518,Müllerheim,Münchingen Müllerheim
5004519,Kornwestheimer Straße,Münchingen Kornwestheimer Str.
5004520,Sportzentrum,Münchingen Sportzentrum
5004521,Danziger Straße,Münchingen Danziger Straße
5004522,Ziegeleistraße,Münchingen Ziegeleistraße
5004523,Stiegelplatz,Münchingen Stiegelplatz
5004524,Sägmühle,Hemmingen Sägmühle
5004525,Hermann-Essig-Straße,Schwieberdingen H.-Essig-Str.
5004526,Rathaus,Hemmingen Rathaus
5004527,Hemmingen,Hemmingen
5004528,Schauchert,Hemmingen Schauchert
5004529,Hemminger Straße,Heimerdingen Hemminger Straße
5004530,Weissacher Straße,Heimerdingen Weissacher Straße
5004531,Wiesenäckerstraße,Heimerdingen Wiesenäckerstraße
5004532,Ölmühle,Weissach Ölmühle
5004533,Bahnhofstraße,Weissach Bahnhofstraße
5004534,Marktplatz,Weissach Marktplatz
5004535,Schöckinger Straße,Hemmingen Schöckinger Straße
5004536,Heimerdingen,Heimerdingen
5004537,Ortsmitte,Warmbronn Ortsmitte
5004538,Hauptstraße 77,Warmbronn Hauptstraße 77
5004539,Lauerhalde,Warmbronn Lauerhalde
5004540,Hertichstraße 33,Eltingen Hertichstraße 33
5004541,Niederhofen,Eltingen Niederhofen
5004543,Brennerstraße,Eltingen Brennerstraße
5004545,Leo-Center,Eltingen Leo-Center
5004546,August-Lämmle-Schule,Ramtel August-Lämmle-Schule
5004547,Albert-Schweitzer-Gymnasium,Leonb. A.-Schweitzer-Gymnasium
5004548,Gebersheimer-/Roseggerstraße,Elt. Gebersh.-/Roseggerstr.
5004549,Talackerstraße,Warmbronn Talackerstraße
5004550,Rathaus,Gebersheim Rathaus
5004551,Mercedes-Benz Tor III,Sindelf. Mercedes-Benz Tor III
5004552,Einkaufszentrum,Gerl. Einkaufszentrum
5004553,Weilimdorfer Straße,Gerlingen Weilimdorfer Str.
5004554,Leonberger Straße,Gerlingen Leonberger Str.
5004556,Dieselstraße,Rutesheim Dieselstr.
5004557,Bosch,Rutesheim Bosch
5004558,Bahnhofstraße,Hemmingen Bahnhofstr.
5004559,Drescherstraße,Rutesheim Drescherstr.
5004560,Friedhof,Münchingen Friedhof
5004561,Geislinger Straße 51,Eltingen Geislinger Str. 51
5004562,Geislinger Straße 21,Eltingen Geislinger Str. 21
5004563,Geislinger Straße 3,Eltingen Geislinger Str. 3
5004564,Porsche,Weissach Porsche
5004565,Sportplatz,Flacht Sportplatz
5004566,Ortsmitte,Flacht Ortsmitte
5004567,Hohweg,Flacht Hohweg
5004568,Flachter Straße,Weissach Flachter Str.
5004569,Weissach,Weissach
5004570,Eisgasse,Hemmingen Eisgasse
5004571,Hindenburgstraße,Weissach Hindenburgstr.
5004572,Am Schlossberg,Höfingen Am Schlossberg
5004574,Stadtgarten,Weil der Stadt Stadtgarten
5004575,Merklinger Straße,Weil der Stadt Merklinger Str.
5004577,Neuhauser Straße,Münklingen Neuhauser Str.
5004578,Neuenbühl,Flacht Neuenbühl
5004579,Hohenzollernstraße,Schafhausen Hohenzollernstr.
5004581,Grabenstraße,Weil der Stadt Grabenstr.
5004582,Würmbrücke,Schafhausen Würmbrücke
5004583,Weiler (BB),Schafhausen Weiler (BB)
5004584,Magstadter Straße,Schafhausen Magstadter Str.
5004585,Rathaus,Dätzingen Rathaus
5004587,Hauptstraße,Merklingen Hauptstraße
5004588,Ortsmitte,Merklingen Ortsmitte
5004589,Beethovenstraße,Merklingen Beethovenstr.
5004590,Hausener Straße,Merklingen Hausener Str.
5004591,Im Tal,Münklingen Im Tal
5004592,Rathaus,Münklingen Rathaus
5004593,Würmtalstraße,Hausen (W) Würmtalstraße
5004596,Ringstraße,Magstadt Ringstraße
5004597,Planstraße,Magstadt Planstraße
5004599,Hölderlinstraße,Magstadt Hölderlinstr.
5004600,Brühlstraße 22,Magstadt Brühlstr. 22
5004601,Büsnauer Straße 6,Warmbronn Büsnauer Str. 6
5004602,Büsnauer Straße 41,Warmbronn Büsnauer Str. 41
5004603,Eichholz,Sindelf. Eichholz
5004604,Friedrich-Ebert-Straße,Sindelf. Friedrich-Ebert-Str.
5004605,Eschenried,Sindelf. Eschenried
5004606,Obere Vorstadt,Sindelf. Obere Vorstadt
5004607,Klostergarten,Sindelf. Klostergarten
5004608,Robert-Bosch-Straße,Darmsheim Robert-Bosch-Str.
5004609,Domo,Sindelfingen Domo
5004610,Bachstraße,Sindelfingen Bachstr.
5004611,Calwer Straße,Sindelfingen Calwer Str.
5004612,Mercedes-Benz Tor I,Sindelf. Mercedes-Benz Tor I
5004613,Dresdener Straße,Sindelfingen Dresdener Str.
5004614,Goldberg Wasserturm,Sindelf. Goldb. Wasserturm
5004615,Leipziger Straße,Sindelfingen Leipziger Str.
5004617,Abzweig Rauher Kapf,Böblingen Abzw. Rauher Kapf
5004619,Talstraße,Böblingen Talstraße
5004620,Calwer Straße,Böblingen Calwer Str.
5004621,Calwer Straße (Hulb),Böblingen Calwer Str. (Hulb)
5004624,Calwer Brücke,Sindelf. Calwer Brücke
5004625,Sommerhofenstraße,Sindelfingen Sommerhofenstr.
5004626,Badezentrum,Sindelf. Badezentrum
5004627,Pflegeheim,Sindelf. Pflegeheim
5004628,Altenheim Burghalde,Sindelf. Altenheim Burghalde
5004629,Burghaldenfriedhof,Sindelf. Burghaldenfriedhof
5004630,Haus der Vereine,Dagersh. Haus d. Vereine
5004631,Hauptstraße,Dagersheim Hauptstraße
5004632,Kirche,Dagersheim Kirche
5004633,Schützenweg,Dagersheim Schützenweg
5004635,Goethestraße,Dagersh. Goethestraße
5004636,Goldberg Realschule,Sindelf. Goldb. Realschule
5004637,Alter Friedhof,Darmsheim Alter Friedhof
5004638,Hofstraße,Darmsheim Hofstraße
5004640,Tessiner Straße,Darmsheim Tessiner Str.
5004641,Schoßhöfe,Sindelfingen Schoßhöfe
5004642,Sindelfinger Straße,Maichingen Sindelfinger Str.
5004643,Herrenberger Straße,Maichingen Herrenberger Str.
5004644,Guttenbrunnstraße,Sindelfingen Guttenbrunnstr.
5004645,Essegger Straße,Sindelfingen Essegger Str.
5004647,Tulpenstraße,Sindelfingen Tulpenstr.
5004649,Wolfstraße Altenheim,Sindelf. Wolfstr. Altenheim
5004652,Eschenbrünnlestraße,Sindelfingen Eschenbrünnlestr.
5004653,Hofmeister/Schauwerk,Sindelf. Hofmeister/Schauwerk
5004654,Textilzentrum,Sindelf. Textilzentrum
5004655,Eichenpfädle,Dagersh. Eichenpfädle
5004656,Lange Anwanden,Sindelf. Lange Anwanden
5004657,Goldmühlestraße,Sindelfingen Goldmühlestr.
5004658,Nüßstraße,Sindelfingen Nüßstraße
5004659,Gottscheer Straße,Sindelfingen Gottscheer Str.
5004660,Königsknoll,Sindelfingen Königsknoll
5004661,Sonnenbergstraße,Sindelfingen Sonnenbergstr.
5004662,Wilhelm-Haspel-Straße,Sindelfingen W.-Haspel-Str.
5004663,DRK,Sindelfingen DRK
5004664,Reiterhof,Sindelfingen Reiterhof
5004665,Viehweide,Sindelf. Viehweide
5004666,Krankenhaus,Sindelf. Krankenhaus
5004667,Schwabstraße,Böblingen Schwabstraße
5004668,Feldbergstraße,Böblingen Feldbergstr.
5004669,Eichendorff-Schule,Böblingen Eichendorff-Schule
5004670,Schulzentrum Murkenbach,Böbl. Schulzentrum Murkenbach
5004671,Nürtinger Straße,Böblingen Nürtinger Straße
5004672,Schönaicher First,Böblingen Schönaicher First
5004673,Taunusstraße,Böblingen Taunusstraße
5004674,Rauher Kapf,Böblingen Rauher Kapf
5004675,Waldburgstraße,Böblingen Waldburgstr.
5004676,Elsa-Brändström-Straße,Böblingen E.-Brändström-Str.
5004677,Kreiskrankenhaus,Böblingen Kreiskrankenhaus
5004680,Albert-Einstein-Gymnasium,Böbl. Albert-Einstein-Gymn.
5004683,Silberweg,Böblingen Silberweg
5004684,Schafgasse,Böblingen Schafgasse
5004685,Reußensteinstraße,Böblingen Reußensteinstr.
5004686,Alter Friedhof,Böblingen Alter Friedhof
5004687,Gemeindehaus,Böblingen Gemeindehaus
5004688,Murkenbachweg,Böblingen Murkenbachweg
5004689,Tannenberg,Böblingen Tannenberg
5004690,Herdweg (Postamt),Böblingen Herdweg (Postamt)
5004691,Reiterhof,Böblingen Reiterhof
5004692,Hallenbad,Böblingen Hallenbad
5004693,Schönbuchstraße (Sporth.),Böbl. Schönbuchstr. (Sporth.)
5004694,Schönbuchstraße,Böblingen Schönbuchstr.
5004695,Diezenhaldenweg,Böblingen Diezenhaldenweg
5004696,Maurener Weg,Böblingen Maurener Weg
5004697,Amsterdamer Straße,Böblingen Amsterdamer Str.
5004698,Geleener Straße/Kindergarten,Böbl. Geleener Str./Kinderg.
5004699,Geleener Straße,Böblingen Geleener Str.
5004700,Berliner Straße,Böblingen Berliner Straße
5004701,Königsberger Straße,Böblingen Königsberger Str.
5004702,Steinbeisstraße,Böblingen Steinbeisstr.
5004703,Eugen-Bolz-Straße Ost,Böblingen Eugen-Bolz-Str. Ost
5004704,Freudenstädter Straße,Böblingen Freudenstädter Str.
5004705,Freiburger Allee,Böblingen Freiburger Allee
5004706,Pontoiser Straße,Böblingen Pontoiser Str.
5004707,Kremser Straße,Böblingen Kremser Straße
5004709,Otto-Hahn-Gymnasium,Böblingen Otto-Hahn-Gymnasium
5004710,Bühler Straße,Böblingen Bühler Straße
5004711,Danziger Straße,Böblingen Danziger Straße
5004712,Heusteigstraße,Böblingen Heusteigstraße
5004713,Zimmerschlag,Böblingen Zimmerschlag
5004714,Ochsentrog,Böblingen Ochsentrog
5004715,Waldfriedhof,Böblingen Waldfriedhof
5004716,Herrenberger Straße,Böblingen Herrenberger Straße
5004717,Kreistierheim,Böblingen Kreistierheim
5004718,Schickardstraße,Böblingen Schickardstraße
5004719,Hanns-Klemm-Straße West,Böbl. Hanns-Klemm-Str. West
5004720,Hanns-Klemm-Straße Mitte,Böbl. Hanns-Klemm-Str. Mitte
5004721,Dornierstraße,Böblingen Dornierstraße
5004722,Otto-Lilienthal-Straße,Böblingen Otto-Lilienthal-Str.
5004723,Heinkelstraße,Böblingen Heinkelstraße
5004724,Hanns-Klemm-Straße Ost,Böbl. Hanns-Klemm-Str. Ost
5004725,Katholische Kirche,Aidl. Katholische Kirche
5004727,Rathaus,Gärtringen Rathaus
5004729,Rathaus,Rohrau Rathaus
5004737,IBM,Herrenberg IBM
5004738,Stadthalle,Herrenberg Stadthalle
5004739,Bronntor,Herrenberg Bronntor
5004741,Einkaufszentrum,Oberjettingen Einkaufszentrum
5004742,Sindlinger Straße,Haslach Sindlinger Str.
5004743,Kirche,Haslach Kirche
5004744,Randenstraße,Haslach Randenstraße
5004745,Postamt,Nebringen Postamt
5004746,Stuttgarter Straße,Öschelbronn Stuttg. Str.
5004747,Rathaus,Öschelbronn Rathaus
5004748,Post,Öschelbronn Post
5004749,Weildorf,Bondorf Weildorf
5004756,Würmbrücke,Ehningen Würmbrücke
5004757,Königsberger Straße,Ehningen Königsb. Str.
5004758,Schulmeisterbuche,Herrenberg Schulmeisterbuche
5004759,Öfele,Oberjettingen Öfele
5004760,Hochwiesenstraße,Bondorf Hochwiesenstr.
5004761,Bahnbrücke,Bondorf Bahnbrücke
5004762,Lindenbrunnen,Holzgerlingen Lindenbrunnen
5004763,Schönberg,Holzgerlingen Schönberg
5004764,Aidlinger Straße,Dagersheim Aidlinger Str.
5004765,Diakonissenmutterhaus,Aidl. Diakon.mutterhaus
5004766,Furthmühle,Aidlingen Furthmühle
5004768,Löchlesberg,Döffingen Löchlesberg
5004769,Kapellenberg,Döffingen Kapellenberg
5004770,Rathaus,Döffingen Rathaus
5004771,Seeger,Döffingen Seeger
5004772,Würmstraße,Altdorf Würmstraße
5004773,Kreuzstraße,Dätzingen Kreuzstraße
5004774,Lehenweiler Abzweig,Aidlingen Lehenweiler Abzw.
5004775,Lehenweiler,Aidlingen Lehenweiler
5004776,Schafhausener Straße,Aidlingen Schafhausener Str.
5004777,Rathaus,Aidlingen Rathaus
5004778,Hermann-Hesse-Straße,Aidlingen Hermann-Hesse-Str.
5004779,Aidlinger Straße,Deufringen Aidlinger Str.
5004780,Rathaus,Deufringen Rathaus
5004781,Röte,Weil im Schönbuch Röte
5004783,Turnhalle,Weil i. S. Turnhalle
5004785,Mittlere Mühle,Holzgerlingen Mittlere Mühle
5004786,Buch,Holzgerlingen Buch
5004787,Bühlenstraße,Holzgerlingen Bühlenstr.
5004788,Rathaus,Breitenstein Rathaus
5004789,Abzweig,Neuweiler Abzw.
5004790,See,Weil i. S. See
5004791,Schaichhof,Holzgerlingen Schaichhof
5004792,Weißer Stein,Weil i. S. Weißer Stein
5004793,Holzgerlinger Straße,Altdorf Holzgerlinger Str.
5004794,Friedhof,Altdorf Friedhof
5004795,Bachstraße,Altdorf Bachstraße
5004796,Theodor-Heuss-Straße,Hildrizhausen Th.-Heuss-Str.
5004797,Altdorfer Straße,Hildrizhausen Altdorfer Str.
5004798,Altes Rathaus,Hildrizhausen Altes Rathaus
5004800,Waldfriedhof,Herrenberg Waldfriedhof
5004801,Seniorenzentrum,Herrenberg Seniorenzentrum
5004802,Hindenburgstraße,Herrenberg Hindenburgstr.
5004804,Kelterweg,Schönaich Kelterweg
5004805,Elsenhalde,Schönaich Elsenhalde
5004806,Bahnhofstraße,Schönaich Bahnhofstraße
5004808,Eiche,Schönaich Eiche
5004811,Steinbass,Schönaich Steinbass
5004812,Roter Berg,Schönaich Roter Berg
5004813,Sulzbachtal,Schönaich Sulzbachtal
5004814,Lessingstraße,Schönaich Lessingstraße
5004816,Zehntscheuer,Schönaich Zehntscheuer
5004817,Bühläcker,Schönaich Bühläcker
5004819,Hennersdorfer Straße,Neuweiler Hennersdorfer Str.
5004820,Rathaus,Neuweiler Rathaus
5004821,Beethovenstraße,Neuweiler Beethovenstr.
5004822,Apotheke,Ötlingen Apotheke
5004823,Bohnau,Kirchheim (T) Bohnau
5004824,Stadion,Schönaich Stadion
5004828,Neues Rathaus,Schönaich Neues Rathaus
5004829,Schwabenstraße,Schönaich Schwabenstraße
5004830,Obere Äcker,Kayh Obere Äcker
5004831,Rathaus,Kayh Rathaus
5004832,Herrenberger Straße,Kayh Herrenberger Str.
5004834,Schulstraße,Tailfingen Schulstraße
5004835,Kirche,Gültstein Kirche
5004836,Erholungsheim,Gültstein Erholungsheim
5004837,Kreiskrankenhaus (B28),Herrenb. Kreiskrankenh. (B28)
5004838,Rathaus,Deckenpfronn Rathaus
5004839,Tübinger Straße,Deckenpfronn Tübinger Str.
5004840,Calwer Straße,Oberjesingen Calwer Str.
5004842,Zaberstraße,Oberjesingen Zaberstraße
5004843,Schulzentrum,Kuppingen Schulzentrum
5004844,Albrecht-Haut-Gasse,Kuppingen A.-Haut-Gasse
5004845,Jennerstraße,Kuppingen Jennerstr.
5004846,Kirche,Affstätt Kirche
5004847,Rathaus,Affstätt Rathaus
5004848,Mühlweg,Herrenberg Mühlweg
5004851,Vogt-Heß-Schule,Herrenberg Vogt-Heß-Schule
5004853,Abzweig,Mönchberg Abzw.
5004854,Nelkenstraße,Affstätt Nelkenstr.
5004855,Straßenmeisterei,Herrenberg Straßenmeisterei
5004856,Seestraße,Schönaich Seestraße
5004857,Birkenstraße,Holzgerl. Birkenstraße
5004858,Sindlingen Ortsmitte,Unterjett.Sindlingen Ortsmitte
5004859,Evangelische Kirche,Unterjett. Ev. Kirche
5004860,Gemeindezentrum,Oberjett. Gemeindezentrum
5004861,Sindlinger Straße,Oberjettingen Sindlinger Str.
5004862,Rathaus,Tailfingen Rathaus
5004863,Altes Rathaus,Unterjett. Altes Rathaus
5004864,Imental,Unterjettingen Imental
5004865,Mötzinger Straße,Unterjettingen Mötzinger Str.
5004867,Weingartenstraße,Mönchberg Weingartenstr.
5004868,Jettinger Straße,Kuppingen Jettinger Str.
5004871,Bahnhofstraße,Nebringen Bahnhofstraße
5004872,Lilienstraße,Holzgerlingen Lilienstraße
5004874,Stauferschule,Waiblingen Stauferschule
5004875,Fronackerstraße,Waiblingen Fronackerstr.
5004876,Ludwigsburger Straße,Waiblingen Ludwigsburger Str.
5004877,Hegnacher Höhe,Waiblingen Hegnacher Höhe
5004878,Neckarstraße,Hegnach Neckarstraße
5004879,Rathaus,Hegnach Rathaus
5004880,Germanenstraße,Holzgerl. Germanenstraße
5004881,Stäuchle,Holzgerlingen Stäuchle
5004882,Hauptstraße,Hegnach Hauptstr.
5004883,Dorfstraße,Neckarrems Dorfstraße
5004885,Neckarhalde,Neckarrems Neckarhalde
5004886,Neckarschule,Aldingen Neckarschule
5004887,Rathaus,Neckarrems Rathaus
5004888,Schlosshof,Aldingen Schlosshof
5004889,Wasenstraße,Neckargröningen Wasenstr.
5004890,Lamm,Neckargröningen Lamm
5004891,Bank,Neckargröningen Bank
5004892,Westfalenstraße,Oßweil Westfalenstr.
5004893,Comburgstraße,Ludwigsburg Comburgstr.
5004894,Schorndorfer Tor,Ludw. Schorndorfer Tor
5004896,Hermann-Schwab-Halle,Winnenden H.-Schwab-Halle
5004898,Katharinenhof,Strümpf. Katharinenhof
5004899,Post,Oppenweiler Post
5004901,Ortsmitte,Oppenweiler Ortsmitte
5004902,Reichenberg,Oppenweiler Reichenberg
5004903,Ellenweiler,Oppenweiler Ellenweiler
5004904,Schloss Lautereck,Sulzb.(M) Schloss Lautereck
5004905,Marktplatz,Sulzbach (M) Marktplatz
5004906,Berwinkel,Sulzb.(M) Berwinkel
5004908,Abzweig Neufürstenhütte,Großerl. Abzw. Neufürstenhütte
5004910,Murrhardter Straße,Sulzbach (M) Murrhardter Str.
5004911,Hummelbühl,Sulzbach (M) Hummelbühl
5004912,Bartenbach,Sulzb.(M) Bartenbach
5004913,Ärztehaus,Murrhardt Ärztehaus
5004914,Bodelschwinghschule,Murrh. Bodelschwinghschule
5004915,Hörschbachschule,Murrh. Hörschbachschule
5004916,Murrhardt,Murrhardt
5004917,Erich-Schumm-Straße,Murrh. Erich-Schumm-Straße
5004918,Gymnasium,Murrhardt Gymnasium
5004919,Siegelsberg,Murrhardt Siegelsberg
5004922,Alm,Murrhardt Alm
5004923,Hausen,Murrhardt Hausen
5004924,Eisenschmiedmühle,Murrh. Eisenschmiedmühle
5004925,Marktplatz,Fornsbach Marktplatz
5004926,Kindergarten,Fornsbach Kindergarten
5004927,Alte Straße,Fornsbach Alte Straße
5004928,Kelter,Stetten i. R. Kelter
5004929,Evangelische Kirche,Stetten i. R. Ev. Kirche
5004930,Kegelplatz,Stetten i. R. Kegelplatz
5004931,Stettener Bank,Stetten i. R. Stettener Bank
5004932,Zum Kleinen Feldle,Stetten i. R. Zum Kl. Feldle
5004933,Diakonie,Stetten i. R. Diakonie
5004934,Endersbacher Straße,Stetten i. R. Endersb. Str.
5004935,Hangweide,Rommelsh. Hangweide
5004936,Rumold-Realschule,Rommelsh. Rumold-Realschule
5004938,Schafstraße,Rommelshausen Schafstr.
5004939,Unter den Arkaden,Rommelsh. Unter den Arkaden
5004940,Sommerhalde,Waiblingen Sommerhalde
5004943,Löwenkeller,Schorndorf Löwenkeller
5004945,Lisztstraße,Murrhardt Lisztstraße
5004946,Höhenweg,Oberberken Höhenweg
5004947,Backhaus,Oberberken Backhaus
5004948,Unterberken Herrenbachstraße,Oberb. Unterb. Herrenbachstr.
5004949,Gaildorfer Straße,Backnang Gaildorfer Str.
5004950,Bühlfeld,Oppenweiler Bühlfeld
5004951,Murrtalschule,Oppenweiler Murrtalschule
5004952,Sulzbach (M),Sulzbach (M)
5004953,Lautertal,Sulzbach (M) Lautertal
5004954,Dauernberg Abzweig,Spiegelberg Dauernberg Abzw.
5004955,Siebersbach,Sulzb.(M) Siebersbach
5004956,Bernhalden,Oppenw. Bernhalden
5004957,Dauernberg,Spiegelb. Dauernberg
5004958,Sulzbacher Straße,Spiegelberg Sulzbacher Str.
5004959,Löwensteiner Straße,Spiegelberg Löwensteiner Str.
5004960,Gieshof,Spiegelberg Gieshof
5004961,Großhöchberger Straße,Spiegelb. Großhöchberger Str.
5004962,Erlach Abzweig,Großerlach Erlach Abzw.
5004964,Mittelfischbach Abzweigung,Großerl. Mittelfischb. Abzw.
5004965,Rathaus,Großerlach Rathaus
5004966,Oberfischbach,Großerl. Oberfischbach
5004967,Kleinerlach,Großerlach Kleinerlach
5004968,Neufürstenhütte,Großerl. Neufürstenhütte
5004969,Altfürstenhütte,Großerl. Altfürstenhütte
5004970,Böhringsweiler,Großerl. Böhringsweiler
5004971,Gesundheitszentrum,Backnang Gesundheitszentrum
5004972,Industriestraße,Backnang Industriestraße
5004973,Ungeheuerhof Abzweig,Backnang Ungeheuerhof Abzw.
5004974,Kreuzung,Heiningen Kreuzung
5004975,Ungeheuerhof,Backnang Ungeheuerhof
5004976,Rathaus,Unterbrüden Rathaus
5004977,Stockäcker,Cottenweiler Stockäcker
5004978,Weissachstraße,Oberweissach Weissachstr.
5004979,Hohnweiler Rathausstraße,Lippoldsw. Hohnw. Rathausstr.
5004980,Däfern,Lippoldsw. Däfern
5004981,Hohnweiler Rathaus,Lippoldsw. Hohnw. Rathaus
5004982,Badstraße,Lippoldsw. Badstraße
5004984,Naturfreundehaus,Sechselberg Naturfreundehaus
5004985,Feuerwehrgerätehaus,Sechselb. Feuerwehrgerätehaus
5004986,Schule,Sechselberg Schule
5004987,Waldenweiler,Sechselberg Waldenweiler
5004988,Ebniseestraße,Oberweissach Ebniseestr.
5004989,Bruch,Bruch
5004990,Kelter,Bruch Kelter
5004991,Lutzenberg,Althütte Lutzenberg
5004992,Kallenberg,Althütte Kallenberg
5004993,Mannenberg Im Hau,Rudersbg. Mannenbg. Im Hau
5004994,Mannenberg,Rudersberg Mannenberg
5004995,Rathaus,Althütte Rathaus
5004996,Ortsmitte,Althütte Ortsmitte
5004997,Strohhof,Althütte Strohhof
5004998,Klaffenbach,Rudersberg Klaffenbach
5004999,Grauhaldenhof,Rudersberg Grauhaldenhof
5005000,Kirche,Neuenhaus Kirche
5005001,Ortsmitte,Grötzingen Ortsmitte
5005003,Nellinger Linde,Nellingen Nellinger Linde
5005005,Denkendorfer Straße,Nellingen Denkendorfer Str.
5005006,Stadion,Denkendorf Stadion
5005007,Esslinger Straße,Denkendorf Esslinger Str.
5005008,Rathaus,Denkendorf Rathaus
5005009,Neuhäuser Straße,Denkendorf Neuhäuser Str.
5005010,Vogelsangstraße,Denkendorf Vogelsangstraße
5005011,Sonnenhalde,Scharnh. Sonnenhalde
5005012,Lenzhalde,Scharnhausen Lenzhalde
5005013,Rothweg,Denkendorf Rothweg
5005014,Forschung,Denkendorf Forschung
5005016,Körschtal,Deizisau Körschtal
5005017,Altes Rathaus,Kemnat Altes Rathaus
5005018,Rosenstraße,Kemnat Rosenstraße
5005019,Reutlinger Straße,Kemnat Reutlinger Str.
5005020,Zeppelinstraße,Kemnat Zeppelinstraße
5005021,Schulzentrum,Nellingen Schulzentrum
5005022,Horbstraße,Ruit Horbstraße
5005023,Hindenburgstraße,Denkendorf Hindenburgstr.
5005024,Oberer Eisbergweg,Zollberg Ob. Eisbergweg
5005025,Oberndorf Brunnenplatz,Rudersb. Obernd. Brunnenplatz
5005026,Abzweig Greuthof,Vorderst. Abzw. Greuthof
5005027,Voggenhof Abzweig,Kaisersbach Voggenhof Abzw.
5005028,Ebni,Kaisersbach Ebni
5005029,Ebnisee,Kaisersbach Ebnisee
5005030,Lindenplatz,Unterweissach Lindenplatz
5005031,Rathaus,Heiningen Rathaus
5005032,Ortsmitte,Allmersb.i.T. Ortsmitte
5005033,Königsbronnhof,Rudersb. Königsbronnhof
5005034,Seelach,Rudersberg Seelach
5005035,Backnanger Straße,Rudersberg Backnanger Str.
5005036,Rudersberg,Rudersberg
5005037,Schule,Allmersbach i. T. Schule
5005038,Rathaus,Heutensbach Rathaus
5005039,Heutensbacher Straße,Cottenweiler Heutensb. Str.
5005040,Lerchenstraße,Cottenweiler Lerchenstr.
5005041,Wattenweiler,Oberweiss. Wattenweiler
5005042,Lautern,Sulzbach (M) Lautern
5005044,Schule,Spiegelberg Schule
5005045,Großhöchberg,Spiegelb. Großhöchberg
5005046,Jux,Jux
5005047,Hüttlen,Spiegelberg Hüttlen
5005048,Nassach,Nassach
5005049,Kurzach,Nassach Kurzach
