Nummer,Name,Name mit Ort
5000002,Waldburgstraße,Waldburgstraße
5000005,Fauststraße,Fauststraße
5000006,Vaihingen Viadukt,Vaihingen Viadukt
5000008,Engelboldstraße,Engelboldstraße
5000013,Südheimer Platz,Südheimer Platz
5000015,Bihlplatz,Bihlplatz
5000025,Neckartor,Neckartor
5000026,Stöckach,Stöckach
5000027,Metzstraße,Metzstraße
5000028,Mineralbäder,Mineralbäder
5000030,Mercedesstraße,Mercedesstraße
5000032,Uff-Kirchhof,Uff-Kirchhof
5000033,Augsburger Platz,Augsburger Platz
5000034,Nürnberger Straße,Nürnberger Straße
5000035,Antwerpener Straße,Antwerpener Straße
5000036,Beskidenstraße,Beskidenstraße
5000037,Höhenstraße,Fellbach Höhenstraße
5000038,Esslinger Straße,Fellbach Esslinger Straße
5000039,Schwabenlandhalle,Fellbach Schwabenlandhalle
5000043,Heslach Vogelrain,Heslach Vogelrain
5000055,Berliner Platz (Hohe Straße),Berliner Platz (Hohe Straße)
5000076,Karl-Olga-Krankenhaus,Karl-Olga-Krankenhaus
5000077,Bergfriedhof,Bergfriedhof
5000078,Ostheim Leo-Vetter-Bad,Ostheim Leo-Vetter-Bad
5000079,Gaisburg,Gaisburg
5000080,Wangener-/Landhausstraße,Wangener-/Landhausstraße
5000081,Brendle (Großmarkt),Brendle (Großmarkt)
5000082,Im Degen,Im Degen
5000083,Inselstraße,Inselstraße
5000084,Wasenstraße,Wasenstraße
5000086,Großglocknerstraße,Großglocknerstraße
5000087,Neckarhalde,Neckarhalde
5000089,Ebniseestraße,Ebniseestraße
5000090,Bergstaffelstraße,Bergstaffelstraße
5000094,Wollinstraße,Wollinstraße
5000095,Neuwirtshauskreuzung,Neuwirtshauskreuzung
5000096,Niebuhrweg,Niebuhrweg
5000097,Marco-Polo-Weg,Marco-Polo-Weg
5000100,Stammheim,Stammheim
5000102,Korntaler Straße,Korntaler Straße
5000103,Heutingsheimer Straße,Heutingsheimer Straße
5000104,Wimpfener Straße,Wimpfener Straße
5000105,Kornwestheimer Straße,Kornwestheimer Straße
5000106,Zahn-Nopper-Straße,Zahn-Nopper-Straße
5000107,Kirchtalstraße,Kirchtalstraße
5000108,Zuffenhausen Rathaus,Zuffenhausen Rathaus
5000109,Zuffenhausen Friedhof,Zuffenhausen Friedhof
5000110,Friedrichswahl,Friedrichswahl
5000111,Borsigstraße,Borsigstraße
5000112,Sieglestraße,Sieglestraße
5000114,Sonatenweg,Sonatenweg
5000115,Eckartshaldenweg,Eckartshaldenweg
5000123,Stafflenbergstraße,Stafflenbergstraße
5000124,Bubenbad,Bubenbad
5000125,Payerstraße,Payerstraße
5000126,Geroksruhe,Geroksruhe
5000129,Silberwald,Silberwald
5000130,Waldau,Waldau
5000136,Heumaden,Heumaden
5000137,Isegrimweg,Isegrimweg
5000141,Siedlung,Gerlingen Siedlung
5000142,Rossbaum,Gerlingen Rossbaum
5000143,Breitwiesen,Gerlingen Breitwiesen
5000144,Giebel,Giebel
5000145,Salamanderweg,Salamanderweg
5000146,Bergheimer Hof,Bergheimer Hof
5000147,Wolfbusch,Wolfbusch
5000148,Rastatter Straße,Rastatter Straße
5000149,Goethestraße,Gerlingen Goethestraße
5000150,Mathildenstraße,Mathildenstraße
5000151,Landauer Straße,Landauer Straße
5000152,Feuerbach Pfostenwäldle,Feuerbach Pfostenwäldle
5000153,Sportpark Feuerbach,Sportpark Feuerbach
5000154,Föhrich,Föhrich
5000156,Leobener Straße,Leobener Straße
5000158,Maybachstraße,Maybachstraße
5000159,Dobelstraße,Dobelstraße
5000161,Neue Weinsteige 61,Neue Weinsteige 61
5000162,Altenbergstaffel,Altenbergstaffel
5000163,Weinsteige,Weinsteige
5000164,Karl-Pfaff-Straße,Karl-Pfaff-Straße
5000165,Haigst,Haigst
5000170,Vaihinger Straße,Vaihinger Straße
5000174,Unteraichen,Leinf. Unteraichen
5000175,Leinfelden,Leinfelden
5000183,Rohrer Weg,Rohrer Weg
5000190,Raiffeisenstraße,Grötzingen Raiffeisenstraße
5000211,Millöckerstraße,Millöckerstraße
5000212,Beethovenstraße,Beethovenstraße
5000215,Wielandstraße,Wielandstraße
5000216,Herderplatz,Herderplatz
5000217,Vogelsang,Vogelsang
5000218,Arndt-/Spittastraße,Arndt-/Spittastraße
5000222,Raitelsberg,Raitelsberg
5000225,Wangen Marktplatz,Wangen Marktplatz
5000226,Hedelfinger Straße,Hedelfinger Straße
5000227,Hedelfingen,Hedelfingen
5000229,Börsenplatz,Börsenplatz
5000254,Wilhelma,Wilhelma
5000262,Rosensteinpark,Rosensteinpark
5000263,Glockenstraße,Glockenstraße
5000264,Kienbachstraße,Kienbachstraße
5000265,Blick,Blick
5000267,Eszet,Eszet
5000268,Schlotterbeckstraße,Schlotterbeckstraße
5000271,Auwiesen,Auwiesen
5000272,Hofen,Hofen
5000274,Wagrainäcker,Wagrainäcker
5000275,Elbestraße,Elbestraße
5000276,Freibergstraße,Freibergstraße
5000277,Münster Rathaus,Münster Rathaus
5000278,Münster Viadukt,Münster Viadukt
5000279,Weserstraße,Weserstraße
5000280,Kraftwerk Münster,Kraftwerk Münster
5000281,Mühlsteg,Mühlsteg
5000288,Suttnerstraße,Suttnerstraße
5000289,Himmelsleiter,Himmelsleiter
5000296,Mittnachtstraße,Mittnachtstraße
5000297,Milchhof,Milchhof
5000298,Pragfriedhof,Pragfriedhof
5000303,Friedhofstraße,Friedhofstraße
5000306,Tal-/Ostendstraße,Tal-/Ostendstraße
5000309,Karlstraße,Musberg Karlstraße
5000310,Friedhof,Musberg Friedhof
5000316,Filderbahnstraße,Filderbahnstraße
5000318,Elsterstaffel,Elsterstaffel
5000319,Losäcker,Losäcker
5000320,Laichlestraße,Gerlingen Laichlestr.
5000321,Gnesener Straße,Gnesener Straße
5000322,Kursaal,Kursaal
5000323,Daimlerplatz,Daimlerplatz
5000341,Nägelestraße,Nägelestraße
5000342,Wielandshöhe,Wielandshöhe
5000343,Pfaffenweg,Pfaffenweg
5000344,Liststraße,Liststraße
5000350,SSB-Zentrum,SSB-Zentrum
5000353,Plieninger Straße,Plieninger Straße
5000354,Sigmaringer Straße,Sigmaringer Straße
5000355,Wallgraben,Wallgraben
5000356,Jurastraße,Jurastraße
5000360,Salzäcker,Salzäcker
5000361,Freytagweg,Freytagweg
5000363,Fasanenhof Schelmenwasen,Fasanenhof Schelmenwasen
5000364,Fasanenhof,Fasanenhof
5000370,Kelterstraße,Kelterstraße
5000371,Tunnelstraße,Tunnelstraße
5000372,Villastraße,Villastraße
5000373,Moselstraße,Stuttgart Moselstraße
5000374,Rembrandtstraße,Stuttgart Rembrandtstraße
5000375,Bieler Weg,Bieler Weg
5000376,Ulmenstraße,Ulmenstraße
5000501,Ortsmitte,Ortsmitte
5000502,Alte Stuttgarter-/Nöllenstr.,Alte Stuttgarter-/Nöllenstr.
5000503,Nöllenstr./Leo-Fall-Weg,Nöllenstr./Leo-Fall-Weg
5000504,Am Buberlesbach/G.-Mahler-Str.,Am Buberlesbach/G.-Mahler-Str.
5000505,G.-Mahler-Str. (Wendeplatte),G.-Mahler-Str. (Wendeplatte)
5000506,Eltinger-/Kauffmannstr.,Eltinger-/Kauffmannstr.
5000507,Eltinger-/Sommerhaldenstr.,Eltinger-/Sommerhaldenstr.
5000508,Sommerhaldenstr. (Wendeplatte),Sommerhaldenstr. (Wendeplatte)
5000509,Kauffmann-/Belaustr.,Kauffmann-/Belaustr.
5000510,Belaustr. (Wendeplatte),Belaustr. (Wendeplatte)
5000511,Reger-/Schumannstr.,Reger-/Schumannstr.
5000512,Schumann-/Franz-Schubert-Str.,Schumann-/Franz-Schubert-Str.
5000513,F.-Schubert-/A. Stuttg. Str.,F.-Schubert-/A. Stuttg. Str.
5000514,A.-Stuttg.-/Vaihinger Landstr.,A.-Stuttg.-/Vaihinger Landstr.
5000515,Vaihinger Land-/Hummelbergstr.,Vaihinger Land-/Hummelbergstr.
5000516,Vaihinger Landstr./Brahmsweg,Vaihinger Landstr./Brahmsweg
5000518,Vaihinger Land-/Kullenbergstr.,Vaihinger Land-/Kullenbergstr.
5000519,Vaihinger Land-/Gluckstr.,Vaihinger Land-/Gluckstr.
5000520,Vaihinger Land-/Brucknerstr.,Vaihinger Land-/Brucknerstr.
5000522,Vaih. Landstr./Emma-Aberle-Weg,Vaih. Landstr./Emma-Aberle-Weg
5000523,Aspenwald-/Kullenbergstr.,Aspenwald-/Kullenbergstr.
5000524,Vaihinger Land-/Lortzingstr.,Vaihinger Land-/Lortzingstr.
5000525,Hummelberg-/Haydn-/Wengertstr.,Hummelberg-/Haydn-/Wengertstr.
5000526,Hummelb.-/Beeth.-/Klinglerstr.,Hummelb.-/Beeth.-/Klinglerstr.
5000527,Eltinger-/Regerstr.,Eltinger-/Regerstr.
5000528,Furtw.-/Verdi-/Offenbachstr.,Furtw.-/Verdi-/Offenbachstr.
5000529,Leharstr. (Wendeplatte),Leharstr. (Wendeplatte)
5000530,Verdi-/Donizettistr.,Verdi-/Donizettistr.
5000531,Donizetti-/Elt.st./Chopinstr.,Donizetti-/Elt.st./Chopinstr.
5000532,Chopinstr. (Wendeplatte),Chopinstr. (Wendeplatte)
5000533,Verdistr./Ob. Kirchhaldenweg,Verdistr./Ob. Kirchhaldenweg
5000534,Oberer -/Mittl. Kirchhaldenweg,Oberer -/Mittl. Kirchhaldenweg
5000535,Ob. Kirchh.-/Mittl.Bauernw.weg,Ob. Kirchh.-/Mittl.Bauernw.weg
5000536,Mittl.B.w.weg/B.wald-/P-L-str.,Mittl.B.w.weg/B.wald-/P-L-str.
5000538,Lortzingstr./Fleckenwaldweg,Lortzingstr./Fleckenwaldweg
5000539,Lortzing-/Brucknerstr.,Lortzing-/Brucknerstr.
5000540,Bruckner-/Lindpaintnerstr.,Bruckner-/Lindpaintnerstr.
5000541,Lindpaintnerstr. (Wendeplatte),Lindpaintnerstr. (Wendeplatte)
5000542,Auberlen-/Brahmsweg,Auberlen-/Brahmsweg
5001003,Höfingen,Höfingen
5001200,Zazenhausen,Zazenhausen
5001300,Sommerrain,Sommerrain
5001301,Malmsheim,Malmsheim
5001302,Rutesheim,Rutesheim
5001303,Weil der Stadt,Weil der Stadt
5001400,Bietigheim,Bietigheim
5001402,Kornwestheim,Kornwestheim
5001403,Neuwirtsh. (Porschep.),Neuwirtsh. (Porschep.)
5001500,Benningen (N),Benningen (N)
5001503,Freiberg (N),Freiberg (N)
5001504,Münster,Münster
5001601,Nellmersbach,Nellmersbach
5001602,Neustadt-Hohenacker,Neustadt-Hohenacker
5001603,Schwaikheim,Schwaikheim
5001604,Ebitzweg,Ebitzweg
5001701,Stetten-Beinstein,Stetten-Beinstein
5001702,Geradstetten,Geradstetten
5001703,Grunbach,Grunbach
5001704,Weiler (R),Weiler (R)
5001705,Winterbach,Winterbach
5001800,Altbach,Altbach
5001801,Mettingen,Mettingen
5001802,Oberesslingen,Oberesslingen
5001803,Zell,Zell
5001905,Filderstadt,Filderstadt
5001910,Ellental,Ellental
5001995,Obere Sulzwiesen,Altenriet Obere Sulzwiesen
5001997,Raiffeisenstraße,Bonlanden Raiffeisenstraße
5001998,Johanneskirche,Bernhausen Johanneskirche
5001999,Rosenstraße,Bernhausen Rosenstraße
5002000,Rudolfshöhe,Aich Rudolfshöhe
5002001,Ort,Aich Ort
5002003,Siedlung,Aich Siedlung
5002006,Bahnhof,Bernhausen Bahnhof
5002007,Stern,Aich Stern
5002008,Hauptstraße,Bernhausen Hauptstraße
5002009,Karlstraße,Bernhausen Karlstraße
5002012,Musikschule,Bernhausen Musikschule
5002015,Bonlandener Straße,Bonlanden Bonlandener Straße
5002016,Filderklinik,Bonlanden Filderklinik
5002017,Fildorado,Bonlanden Fildorado
5002018,Gutenhalde,Bonlanden Gutenhalde
5002019,Hauptstraße,Bonlanden Hauptstraße
5002020,Reußensteinweg,Bonlanden Reußensteinweg
5002021,Nord,Bonlanden Nord
5002022,Rotzeil,Bonlanden Rotzeil
5002023,Linde,Harthausen Linde
5002024,Kirche,Harthausen Kirche
5002025,Driefbrunnen,Plattenhardt Driefbrunnen
5002026,Industriegebiet,Plattenhardt Industriegebiet
5002027,Krone,Plattenhardt Krone
5002028,Rathaus,Plattenhardt Rathaus
5002029,Waldstraße,Plattenhardt Waldstraße
5002030,Alemannenstraße,Sielmingen Alemannenstraße
5002031,Friedrichstraße,Sielmingen Friedrichstraße
5002032,Harthäuser Weg,Sielmingen Harthäuser Weg
5002033,Kantstraße,Sielmingen Kantstraße
5002035,Lange Straße,Sielmingen Lange Straße
5002036,Rathaus,Sielmingen Rathaus
5002037,Bernhäuser Straße,Bernhäuser Straße
5002038,Kaserne Möhringen,Kaserne Möhringen
5002039,Plieningen Post,Plieningen Post
5002040,Scharnhäuser Brücke,Scharnhäuser Brücke
5002041,Steckfeld,Steckfeld
5002042,Schul-/Sportzentrum,Sielmingen Schul-/Sportzentrum
5002044,Rathaus,Bernhausen Rathaus
5002045,Friedhof,Sielmingen Friedhof
5002046,Waldorfschule,Bonlanden Waldorfschule
5002047,Weilerhau,Plattenhardt Weilerhau
5002049,Eduard-Spranger-Gymnasium,Bernh. Ed.-Spranger-Gymnasium
5002050,Leipziger Platz,Leipziger Platz
5002051,Schillerstraße,Plattenhardt Schillerstraße
5002052,Rainäckerstraße,Bonlanden Rainäckerstraße
5002053,Senefelderstraße,Senefelderstraße
5002054,Marienstraße,Marienstraße
5002055,Schönbuchstraße,Plattenhardt Schönbuchstraße
5002056,Altenheim,Plattenhardt Altenheim
5002057,Friedenstraße,Friedenstraße
5002058,Urachstraße,Urachstraße
5002059,Schwarenbergstraße,Schwarenbergstraße
5002061,Wilhelmsbau,Wilhelmsbau
5002062,Rathaus,Schlaitdorf Rathaus
5002063,Süd,Häslach Süd
5002064,Seestraße,Häslach Seestraße
5002065,Schule,Altenriet Schule
5002066,Rathaus,Altenriet Rathaus
5002067,Hohebildstraße,Walddorf Hohebildstraße
5002068,Rathaus,Walddorf Rathaus
5002069,Neuer Markt,Leinfelden Neuer Markt
5002070,Neckartailfinger Straße,Schlaitdorf Neckartailf. Str.
5002071,Fleinsbach,Bernhausen Fleinsbach
5002072,TÜV,Bernhausen TÜV
5002074,Finkenstraße,Plattenhardt Finkenstraße
5002075,Schule,Oberboihingen Schule
5002076,Filharmonie,Bernhausen Filharmonie
5002077,Diepoldstraße,Bernhausen Diepoldstraße
5002078,Marktstraße,Bonlanden Marktstraße
5002079,Nord-West-Ring,Bernhausen Nord-West-Ring
5002080,Rossbergstraße,Harthausen Rossbergstraße
5002081,Carl-Zeiss-Straße,Harthausen Carl-Zeiss-Straße
5002082,Am Lindle,Bonlanden Am Lindle
5002084,Nord-West-Umfahrung,Bernhausen Nord-West-Umfahrung
5002085,Hausäcker,Sielmingen Hausäcker
5002086,Hasenheim,Harthausen Hasenheim
5002087,Klinkernfeld,Bernhausen Klinkernfeld
5002088,Mühlenbuckel,Bernhausen Mühlenbuckel
5002089,Turnackerstraße,Bernhausen Turnackerstr.
5002090,Luftfrachtzentrum West,Bernh. Luftfrachtzentrum West
5002091,Kreuzäcker,Bonlanden Kreuzäcker
5002092,Ressestraße,Ressestraße
5002093,In den Entenäckern,In den Entenäckern
5002094,Im Köpfert,Im Köpfert
5002095,Luftfrachtzentrum Ost,Bernh. Luftfrachtzentrum Ost
5002096,Goethestraße,Leinfelden Goethestraße
5002097,Meisenweg,Leinfelden Meisenweg
5002098,Eselsmühle,Musberg Eselsmühle
5002099,Riedweg,Leinfelden Riedweg
5002100,Hans-Brümmer-Platz,Leinfelden Hans-Brümmer-Platz
5002101,Bonländer Straße,Echterdingen Bonländer Straße
5002102,Friedhof,Echterdingen Friedhof
5002103,Flughafen/Messe,Flughafen/Messe
5002105,Oberaichen,Oberaichen
5002106,Oberaichen Waldheim,Leinfelden Oberaichen Waldheim
5002107,Eulenberg,Musberg Eulenberg
5002108,Kirche,Musberg Kirche
5002109,Ludwigstraße,Musberg Ludwigstraße
5002110,Klingenstraße,Musberg Klingenstraße
5002111,Hohlweg,Stetten (F) Hohlweg
5002112,Holderweg,Stetten (F) Holderweg
5002114,Kasparswald,Stetten (F) Kasparswald
5002115,Hof,Stetten (F) Hof
5002118,Schattengrund,Schattengrund
5002121,Untere Halde,Stetten (F) Untere Halde
5002122,Lindachschule,Stetten (F) Lindachschule
5002123,Weidach,Stetten (F) Weidach
5002124,Erlach,Stetten (F) Erlach
5002125,Schmellbachtal,Leinfelden Schmellbachtal
5002127,Veilchenweg,Leinfelden Veilchenweg
5002129,Manosquer Straße,Leinfelden Manosquer Straße
5002130,Zaunacker,Echterdingen Zaunacker
5002131,Spaichinger Straße,Spaichinger Straße
5002132,Nikolaus-Otto-Straße,Echterd. Nikolaus-Otto-Straße
5002135,Froschegert,Grötzingen Froschegert
5002136,Forststraße,Stetten (F) Forststraße
5002138,Sonnenhalde,Musberg Sonnenhalde
5002141,Magellanstraße,Echterdingen Magellanstr.
5002142,Kelterrain,Echterdingen Kelterrain
5002143,Möhringer Straße,Sielmingen Möhringer Straße
5002144,Reutlinger Straße,Sielmingen Reutlinger Straße
5002186,Grünlingweg/Rotwiesenstraße,Grünlingweg/Rotwiesenstraße
5002187,Buchwald,Buchwald
5002188,Fuchsrain,Fuchsrain
5002189,Albert-Schäffle-Straße,Albert-Schäffle-Straße
5002190,Doggenburg,Doggenburg
5002191,Viktor-Köchl-Weg,Viktor-Köchl-Weg
5002192,Schottstraße,Schottstraße
5002193,Ehrenhalde,Ehrenhalde
5002194,Dillmannstraße,Dillmannstraße
5002195,Hölderlinstraße,Hölderlinstraße
5002196,Linden-Museum,Linden-Museum
5002198,Wilhelm-/Olgastraße,Wilhelm-/Olgastraße
5002199,Falbenhennenstraße,Falbenhennenstraße
5002200,Gablenberg,Gablenberg
5002201,Libanonstraße,Libanonstraße
5002202,Wagenburgstraße,Wagenburgstraße
5002203,Katharinenhospital,Katharinenhospital
5002204,Rosenberg-/Johannesstraße,Rosenberg-/Johannesstraße
5002205,Rosenbergplatz,Rosenbergplatz
5002206,Bruderhaus,Bruderhaus
5002207,Schwab-/Reinsburgstraße,Schwab-/Reinsburgstraße
5002208,Schickhardtschule,Schickhardtschule
5002209,Rudolf-Sophien-Stift,Rudolf-Sophien-Stift
5002210,Daimlersteg,Sindelfingen Daimlersteg
5002211,Drosselweg,Sindelfingen Drosselweg
5002212,Feldbergstraße,Sindelfingen Feldbergstraße
5002213,Eltinger Straße,Sindelfingen Eltinger Straße
5002214,Messehalle,Sindelfingen Messehalle
5002216,Pfarrwiesengymnasium,Sindelfingen Pfarrwiesengymn.
5002218,Rotbühl,Sindelfingen Rotbühl
5002220,Spitzholzstraße,Sindelfingen Spitzholzstraße
5002221,Stadion,Sindelfingen Stadion
5002222,Mercedes-Benz Hst. A,Sindelf. Mercedes-Benz Hst. A
5002223,Waldheim,Sindelfingen Waldheim
5002224,Zimmerstraße,Sindelfingen Zimmerstraße
5002225,Mahdentalstraße,Sindelf. Mahdentalstraße
5002226,Mercedes-Benz Hst. B,Sindelf. Mercedes-Benz Hst. B
5002227,Stadthalle,Sindelfingen Stadthalle
5002228,Mercedes-Benz Hst. C,Sindelf. Mercedes-Benz Hst. C
5002229,Mercedes-Benz Hst. D,Sindelf. Mercedes-Benz Hst. D
5002230,Mercedes-Benz Hst. E,Sindelf. Mercedes-Benz Hst. E
5002231,Mercedes-Benz Hst. F,Sindelf. Mercedes-Benz Hst. F
5002233,Mercedes-Benz Hst. H,Sindelf. Mercedes-Benz Hst. H
5002234,Mercedes-Benz Hst. I,Sindelf. Mercedes-Benz Hst. I
5002235,Killesberg,Killesberg
5002236,Oskar-Schlemmer-Straße,Oskar-Schlemmer-Straße
5002237,Mercedes-Benz Hst. K,Sindelf. Mercedes-Benz Hst. K
5002241,Kunstakademie,Kunstakademie
5002242,Viergiebelweg,Viergiebelweg
5002243,Obere Mönchhalde,Obere Mönchhalde
5002244,Helfferichstraße,Helfferichstraße
5002245,Am Kriegsbergturm,Am Kriegsbergturm
5002246,Im Kaisemer,Im Kaisemer
5002247,Postdörfle,Postdörfle
5002248,Kleiststraße,Kleiststraße
5002250,Am Römerkastell,Am Römerkastell
5002251,Altenburg,Altenburg
5002252,Martinskirche,Martinskirche
5002257,Zuckerfabrik,Zuckerfabrik
5002258,Nastplatz,Nastplatz
5002259,Dessauer Straße,Dessauer Straße
5002260,Bottroper Straße,Bottroper Straße
5002261,Bismarckstaffel,Bismarckstaffel
5002262,Rotebühl-/Reinsburgstraße,Rotebühl-/Reinsburgstraße
5002263,Seyfferstraße,Seyfferstraße
5002264,Silberburg-/Reinsburgstraße,Silberburg-/Reinsburgstraße
5002265,Herbsthalde,Herbsthalde
5002270,Weilimdorf,Weilimdorf
5002300,Dieselstraße,Gerlingen Dieselstraße
5002301,Alte Steige,Gerlingen Alte Steige
5002302,Bopserwaldstraße,Gerlingen Bopserwaldstr.
5002303,Burgklinge,Gerlingen Burgklinge
5002304,Füllerstraße,Gerlingen Füllerstraße
5002305,Glemstal,Gerlingen Glemstal
5002306,Hirschbergstraße,Gerlingen Hirschbergstraße
5002307,Hofwiesenstraße,Gerlingen Hofwiesenstraße
5002308,Ramtel,Gerlingen Ramtel
5002309,Schleiermacherstraße,Leonberg Schleiermacherstr.
5002310,Planckstraße,Planckstraße
5002311,Straußstaffel,Straußstaffel
5002312,Klinik Schillerhöhe,Gerl. Klinik Schillerhöhe
5002313,Schillerhöhe Bosch,Gerl. Schillerhöhe Bosch
5002314,Schillerhöhe Post,Gerlingen Schillerhöhe Post
5002315,Schulstraße,Gerlingen Schulstraße
5002316,Solitude,Solitude
5002317,Waldfreibad,Gerlingen Waldfreibad
5002318,Waldsiedlung,Gerlingen Waldsiedlung
5002319,Samariterstift,Leonberg Samariterstift
5002320,Bildstöckle,Leonberg Bildstöckle
5002321,Engelberg,Leonberg Engelberg
5002322,Gartenstadt,Leonberg Gartenstadt
5002323,Justinus-Kerner-Straße,Leonberg Justinus-Kerner-Str.
5002324,Glemseck,Leonberg Glemseck
5002325,Golfplatz,Leonberg Golfplatz
5002326,Hirschberger Straße,Ramtel Hirschberger Str.
5002327,Krankenhaus,Leonberg Krankenhaus
5002328,Neuköllner Platz,Eltingen Neuköllner Pl.
5002329,Johannes-Kepler-Gymnasium,Leonb. Joh.-Kepler-Gymnasium
5002331,Mercedes-Benz Welt,Mercedes-Benz Welt
5002332,Veielbrunnenweg,Veielbrunnenweg
5002333,Römerstraße,Leonberg Römerstr.
5002334,Rappenhof,Leonberg Rappenhof
5002335,Schumisberg,Leonberg Schumisberg
5002336,Waldfriedhof,Leonberg Waldfriedhof
5002338,Gerlinger Straße,Ramtel Gerlinger Str.
5002339,Göppinger Straße,Ramtel Göppinger Str.
5002340,Glemseckstraße,Eltingen Glemseckstraße
5002341,Mörike-Schule,Eltingen Mörike-Schule
5002342,Forsthaus II,Forsthaus II
5002343,Cannstatter Wasen,Cannstatter Wasen
5002344,Tennisplatz,Tennisplatz
5002345,Belforter Platz,Leonberg Belforter Platz
5002346,Generatorstraße,Generatorstraße
5002347,Kranstraße,Kranstraße
5002348,Lilienthalstraße,Lilienthalstraße
5002349,Seegarten,Leonberg Seegarten
5002350,Motorstraße 24,Motorstraße 24
5002351,Neue Ramtelstraße,Ramtel Neue Ramtelstr.
5002352,Altstadt,Leonberg Altstadt
5002353,Tiroler Straße,Eltingen Tiroler Straße
5002355,Törlensweg,Leonberg Törlensweg
5002356,Blosenbergkirche,Leonberg Blosenbergkirche
5002357,Hemminger Straße,Hemminger Straße
5002358,Elwertstraße,Elwertstraße
5002359,Leonberger Dreieck,Eltingen Leonb. Dreieck
5002370,Dieselstraße,Oeffingen Dieselstraße
5002371,Daimlerstraße,Oeffingen Daimlerstraße
5002372,Rathaus,Oeffingen Rathaus
5002373,Klosterplatz,Oeffingen Klosterplatz
5002374,Alemannenstraße,Oeffingen Alemannenstr.
5002375,Dorfwiesen,Schmiden Dorfwiesen
5002376,Bühnerstraße,Schmiden Bühnerstraße
5002377,Rathaus,Schmiden Rathaus
5002378,Jakob-/Butterstraße,Schmiden Jakob-/Butterstr.
5002379,Friedrichstraße,Schmiden Friedrichstr.
5002380,Auf der Gans,Auf der Gans
5002381,Gemeindezentrum,Oeffingen Gemeindezentrum
5002382,Kleiner Ostring,Kleiner Ostring
5002401,Kräherwald,Kräherwald
5002402,Gaußstraße,Gaußstraße
5002403,Fichtestraße,Fichtestraße
5002404,Honoldweg,Honoldweg
5002405,Wunnensteinstraße,Wunnensteinstraße
5002406,Tunnel Ostportal,Tunnel Ostportal
5002407,Leibnizstraße,Leibnizstraße
5002408,Geibelstraße,Geibelstraße
5002409,Mörikestraße,Mörikestraße
5002410,Marien-/Silberburgstraße,Marien-/Silberburgstraße
5002411,Markuskirche,Markuskirche
5002413,Zellerstraße,Zellerstraße
5002414,Lehenstraße,Lehenstraße
5002415,Metzgerhau,Metzgerhau
5002416,Forsthaus I,Forsthaus I
5002417,Umgelterweg,Umgelterweg
5002418,Aspenwaldstraße,Aspenwaldstraße
5002419,Händelstraße,Händelstraße
5002420,Laihle,Laihle
5002421,Botnang Freibad,Botnang Freibad
5002422,Feuerbach Friedhof,Feuerbach Friedhof
5002423,Heimberg,Heimberg
5002424,Wildensteinstraße,Wildensteinstraße
5002425,Forsthaus Parkplatz,Forsthaus Parkplatz
5002426,Schumannstraße,Schumannstraße
5002427,Mähderklinge,Mähderklinge
5002428,Alter Gutshof,Alter Gutshof
5002429,Paul-Lincke-Straße,Paul-Lincke-Straße
5002430,Kirchheimer Straße,Kirchheimer Straße
5002431,Im Lauch,Im Lauch
5002432,Bußbachstraße,Bußbachstraße
5002433,In der Werre,In der Werre
5002434,Baumgartenweg,Baumgartenweg
5002435,Oberwiesenstraße 55,Oberwiesenstraße 55
5002436,Fridinger Straße,Fridinger Straße
5002437,Kühwasen,Kühwasen
5002438,Treiberstraße,Treiberstraße
5002439,Erdbeerweg,Erdbeerweg
5002440,Im Chausseefeld,Im Chausseefeld
5002450,Im Himmerreich,Im Himmerreich
5002451,Birkenkopf,Birkenkopf
5002452,Nikolauspflege,Nikolauspflege
5002453,Am Bismarckturm,Am Bismarckturm
5002454,Feuerbacher Weg,Feuerbacher Weg
5002455,Höhenfreibad,Höhenfreibad
5002459,Asperger Straße,Asperger Straße
5002460,Borkumstraße (Neuw.-siedl.),Borkumstraße (Neuw.-siedl.)
5002461,Nordsee-/Schwieberd. Straße,Nordsee-/Schwieberd. Straße
5002463,Marconistraße,Marconistraße
5002464,Marconibrücke,Marconibrücke
5002465,Schlotwiese,Schlotwiese
5002467,Frankenstraße,Frankenstraße
5002469,Yitzhak-Rabin-Straße,Yitzhak-Rabin-Straße
5002470,Burgholzhof,Burgholzhof
5002471,Schnarrenberg,Schnarrenberg
5002472,Im Raiser,Im Raiser
5002473,Hallschlag,Hallschlag
5002474,Rilke-Realschule,Rilke-Realschule
5002475,Robert-Bosch-Krankenhaus,Robert-Bosch-Krankenhaus
5002476,Albert-Luthuli-Platz,Albert-Luthuli-Platz
5002477,Hebsacker Straße,Hebsacker Straße
5002480,Aalstraße,Aalstraße
5002481,Forellenweg,Forellenweg
5002482,Steinbuttstraße,Steinbuttstraße
5002483,Marabustraße,Marabustraße
5002484,Neugereut,Neugereut
5002487,Edelweißweg,Edelweißweg
5002488,Muckensturm,Muckensturm
5002490,Steinhaldenfeld,Steinhaldenfeld
5002491,Zuckerberg,Zuckerberg
5002492,Hauptfriedhof,Hauptfriedhof
5002493,Riethmüllerhaus,Riethmüllerhaus
5002494,Züricher Straße,Züricher Straße
5002496,Friedrich-List-Straße,Fellbach Friedrich-List-Str.
5002497,Rems-Murr-Center,Fellbach Rems-Murr-Center
