Nummer;Bereich;Steig;Steigname;Name mit Ort;Globale ID;GKZ;Ort;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
6997;0;4;Rtg Bausche;Welzheim Reizenwiesen;de:08119:6997:0:4;8119084;Welzheim;Welzheim;WN;72;Bus;263;263;31263_;1;31;9,61294266;48,85859113
6998;0;3;eRtg Olga-/Zeppelinstraﬂe;Deizisau Keplerstr.;de:08116:6998:0:3;8116014;Deizisau;Deizisau;ES;41;"Bus;Ruftaxi";143,RT143;143,RT143;31143_,50143_;2;31,5;9,395678011;48,71425264
6999;0;3;eRtg Ortsmitte;Murr Bietigheimer Str.;de:08118:6999:0:3;8118054;Murr;Murr;LB;55;Bus;567;567;31567_,31567q;2;31;9,25088208;48,95800895
7000;1;2;Gleis 2;Ditzingen;de:08118:7000:1:2;8118011;Ditzingen;Ditzingen;LB;36,46;S-Bahn;S6,S60;S6,S60;10006_,10060_;2;10;9,067095246;48,82363209
7000;1;3;Gleis 3;Ditzingen;de:08118:7000:1:3;8118011;Ditzingen;Ditzingen;LB;36,46;S-Bahn;S6,S60;S6,S60;10006_,10060_;2;10;9,067095137;48,82355116
7000;2;5;Bstg 5;Ditzingen;de:08118:7000:1:5;8118011;Ditzingen;Ditzingen;LB;36,46;Bus;98;98;30098_;1;30;9,065338915;48,82397482
7000;2;1;Bstg 1;Ditzingen;de:08118:7000:2:1;8118011;Ditzingen;Ditzingen;LB;36,46;Bus;623,623A;623,623A;31623_,31623a,31623q;3;31;9,066060662;48,82394743
7000;2;2;Bstg 2;Ditzingen;de:08118:7000:2:2;8118011;Ditzingen;Ditzingen;LB;36,46;"Nachtbus;Bus";620,N65;620,N65;31620_,34065_;2;31,34;9,065761007;48,82391163
7000;2;3;Bstg 3;Ditzingen;de:08118:7000:2:3;8118011;Ditzingen;Ditzingen;LB;36,46;Bus;624;624;31624_;1;31;9,065338821;48,82390288
7000;2;4;Bstg 4;Ditzingen;de:08118:7000:2:4;8118011;Ditzingen;Ditzingen;LB;36,46;Bus;535;535;31535_;1;31;9,065829207;48,82399252
7000;6;6;Bstg 6;Ditzingen;de:08118:7000:6:6;8118011;Ditzingen;Ditzingen;LB;36,46;Bus;625;625;31625_,31625q;2;31;9,066740806;48,82336253
7001;0;3;Bus-Li98 Rtg Gerl. Rathaus;Ditzingen Gewerbegebiet S¸d;de:08118:7001:0:3;8118011;Ditzingen;Ditzingen;LB;36,46;Bus;98;98;30098_;1;30;9,068014096;48,81835307
7001;0;4;Bus-Li98 Rtg Ditzingen Bf;Ditzingen Gewerbegebiet S¸d;de:08118:7001:0:4;8118011;Ditzingen;Ditzingen;LB;36,46;Bus;98,625;98,625;30098_,31625_,31625q;3;30,31;9,067865056;48,81890169
7001;0;5;eRtg Thales;Ditzingen Gewerbegebiet S¸d;de:08118:7001:0:5;8118011;Ditzingen;Ditzingen;LB;36,46;Bus;625;625;31625_,31625q;2;31;9,067578669;48,81858713
7002;0;3;eRtg Affst‰tter Tal;Herrenberg Daimlerstraﬂe;de:08115:7002:0:3;8115021;Herrenberg;Herrenberg;BB;68;Bus;781;781;31781_;1;31;8,869167198;48,60152724
7003;1;1;Gleis 1;Echterdingen;de:08116:7003:1:1;8116078;Leinfeld.-Echterd.;Echterdingen;ES;38;S-Bahn;S2,S3;S2,S3;10002_,10003_;2;10;9,169279767;48,69207583
7003;1;2;Gleis 2;Echterdingen;de:08116:7003:1:2;8116078;Leinfeld.-Echterd.;Echterdingen;ES;38;S-Bahn;S2,S3;S2,S3;10002_,10003_;2;10;9,169320969;48,69221066
7003;2;2;Bstg 2;Echterdingen;de:08116:7003:2:2;8116078;Leinfeld.-Echterd.;Echterdingen;ES;38;Bus;36;36;30036_;1;30;9,168289119;48,69234707
7003;2;3;Bstg 3;Echterdingen;de:08116:7003:2:3;8116078;Leinfeld.-Echterd.;Echterdingen;ES;38;Bus;76,77,828;76,77,828;30076_,30077_,31828_;3;30,31;9,168289119;48,69234707
7003;2;4;Bstg 4;Echterdingen;de:08116:7003:2:4;8116078;Leinfeld.-Echterd.;Echterdingen;ES;38;Bus;E;E;30038a;1;30;9,168289119;48,69234707
7003;3;5;Bstg 5;Echterdingen;de:08116:7003:3:5;8116078;Leinfeld.-Echterd.;Echterdingen;ES;38;Bus;35,38,E,77,828;35,38,E,77,828;30035_,30038_,30038a,30077_,31828_;5;30,31;9,16746005;48,6921954
7003;4;6;Bstg 6;Echterdingen;de:08116:7003:4:6;8116078;Leinfeld.-Echterd.;Echterdingen;ES;38;Bus;35,38,E;35,38,E;30035_,30038_,30038a;3;30;9,16746005;48,6921954
7004;0;3;eRtg Grafenweg;Herrenberg Beethovenstraﬂe;de:08115:7004:0:3;8115021;Herrenberg;Herrenberg;BB;68;"Ruftaxi;Bus";782,RT782;782,RT782;31782_,50782_;2;31,5;8,88214403;48,59514741
7005;0;3;eRtg Grafenweg;Herrenberg Herzogweg;de:08115:7005:0:3;8115021;Herrenberg;Herrenberg;BB;68;"Ruftaxi;Bus";782,RT782;782,RT782;31782_,50782_;2;31,5;8,882734653;48,59770192
7005;0;4;eRtg Seniorenzentrum;Herrenberg Herzogweg;de:08115:7005:0:4;8115021;Herrenberg;Herrenberg;BB;68;"Ruftaxi;Bus";782,RT782;782,RT782;31782_,50782_;2;31,5;8,882734653;48,59770192
7006;1;3;eRtg Waldfriedhof;Herrenberg Grafenweg;de:08115:7006:1:3;8115021;Herrenberg;Herrenberg;BB;68;"Ruftaxi;Bus";782,RT782;782,RT782;31782_,50782_;2;31,5;8,886092994;48,59946784
7006;1;4;eRtg Herzogweg;Herrenberg Grafenweg;de:08115:7006:1:4;8115021;Herrenberg;Herrenberg;BB;68;"Ruftaxi;Bus";782,RT782;782,RT782;31782_,50782_;2;31,5;8,886418788;48,5992883
7007;0;3;eRtg Daimlerstraﬂe;Herrenberg Porschestraﬂe;de:08115:7007:0:3;8115021;Herrenberg;Herrenberg;BB;68;Bus;781;781;31781_;1;31;8,871262867;48,60386768
7009;0;3;eRtg IBM;Herrenberg Stadtwerke;de:08115:7009:0:3;8115021;Herrenberg;Herrenberg;BB;68;Bus;781;781;31781_;1;31;8,874529313;48,60441083
7011;0;3;Rtg G‰rtringen;Deckenpfronn Br¸hlstraﬂe;de:08115:7011:0:3;8115010;Deckenpfronn;Deckenpfronn;BB;67;Bus;759;759;31759_;1;31;8,831413813;48,6524125
7011;0;4;Rtg Rathaus;Deckenpfronn Br¸hlstraﬂe;de:08115:7011:0:4;8115010;Deckenpfronn;Deckenpfronn;BB;67;"Nachtbus;Bus";759,N77;759,N77;31759_,34077_;2;31,34;8,829133196;48,65255303
7012;0;4;eRtg Hindenburgstr.;Herrenberg Hildrizhauser Str.;de:08115:7012:0:4;8115021;Herrenberg;Herrenberg;BB;68;"Ruftaxi;Bus";782,RT782;782,RT782;31782_,50782_;2;31,5;8,87436421;48,59439283
7013;0;3;Rtg Herrenberg ZOB;Herrenberg Reinhold-Schick-Pl.;de:08115:7013:0:3;8115021;Herrenberg;Herrenberg;BB;68;"Bus;Ruftaxi";773,780,RT780;773,780,RT780;31773_,31780_,50780_;3;31,5;8,86596956;48,59554347
7013;0;4;eRtg Eichenweg;Herrenberg Reinhold-Schick-Pl.;de:08115:7013:0:4;8115021;Herrenberg;Herrenberg;BB;68;"Bus;Ruftaxi;Nachtbus";773,774,780,N77,RT780;773,774,780,N77,RT780;31773_,31774_,31780_,34077_,50780_;5;31,34,50;8,866009852;48,5956874
7015;0;3;eRtg Mˆtzinger Straﬂe;Unterjett. Katholische Kirche;de:08115:7015:0:3;8115053;Jettingen;Unterjettingen;BB;77;Bus;774,777;774,777;31774_,31777_;2;31;8,788498946;48,56432194
7015;0;4;eRtg Sindlingen Ortsmitte;Unterjett. Katholische Kirche;de:08115:7015:0:4;8115053;Jettingen;Unterjettingen;BB;77;Bus;774,777;774,777;31774_,31777_;2;31;8,788498946;48,56432194
7016;0;3;eRtg Sindlinger Straﬂe;Oberjett. Herrenberger Str.;de:08115:7016:0:3;8115053;Jettingen;Oberjettingen;BB;77;"Ruftaxi;Bus";770,774,RT774,7794;770,774,RT774,7794;31770_,31774_,50774_,76794_;4;31,50,76;8,774594847;48,57725411
7016;0;4;eRtg ÷fele;Oberjett. Herrenberger Str.;de:08115:7016:0:4;8115053;Jettingen;Oberjettingen;BB;77;"Ruftaxi;Bus";770,774,RT774;770,774,RT774;31770_,31774_,50774_;3;31,5;8,774594847;48,57725411
7018;0;3;eRtg Br¸hlstraﬂe;Mˆtz. Goethe-/Hˆlderlinstr.;de:08115:7018:0:3;8115034;Mˆtzingen;Mˆtzingen;BB;77;Bus;778;778;31778_;1;31;8,779077581;48,53115707
7018;0;4;eRtg;Mˆtz. Goethe-/Hˆlderlinstr.;de:08115:7018:0:4;8115034;Mˆtzingen;Mˆtzingen;BB;77;Bus;778;778;31778_;1;31;8,779077581;48,53115707
7019;0;3;Rtg In der Rˆte;Mˆtzingen Goethestraﬂe;de:08115:7019:0:3;8115034;Mˆtzingen;Mˆtzingen;BB;77;Bus;778;778;31778_;1;31;8,774926803;48,52980912
7020;0;3;eRtg Rathaus;Mˆtzingen Br¸hlstraﬂe;de:08115:7020:0:3;8115034;Mˆtzingen;Mˆtzingen;BB;77;Bus;778;778;31778_;1;31;8,775415941;48,53248992
7020;0;4;eRtg;Mˆtzingen Br¸hlstraﬂe;de:08115:7020:0:4;8115034;Mˆtzingen;Mˆtzingen;BB;77;Bus;778;778;31778_;1;31;8,775415941;48,53248992
7021;1;3;eRtg ZOB Kalkofenstraﬂe;Herrenberg Schieﬂt‰le;de:08115:7021:1:3;8115021;Herrenberg;Herrenberg;BB;68;"Bus;Ruftaxi";780,RT780;780,RT780;31780_,50780_;2;31,5;8,861469443;48,59524141
7021;1;4;eRtg Eichenweg;Herrenberg Schieﬂt‰le;de:08115:7021:1:4;8115021;Herrenberg;Herrenberg;BB;68;"Bus;Ruftaxi";780,RT780;780,RT780;31780_,50780_;2;31,5;8,861469443;48,59524141
7022;0;3;Rtg Altes Rathaus;Unterjettingen Kohlplatte;de:08115:7022:0:3;8115053;Jettingen;Unterjettingen;BB;77;Bus;770,774;770,774;31770_,31774_;2;31;8,778302773;48,56294491
7022;0;4;Rtg Imental;Unterjettingen Kohlplatte;de:08115:7022:0:4;8115053;Jettingen;Unterjettingen;BB;77;Bus;770,7794;770,7794;31770_,76794_;2;31,76;8,778302773;48,56294491
7023;0;4;Rtg Herrenberg / Kay;Mˆnchberg Greut‰ckerstraﬂe;de:08115:7023:0:4;8115021;Herrenberg;Mˆnchberg;BB;68;"Ruftaxi;Bus";791,794,RT794;791,794,RT794;31791_,31794_,50794_;3;31,5;8,90745447;48,58040444
7025;0;3;eRtg alle Richtungen;Mˆnchberg Schule;de:08115:7025:0:3;8115021;Herrenberg;Mˆnchberg;BB;68;Bus;791;791;31791_;1;31;8,916099333;48,58158906
7029;0;3;eRtg Maichingen;Maichingen Allmendstr.;de:08115:7029:0:3;8115045;Sindelfingen;Maichingen;BB;47,48;Bus;722,745,748,749;722,745,748,749;31722_,31745_,31748_,31749_;4;31;8,972339945;48,71887858
7029;0;4;eRtg Essegger Straﬂe;Maichingen Allmendstr.;de:08115:7029:0:4;8115045;Sindelfingen;Maichingen;BB;47,48;Bus;745,748,749;745,748,749;31745_,31748_,31749_;3;31;8,972339945;48,71887858
7030;0;3;Rtg Warmbronn;Eltingen Schopfloch;de:08115:7030:0:3;8115028;Leonberg;Eltingen;BB;46;"Ruftaxi;Bus";631,632,RT632;631,632,RT632;31631_,31632_,50632_;3;31,5;8,994675701;48,78763761
7030;0;4;Rtg Niederhofen;Eltingen Schopfloch;de:08115:7030:0:4;8115028;Leonberg;Eltingen;BB;46;"Ruftaxi;Bus";631,632,RT632;631,632,RT632;31631_,31632_,50632_;3;31,5;8,994675702;48,78762861
7034;0;3;eRtg Hochwiesenstraﬂe;Bondorf Hailfinger Str.;de:08115:7034:0:3;8115004;Bondorf;Bondorf;BB;77;"Bus;Ruftaxi";RT627,7627;RT627,7627;50627_,71627_;2;50,71;8,838534731;48,52145339
7034;0;4;eRtg Wartehalle;Bondorf Hailfinger Str.;de:08115:7034:0:4;8115004;Bondorf;Bondorf;BB;77;"Bus;Ruftaxi";RT627,7627;RT627,7627;50627_,71627_;2;50,71;8,838534731;48,52145339
7036;0;3;eRtg Waldhorn;Weil i. S. K‰lberstelle;de:08115:7036:0:3;8115051;Weil im Schˆnbuch;Weil im Schˆnbuch;BB;58,68;Bus;826,826A,828;826,826A,828;31826_,31826a,31828_;3;31;9,075490025;48,59314065
7036;0;4;eRtg Bahnhofstraﬂe;Weil i. S. K‰lberstelle;de:08115:7036:0:4;8115051;Weil im Schˆnbuch;Weil im Schˆnbuch;BB;58,68;Bus;826,826A,828;826,826A,828;31826_,31826a,31828_;3;31;9,075490025;48,59314065
7037;1;1;R-Bahn;Weil i. S. Untere Halde;de:08115:7037:1:1;8115051;Weil im Schˆnbuch;Weil im Schˆnbuch;BB;58,68;R-Bahn;R72;R72;12072_;1;12;9,06211646;48,62037841
7038;0;3;eRtg Sankt Martin;Herrenberg Kˆnigsberger Straﬂe;de:08115:7038:0:3;8115021;Herrenberg;Herrenberg;BB;68;"Ruftaxi;Bus";780,RT780;780,RT780;31780_,50780_;2;31,5;8,851170081;48,59389769
7039;0;3;eRtg Akazienweg;Herrenberg Im Steingraben;de:08115:7039:0:3;8115021;Herrenberg;Herrenberg;BB;68;"Bus;Ruftaxi";780,RT780;780,RT780;31780_,50780_;2;31,5;8,853411919;48,59686814
7040;0;3;eRtg Finkenweg;Herrenberg Amselweg;de:08115:7040:0:3;8115021;Herrenberg;Herrenberg;BB;68;Bus;779;779;31779_;1;31;8,861444932;48,58930622
7042;0;3;eRtg Zeisigweg;Herrenberg Im Vogelsang;de:08115:7042:0:3;8115021;Herrenberg;Herrenberg;BB;68;Bus;779;779;31779_;1;31;8,855488606;48,58647523
7046;0;3;eRtg Goethe-/Hˆlderlinstraﬂe;Bondorf Niederreutin;de:08115:7046:0:3;8115004;Bondorf;Bondorf;BB;77;Bus;778;778;31778_;1;31;8,806414011;48,52773493
7046;0;4;eRtg Bondorf;Bondorf Niederreutin;de:08115:7046:0:4;8115004;Bondorf;Bondorf;BB;77;Bus;778;778;31778_;1;31;8,806414011;48,52773493
7048;0;3;eRtg Oberjesingen;Deckenpfronn Siemensstr.;de:08115:7048:0:3;8115010;Deckenpfronn;Deckenpfronn;BB;67;Bus;773;773;31773_;1;31;8,819667223;48,64662153
7049;0;3;eRtg T¸binger Straﬂe;Deckenpfronn Frontalstr.;de:08115:7049:0:3;8115010;Deckenpfronn;Deckenpfronn;BB;67;Bus;773;773;31773_;1;31;8,819667223;48,64662153
7050;0;3;Rtg Mˆtzingen Rathaus;Mˆtzingen Nagolder Steig;de:08115:7050:0:3;8115034;Mˆtzingen;Mˆtzingen;BB;77;Bus;777;777;31777_;1;31;8,770737334;48,537103
7050;0;4;Rtg Nagold Mˆtzinger Str.;Mˆtzingen Nagolder Steig;de:08115:7050:0:4;8115034;Mˆtzingen;Mˆtzingen;BB;77;Bus;777;777;31777_;1;31;8,77092667;48,53715733
7051;0;3;eRtg Hoher Baumweg;Mˆtzingen Iselshauser Str.;de:08115:7051:0:3;8115034;Mˆtzingen;Mˆtzingen;BB;77;Bus;778;778;31778_;1;31;8,770077165;48,5333607
7052;0;4;eRtg Rathaus;G‰rtr. Feuerwehrger‰tehaus;de:08115:7052:0:4;8115015;G‰rtringen;G‰rtringen;BB;58;Bus;759;759;31759_;1;31;8,894721699;48,6425956
7052;0;5;Ersatz Rtg Schwarzwaldstraﬂe;G‰rtr. Feuerwehrger‰tehaus;de:08115:7052:0:5;8115015;G‰rtringen;G‰rtringen;BB;58;Bus;759;759;31759_;1;31;8,892116465;48,64253025
7053;0;3;eRtg Grabenstraﬂe;G‰rtringen Schwarzwaldstr.;de:08115:7053:0:3;8115015;G‰rtringen;G‰rtringen;BB;58;Bus;759;759;31759_;1;31;8,893372013;48,63912323
7053;0;4;eRtg Feuerwehrger‰tehaus;G‰rtringen Schwarzwaldstr.;de:08115:7053:0:4;8115015;G‰rtringen;G‰rtringen;BB;58;Bus;759;759;31759_;1;31;8,893372013;48,63912323
7054;0;3;eRtg Umspannwerk;Herrenberg Benzstraﬂe;de:08115:7054:0:3;8115021;Herrenberg;Herrenberg;BB;68;Bus;781;781;31781_;1;31;8,871410435;48,59912872
7055;0;3;eRtg Im Seele;Herrenberg Frˆbelschule;de:08115:7055:0:3;8115021;Herrenberg;Herrenberg;BB;68;Bus;779;779;31779_;1;31;8,859789051;48,59007759
7056;0;3;eRtg Adlerstraﬂe;Herrenberg Im Seele;de:08115:7056:0:3;8115021;Herrenberg;Herrenberg;BB;68;Bus;779;779;31779_;1;31;8,857959606;48,58987752
7057;0;3;eRtg Im Vogelsang;Herrenberg Adlerstraﬂe;de:08115:7057:0:3;8115021;Herrenberg;Herrenberg;BB;68;Bus;779;779;31779_;1;31;8,855781073;48,58849895
7059;0;3;eRtg Amselweg;Herrenberg Zeisigweg;de:08115:7059:0:3;8115021;Herrenberg;Herrenberg;BB;68;Bus;779;779;31779_;1;31;8,860350207;48,58811787
7060;0;3;eRtg Herrenberg;Herrenberg Finkenweg;de:08115:7060:0:3;8115021;Herrenberg;Herrenberg;BB;68;Bus;779;779;31779_;1;31;8,863516825;48,59008205
7065;0;3;eRtg Stadthalle;Herrenberg Affst‰tter Tal;de:08115:7065:0:3;8115021;Herrenberg;Herrenberg;BB;68;Bus;781;781;31781_;1;31;8,86950953;48,6002147
7066;0;3;eRtg Im Steingraben;Herrenberg Eichenweg;de:08115:7066:0:3;8115021;Herrenberg;Herrenberg;BB;68;"Bus;Ruftaxi";780,RT780;780,RT780;31780_,50780_;2;31,5;8,858117951;48,59628948
7067;0;3;eRtg Wittenberger Straﬂe;Herrenberg Akazienweg;de:08115:7067:0:3;8115021;Herrenberg;Herrenberg;BB;68;"Bus;Ruftaxi";780,RT780;780,RT780;31780_,50780_;2;31,5;8,850187972;48,59594675
7068;0;3;eRtg Torgauer Weg;Herrenberg Wittenberger Straﬂe;de:08115:7068:0:3;8115021;Herrenberg;Herrenberg;BB;68;"Bus;Ruftaxi";780,RT780;780,RT780;31780_,50780_;2;31,5;8,846506302;48,59399951
7069;0;3;eRtg Kˆnigsberger Straﬂe;Herrenberg Torgauer Weg;de:08115:7069:0:3;8115021;Herrenberg;Herrenberg;BB;68;"Bus;Ruftaxi";780,RT780;780,RT780;31780_,50780_;2;31,5;8,848896;48,59274368
7070;0;3;eRtg Neuffen;Neuffen Oberer Graben;de:08116:7070:0:3;8116046;Neuffen;Neuffen;ES;70;"Bus;Ruftaxi";179,191,192,199,RT180;179,191,192,199,RT180;31179_,31191_,31192_,31199_,50180_;5;31,5;9,376838822;48,55535341
7070;0;4;eRtg Max-Planck-Straﬂe/Albstraﬂe;Neuffen Oberer Graben;de:08116:7070:0:4;8116046;Neuffen;Neuffen;ES;70;"Bus;Ruftaxi";179,191,192,199,RT180;179,191,192,199,RT180;31179_,31191_,31192_,31199_,50180_;5;31,5;9,376838822;48,55535341
7071;0;3;eRtg Sindlingen Aussiedlerhˆfe;Haslach Schelmen‰cker;de:08115:7071:0:3;8115021;Herrenberg;Haslach;BB;68;Bus;774;774;31774_;1;31;8,83481056;48,58035949
7071;0;4;eRtg Sindlinger Straﬂe;Haslach Schelmen‰cker;de:08115:7071:0:4;8115021;Herrenberg;Haslach;BB;68;Bus;774;774;31774_;1;31;8,83481056;48,58035949
7072;0;3;eRtg Br¸hlstraﬂe;Deckenpfr. Dorfgem. Tennental;de:08115:7072:0:3;8115010;Deckenpfronn;Deckenpfronn;BB;67;Bus;759;759;31759_;1;31;8,840574529;48,65259635
7072;0;4;eRtg Grabenstraﬂe;Deckenpfr. Dorfgem. Tennental;de:08115:7072:0:4;8115010;Deckenpfronn;Deckenpfronn;BB;67;Bus;759;759;31759_;1;31;8,841118462;48,65226437
7073;0;3;eRtg Dorfgemeinschaft Tennental;G‰rtringen Grabenstraﬂe;de:08115:7073:0:3;8115015;G‰rtringen;G‰rtringen;BB;58;Bus;759;759;31759_;1;31;8,893675768;48,63661457
7073;0;4;eRtg Schwarzwaldstraﬂe;G‰rtringen Grabenstraﬂe;de:08115:7073:0:4;8115015;G‰rtringen;G‰rtringen;BB;58;Bus;759;759;31759_;1;31;8,893675768;48,63661457
7076;0;3;eRtg Vogt-Heﬂ-Schule;Herrenberg Sankt Martin;de:08115:7076:0:3;8115021;Herrenberg;Herrenberg;BB;68;"Bus;Ruftaxi";780,RT780;780,RT780;31780_,50780_;2;31,5;8,853908867;48,59377529
7079;0;3;eRtg Hailfinger Straﬂe;Bondorf Im Backenschlag;de:08115:7079:0:3;8115004;Bondorf;Bondorf;BB;77;"Bus;Ruftaxi";RT627,7627;RT627,7627;50627_,71627_;2;50,71;8,841602649;48,52307633
7079;0;4;eRtg Wartehalle;Bondorf Im Backenschlag;de:08115:7079:0:4;8115004;Bondorf;Bondorf;BB;77;"Bus;Ruftaxi";RT627,7627;RT627,7627;50627_,71627_;2;50,71;8,841602649;48,52307633
7081;0;3;eRtg Uracher Weg;Neuffen Albstraﬂe;de:08116:7081:0:3;8116046;Neuffen;Neuffen;ES;70;"Bus;Ruftaxi";179,191,192,RT180;179,191,192,RT180;31179_,31191_,31192_,50180_;4;31,5;9,382221536;48,55060546
7081;0;4;eRtg Oberer Graben;Neuffen Albstraﬂe;de:08116:7081:0:4;8116046;Neuffen;Neuffen;ES;70;"Bus;Ruftaxi";179,191,192,RT180;179,191,192,RT180;31179_,31191_,31192_,50180_;4;31,5;9,382221536;48,55060546
7082;0;3;eRtg Schule;Neuffen Uracher Weg;de:08116:7082:0:3;8116046;Neuffen;Neuffen;ES;70;"Bus;Ruftaxi";179,192,RT180;179,192,RT180;31179_,31192_,50180_;3;31,5;9,379161254;48,54891596
7082;0;4;eRtg Albstraﬂe;Neuffen Uracher Weg;de:08116:7082:0:4;8116046;Neuffen;Neuffen;ES;70;"Bus;Ruftaxi";179,192,RT180;179,192,RT180;31179_,31192_,50180_;3;31,5;9,379161254;48,54891596
7083;0;3;eRtg Porsche;Groﬂsachsenheim Winkels;de:08118:7083:0:3;8118076;Sachsenheim;Groﬂsachsenheim;LB;55,56,65,66;Bus;532,544,566,578;532,544,566,578;31532_,31532q,31544_,31566_,31566q,31578_;6;31;9,049218892;48,95189691
7083;0;4;eRtg Oberriexinger Straﬂe;Groﬂsachsenheim Winkels;de:08118:7083:0:4;8118076;Sachsenheim;Groﬂsachsenheim;LB;55,56,65,66;Bus;532,544,566,578;532,544,566,578;31532_,31532q,31544_,31566_,31566q,31578_;6;31;9,049218892;48,95189691
7084;0;3;eRtg;Groﬂsachsenheim Porsche;de:08118:7084:0:3;8118076;Sachsenheim;Groﬂsachsenheim;LB;55,56,65,66;Bus;544;544;31544_;1;31;9,044113264;48,95269929
7084;0;4;eRtg Winkels;Groﬂsachsenheim Porsche;de:08118:7084:0:4;8118076;Sachsenheim;Groﬂsachsenheim;LB;55,56,65,66;Bus;544;544;31544_;1;31;9,044113264;48,95269929
7085;0;3;eRtg Schwalbenh‰lde;Besigheim Kath. Kirche;de:08118:7085:0:3;8118007;Besigheim;Besigheim;LB;55,65;Bus;560;560;31560_;1;31;9,135280033;48,99364974
7085;0;4;eRtg Enzplatz;Besigheim Kath. Kirche;de:08118:7085:0:4;8118007;Besigheim;Besigheim;LB;55,65;Bus;560;560;31560_;1;31;9,135280033;48,99364974
7086;0;3;eRtg Chausseebergstraﬂe;Besigheim Schwalbenh‰lde;de:08118:7086:0:3;8118007;Besigheim;Besigheim;LB;55,65;Bus;560;560;31560_;1;31;9,134361486;48,99253581
7087;0;3;eRtg Martinshaus;Besigheim Chausseebergstr.;de:08118:7087:0:3;8118007;Besigheim;Besigheim;LB;55,65;Bus;560;560;31560_;1;31;9,136599162;48,99133723
7088;0;3;Rtg Untermberg;Groﬂsachsenheim Am Friedhof;de:08118:7088:0:3;8118076;Sachsenheim;Groﬂsachsenheim;LB;56,65,66,55;Bus;543;543;31543_;1;31;9,067672061;48,95740861
7088;0;4;Rtg Groﬂs. Hauptstr.;Groﬂsachsenheim Am Friedhof;de:08118:7088:0:4;8118076;Sachsenheim;Groﬂsachsenheim;LB;56,65,66,55;Bus;543;543;31543_;1;31;9,067863462;48,95757934
7089;0;3;eRtg Altdorf Stuttgarter Straﬂe;Altdorf Obere Lies‰cker;de:08116:7089:0:3;8116005;Altdorf (ES);Altdorf (ES);ES;59,69;"Ruftaxi;Bus";188,190,RT188;188,190,RT188;31188_,31190_,50188_;3;31,5;9,270040842;48,59621103
7089;0;4;eRtg Schule;Altdorf Obere Lies‰cker;de:08116:7089:0:4;8116005;Altdorf (ES);Altdorf (ES);ES;59,69;"Ruftaxi;Bus";188,189,190,RT188;188,189,190,RT188;31188_,31189_,31190_,50188_;4;31,5;9,270040842;48,59621103
7090;0;3;eRtg Talstraﬂe;Waiblingen Wasserstubenweg;de:08119:7090:0:3;8119079;Waiblingen;Waiblingen;WN;32;Bus;218;218;31218_;1;31;9,305977877;48,83721837
7091;0;3;eRtg Wasserstubenweg;Waiblingen Mendelssohnstr.;de:08119:7091:0:3;8119079;Waiblingen;Waiblingen;WN;32;Bus;218;218;31218_;1;31;9,307625414;48,83709707
7092;0;3;eRtg Mendelssohnstraﬂe;Waiblingen Schellingstr.;de:08119:7092:0:3;8119079;Waiblingen;Waiblingen;WN;32;Bus;218;218;31218_;1;31;9,311575206;48,83699652
7093;0;3;eRtg Emil-M¸nz-Straﬂe;Waiblingen Arbeitsagentur/Post;de:08119:7093:0:3;8119079;Waiblingen;Waiblingen;WN;32;Bus;218;218;31218_;1;31;9,310251284;48,82557088
7093;0;4;eRtg Devizesstraﬂe;Waiblingen Arbeitsagentur/Post;de:08119:7093:0:4;8119079;Waiblingen;Waiblingen;WN;32;Bus;218;218;31218_;1;31;9,310251284;48,82557088
7094;0;3;Rtg Waiblingen Schwabstraﬂe;Waiblingen Emil-M¸nz-Str.;de:08119:7094:0:3;8119079;Waiblingen;Waiblingen;WN;32;Bus;218;218;31218_;1;31;9,313636906;48,82468945
7094;0;4;Rtg Arbeitsagentur/Post;Waiblingen Emil-M¸nz-Str.;de:08119:7094:0:4;8119079;Waiblingen;Waiblingen;WN;32;Bus;218;218;31218_;1;31;9,313636906;48,82468945
7095;0;3;eRtg Friedhof;Waiblingen Schwabstr.;de:08119:7095:0:3;8119079;Waiblingen;Waiblingen;WN;32;Bus;218;218;31218_;1;31;9,316733195;48,82545431
7095;0;4;eRtg Emil-M¸nz-Straﬂe;Waiblingen Schwabstr.;de:08119:7095:0:4;8119079;Waiblingen;Waiblingen;WN;32;Bus;218;218;31218_;1;31;9,316733195;48,82545431
7096;0;3;Rtg Pfarrgartenstraﬂe;Kirchberg (M) Feuerwehr;de:08119:7096:0:3;8119038;Kirchberg (M);Kirchberg (M);WN;55,54;"Nachtbus;Bus";455,477,488,N30;455,477,488,N30;31455_,31477_,31488_,34030_;4;31,34;9,349654879;48,94326503
7097;0;3;Rtg Danziger Straﬂe;Kirchberg (M) Rappenberg;de:08119:7097:0:3;8119038;Kirchberg (M);Kirchberg (M);WN;54,55;Bus;488;488;31488_;1;31;9,337214272;48,94461498
7098;0;3;Rtg Perouser Str.;Malmsheim Viehtrieb;de:08115:7098:0:3;8115041;Renningen;Malmsheim;BB;56;Bus;636;636;31636_;1;31;8,906437684;48,77980383
