Nummer;Bereich;Steig;Steigname;Name mit Ort;Globale ID;GKZ;Ort;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
2325;0;2;Rtg Engelberg;Leonberg Golfplatz;de:08115:2325:0:2;8115028;Leonberg;Leonberg;BB;36,46;Bus;92;92;30092_;1;30;9,03078606;48,79798362
2325;0;3;Endhaltestelle Rtg Gerlingen Ramtel L98;Leonberg Golfplatz;de:08115:2325:0:3;8115028;Leonberg;Leonberg;BB;36,46;Bus;98;98;30098_;1;30;9,032215238;48,79793826
2325;0;1;Rtg Gerlingen Ramtel;Leonberg Golfplatz;de:08115:2325:0:4;8115028;Leonberg;Leonberg;BB;36,46;Bus;92;92;30092_;1;30;9,029983134;48,79823562
2326;0;3;Bus-Li92/94 Rtg GWOG;Ramtel Hirschberger Str.;de:08115:2326:0:3;8115028;Leonberg;Ramtel;BB;46;"Ruftaxi;Bus";92,94,RT94;92,94,RT94;30092_,31094_,50094_;3;30,31,50;9,021445017;48,78988368
2326;0;4;Bus-Li92/94 Rtg LMPL;Ramtel Hirschberger Str.;de:08115:2326:0:4;8115028;Leonberg;Ramtel;BB;46;"Ruftaxi;Bus";92,94,RT94;92,94,RT94;30092_,31094_,50094_;3;30,31,50;9,021445017;48,78988368
2327;0;3;Bus-Li94 Rtg LGBF;Leonberg Krankenhaus;de:08115:2327:0:3;8115028;Leonberg;Leonberg;BB;46;"Ruftaxi;Nachtbus;Bus";631,632,634,652,653,653A,N62,RT653;631,632,634,652,653,653A,N62,RT653;31631_,31632_,31634_,31652_,31653_,31653a,34062_,50653_;8;31,34,50;9,002365439;48,80153083
2327;0;4;Bus-Li94 Ankunft;Leonberg Krankenhaus;de:08115:2327:0:4;8115028;Leonberg;Leonberg;BB;46;"Ruftaxi;Bus;Nachtbus";94,631,632,634,652,653,N62,RT653;94,631,632,634,652,653,N62,RT653;31094_,31631_,31632_,31634_,31652_,31653_,34062_,50653_;8;31,34,50;9,002365439;48,80153083
2328;0;2;Rtg S¸d Brennerstr Mˆrike-Schule;Eltingen Leo-Center;de:08115:2328:0:3;8115028;Leonberg;Eltingen;BB;46;"Ruftaxi;Bus";92,94,631,632,651,RT94,RT632;92,94,631,632,651,RT94,RT632;30092_,31094_,31631_,31632_,31651_,50094_,50632_;7;30,31,50;9,010858362;48,79600901
2328;0;1;Rtg Nord Belforter Platz;Eltingen Leo-Center;de:08115:2328:0:4;8115028;Leonberg;Eltingen;BB;46;"Ruftaxi;Bus";92,94,631,632,651,RT94,RT632;92,94,631,632,651,RT94,RT632;30092_,31094_,31631_,31632_,31651_,50094_,50632_;7;30,31,50;9,010994461;48,79596403
2328;0;3;Rtg Bf (Linie 651);Eltingen Leo-Center;de:08115:2328:0:5;8115028;Leonberg;Eltingen;BB;46;Bus;651;651;31651_;1;31;9,012260079;48,79517257
2329;0;3;Rtg Bahnhof;Leonb. Joh.-Kepler-Gymnasium;de:08115:2329:0:3;8115028;Leonberg;Leonberg;BB;46;"Bus;Ruftaxi";92,94,651,RT94,RT651;92,94,651,RT94,RT651;30092_,31094_,31651_,50094_,50651_;5;30,31,50;9,011104403;48,80049616
2329;0;4;Rtg Belforter Platz Krankenhausn;Leonb. Joh.-Kepler-Gymnasium;de:08115:2329:0:4;8115028;Leonberg;Leonberg;BB;46;"Ruftaxi;Bus;Nachtbus";92,94,631,632,634,635,651,652,653,653A,N62,RT94,RT632,RT651,RT653;92,94,631,632,634,635,651,652,653,653A,N62,RT94,RT632,RT651,RT653;30092_,31094_,31631_,31632_,31634_,31635_,31651_,31652_,31653_,31653a,34062_,50094_,50632_,50651_,50653_;15;30,31,34,50;9,011703291;48,80029827
2329;0;5;Steig 4 Ersatz (fiktiv f¸r AHF);Leonb. Joh.-Kepler-Gymnasium;de:08115:2329:0:5;8115028;Leonberg;Leonberg;BB;46;Bus;653;653;31653_;1;31;9,011703291;48,80029827
2331;1;1;Bus - Li 56 > WP;Mercedes-Benz Welt;de:08111:2331:1:1;8111000;Stuttgart;Stuttgart;S;20;Bus;45,56;45,56;30045_,30056_;2;30;9,23492947;48,78881787
2331;1;2;Bus - Li 56 > WAG;Mercedes-Benz Welt;de:08111:2331:1:2;8111000;Stuttgart;Stuttgart;S;20;Bus;56;56;30056_;1;30;9,23492947;48,78881787
2332;0;3;Bus - Li.51 / 56 > WOST;Veielbrunnenweg;de:08111:2332:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;45,56;45,56;30045_,30056_;2;30;9,220601808;48,79871086
2332;0;4;Bus - Li.56 > WP;Veielbrunnenweg;de:08111:2332:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;56;56;30056_;1;30;9,220601808;48,79871086
2333;0;3;Bus-Li92/94 Rtg GWOG;Leonberg Rˆmerstr.;de:08115:2333:0:3;8115028;Leonberg;Leonberg;BB;46;"Bus;Ruftaxi";92,94,651,RT94;92,94,651,RT94;30092_,31094_,31651_,50094_;4;30,31,50;9,003699129;48,79763711
2333;0;4;Bus-Li92/94 Rtg LMPL;Leonberg Rˆmerstr.;de:08115:2333:0:4;8115028;Leonberg;Leonberg;BB;46;"Ruftaxi;Bus;Nachtbus";92,94,631,632,633,634,635,651,652,653,653A,N62,RT94,RT632;92,94,631,632,633,634,635,651,652,653,653A,N62,RT94,RT632;30092_,31094_,31631_,31632_,31633_,31634_,31635_,31651_,31652_,31653_,31653a,34062_,50094_,50632_;14;30,31,34,50;9,003699129;48,79763711
2334;0;3;Bus-Li92 Rtg VR;Leonberg Rappenhof;de:08115:2334:0:3;8115028;Leonberg;Leonberg;BB;46;Bus;92;92;30092_;1;30;9,035653443;48,77140078
2334;0;4;Bus-Li92 Rtg LMPL;Leonberg Rappenhof;de:08115:2334:0:4;8115028;Leonberg;Leonberg;BB;46;Bus;92;92;30092_;1;30;9,035001408;48,77277682
2335;0;3;Bus-Li92 Rtg VR;Leonberg Schumisberg;de:08115:2335:0:3;8115028;Leonberg;Leonberg;BB;46;Bus;92;92;30092_;1;30;9,03254177;48,77704893
2335;0;4;Bus-Li92 Rtg LMPL;Leonberg Schumisberg;de:08115:2335:0:4;8115028;Leonberg;Leonberg;BB;46;Bus;92;92;30092_;1;30;9,03254177;48,77704893
2336;0;3;Bus-Li94 Ankunft;Leonberg Waldfriedhof;de:08115:2336:0:3;8115028;Leonberg;Leonberg;BB;46;Ruftaxi;RT94;RT94;50094_;1;50;9,036114048;48,78739806
2336;0;4;Bus-Li94 Rtg GWOG;Leonberg Waldfriedhof;de:08115:2336:0:4;8115028;Leonberg;Leonberg;BB;46;Bus;94;94;31094_;1;31;9,036114048;48,78739806
2338;0;3;Bus-Li94 Rtg LW;Ramtel Gerlinger Str.;de:08115:2338:0:3;8115028;Leonberg;Ramtel;BB;46;"Ruftaxi;Bus";94,RT94;94,RT94;31094_,50094_;2;31,5;9,03358477;48,79024042
2338;0;4;Bus-Li94 Rtg GWOG;Ramtel Gerlinger Str.;de:08115:2338:0:4;8115028;Leonberg;Ramtel;BB;46;"Ruftaxi;Bus";94,RT94,RT632;94,RT94,RT632;31094_,50094_,50632_;3;31,5;9,033326379;48,79051926
2338;0;5;Rtg L‰mmle-Schule;Ramtel Gerlinger Str.;de:08115:2338:0:5;8115028;Leonberg;Ramtel;BB;46;Bus;632;632;31632_;1;31;9,033803215;48,79125649
2339;0;3;Bus-Li92/94 Rtg VR/LW;Ramtel Gˆppinger Str.;de:08115:2339:0:3;8115028;Leonberg;Ramtel;BB;46;"Ruftaxi;Bus";94,RT94,RT632;94,RT94,RT632;31094_,50094_,50632_;3;31,5;9,023539472;48,78700571
2339;0;4;Bus-Li92/94 Rtg LMPL;Ramtel Gˆppinger Str.;de:08115:2339:0:4;8115028;Leonberg;Ramtel;BB;46;"Ruftaxi;Bus";92,94,RT94;92,94,RT94;30092_,31094_,50094_;3;30,31,50;9,023539472;48,78700571
2340;0;3;Bus-Li92/94 Rtg GWOG;Eltingen Glemseckstraﬂe;de:08115:2340:0:3;8115028;Leonberg;Eltingen;BB;46;"Ruftaxi;Bus";92,94,RT94,RT632;92,94,RT94,RT632;30092_,31094_,50094_,50632_;4;30,31,50;9,012612127;48,78819447
2340;0;4;Bus-Li92/94 Rtg LMPL;Eltingen Glemseckstraﬂe;de:08115:2340:0:4;8115028;Leonberg;Eltingen;BB;46;"Ruftaxi;Bus";92,94,633,RT94;92,94,633,RT94;30092_,31094_,31633_,50094_;4;30,31,50;9,013591871;48,78786164
2341;0;3;Bus-Li92/94 Rtg GWOG;Eltingen Mˆrike-Schule;de:08115:2341:0:3;8115028;Leonberg;Eltingen;BB;46;"Ruftaxi;Bus";92,94,RT94,RT632;92,94,RT94,RT632;30092_,31094_,50094_,50632_;4;30,31,50;9,007087465;48,79170199
2341;0;4;Bus-Li92/94 Rtg LMPL;Eltingen Mˆrike-Schule;de:08115:2341:0:4;8115028;Leonberg;Eltingen;BB;46;"Ruftaxi;Bus";92,94,633,RT94;92,94,633,RT94;30092_,31094_,31633_,50094_;4;30,31,50;9,007087465;48,79170199
2342;0;3;Bus-Li92 Rtg LGBF;Forsthaus II;de:08111:2342:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;92;92;30092_;1;30;9,090507037;48,77945462
2342;0;4;Bus-Li92 Rtg ZOB;Forsthaus II;de:08111:2342:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;92;92;30092_;1;30;9,090014501;48,77795329
2343;0;1;Stadtbahn Rtg HB;Cannstatter Wasen;de:08111:2343:0:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U19;U19;20069_;1;20;9,220197442;48,79651751
2343;0;2;Stadtbahn Ankunft;Cannstatter Wasen;de:08111:2343:0:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U19;U19;20069_;1;20;9,220170062;48,79648159
2344;0;3;Bus-Li92 Rtg LGBF;Tennisplatz;de:08111:2344:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;92,748;92,748;30092_,31748_;2;30,31;9,124690049;48,76445022
2344;0;4;Bus-Li92 Rtg ZOB;Tennisplatz;de:08111:2344:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;92,748;92,748;30092_,31748_;2;30,31;9,124662464;48,76429738
2345;0;3;Rtg S¸d;Leonberg Belforter Platz;de:08115:2345:0:3;8115028;Leonberg;Leonberg;BB;46;"Ruftaxi;Bus;Nachtbus";631,634,635,652,653,653A,N62,RT632;631,634,635,652,653,653A,N62,RT632;31631_,31634_,31635_,31652_,31653_,31653a,34062_,50632_;8;31,34,50;9,014288958;48,7981398
2345;0;4;Rtg Nord/Nordwest;Leonberg Belforter Platz;de:08115:2345:0:4;8115028;Leonberg;Leonberg;BB;46;Bus;632;632;31632_;1;31;9,014288958;48,7981398
2346;0;3;Bus - Li.90 Rtg GI;Generatorstraﬂe;de:08111:2346:0:3;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;90;30090_;1;30;9,105011874;48,82498841
2346;0;4;Bus - Li.90 Rtg LO;Generatorstraﬂe;de:08111:2346:0:4;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;90;30090_;1;30;9,105011874;48,82498841
2347;0;3;Bus - Li.90 Rtg GI;Kranstraﬂe;de:08111:2347:0:3;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;90;30090_;1;30;9,103449658;48,82689619
2347;0;4;Bus - Li.90 Rtg LO;Kranstraﬂe;de:08111:2347:0:4;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;90;30090_;1;30;9,103449658;48,82689619
2348;0;3;Bus - Li.90 Rtg GI;Lilienthalstraﬂe;de:08111:2348:0:3;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;90;30090_;1;30;9,108526577;48,82547072
2348;0;4;Bus - Li.90 Rtg LO;Lilienthalstraﬂe;de:08111:2348:0:4;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;90;30090_;1;30;9,108526577;48,82547072
2349;0;3;Rtg Altstadt Tˆrlensweg;Leonberg Seegarten;de:08115:2349:0:3;8115028;Leonberg;Leonberg;BB;46;"Ruftaxi;Bus";94,RT94;94,RT94;31094_,50094_;2;31,5;9,017747029;48,80016258
2349;0;4;Rtg Samariterstift;Leonberg Seegarten;de:08115:2349:0:4;8115028;Leonberg;Leonberg;BB;46;"Ruftaxi;Bus";94,RT94;94,RT94;31094_,50094_;2;31,5;9,017651611;48,79979391
2350;0;3;Bus - Li.90 Rtg GI;Motorstraﬂe 24;de:08111:2350:0:3;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;90;30090_;1;30;9,107522645;48,82727012
2350;0;4;Bus - Li.90 Rtg LO;Motorstraﬂe 24;de:08111:2350:0:4;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;90;30090_;1;30;9,107522645;48,82727012
2351;0;3;Bus-Li94 Rtg LW;Ramtel Neue Ramtelstr.;de:08115:2351:0:3;8115028;Leonberg;Ramtel;BB;46;"Ruftaxi;Bus";94,RT94;94,RT94;31094_,50094_;2;31,5;9,041383067;48,79036373
2351;0;4;Bus-Li94 Rtg GWOG;Ramtel Neue Ramtelstr.;de:08115:2351:0:4;8115028;Leonberg;Ramtel;BB;46;"Ruftaxi;Bus";94,RT94;94,RT94;31094_,50094_;2;31,5;9,041383067;48,79036373
2352;1;3;Bus-Li92/94 Rtg LGBF/LEKI;Leonberg Altstadt;de:08115:2352:1:3;8115028;Leonberg;Leonberg;BB;46;"Bus;Ruftaxi";92,635,651,RT651;92,635,651,RT651;30092_,31635_,31651_,50651_;4;30,31,50;9,016508952;48,8019972
2352;1;4;Bus ausw‰rts;Leonberg Altstadt;de:08115:2352:1:4;8115028;Leonberg;Leonberg;BB;46;"Bus;Ruftaxi";92,635,651,RT651;92,635,651,RT651;30092_,31635_,31651_,50651_;4;30,31,50;9,016508952;48,8019972
2353;0;3;Bus-Li92/94 Rtg GWOG;Eltingen Tiroler Straﬂe;de:08115:2353:0:3;8115028;Leonberg;Eltingen;BB;46;"Ruftaxi;Bus";92,94,632,RT94;92,94,632,RT94;30092_,31094_,31632_,50094_;4;30,31,50;9,017593769;48,79040591
2353;0;4;Bus-Li92/94 Rtg LMPL;Eltingen Tiroler Straﬂe;de:08115:2353:0:4;8115028;Leonberg;Eltingen;BB;46;"Ruftaxi;Bus";92,94,632,RT94;92,94,632,RT94;30092_,31094_,31632_,50094_;4;30,31,50;9,017593769;48,79040591
2355;0;3;Bus-Li92/94 Rtg LGBF;Leonberg Tˆrlensweg;de:08115:2355:0:3;8115028;Leonberg;Leonberg;BB;46;"Bus;Ruftaxi";92,94,635,651,RT94,RT651;92,94,635,651,RT94,RT651;30092_,31094_,31635_,31651_,50094_,50651_;6;30,31,50;9,015759707;48,80029776
2355;0;4;Bus-Li92/ Rtg LMPL/ZOB;Leonberg Tˆrlensweg;de:08115:2355:0:4;8115028;Leonberg;Leonberg;BB;46;"Ruftaxi;Bus";92,94,651,RT94,RT651;92,94,651,RT94,RT651;30092_,31094_,31651_,50094_,50651_;5;30,31,50;9,015759707;48,80029776
2356;1;3;Bus-Li94 Rtg LW;Leonberg Blosenbergkirche;de:08115:2356:1:3;8115028;Leonberg;Leonberg;BB;46;"Ruftaxi;Bus";94,RT94;94,RT94;31094_,50094_;2;31,5;9,024197089;48,79595296
2356;1;4;Bus-Li94 Ankunft;Leonberg Blosenbergkirche;de:08115:2356:1:4;8115028;Leonberg;Leonberg;BB;46;Ruftaxi;RT94;RT94;50094_;1;50;9,024197089;48,79595296
2357;0;3;Bus - Li.90 Rtg GI;Hemminger Straﬂe;de:08111:2357:0:3;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;90;30090_;1;30;9,098094777;48,82563299
2357;0;4;Bus - Li.90 Rtg LO;Hemminger Straﬂe;de:08111:2357:0:4;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;90;30090_;1;30;9,098094777;48,82563299
2358;0;4;Rtg Bad Cannstatt Bf;Elwertstraﬂe;de:08111:2358:0:4;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";45,N5;45,N5;30045_,33005_;2;30,33;9,216926325;48,79863693
2359;0;3;Bus-Li92 Rtg VR;Eltingen Leonb. Dreieck;de:08115:2359:0:3;8115028;Leonberg;Eltingen;BB;46;Bus;92;92;30092_;1;30;9,017101492;48,78376064
2359;0;4;Bus-Li92 Rtg LMPL;Eltingen Leonb. Dreieck;de:08115:2359:0:4;8115028;Leonberg;Eltingen;BB;46;Bus;92,94;92,94;30092_,31094_;2;30,31;9,017101492;48,78376064
2360;0;3;Rtg LeoCenter;Eltingen Leonberger Str.;de:08115:2360:0:3;8115028;Leonberg;Eltingen;BB;46;Bus;631,632;631,632;31631_,31632_;2;31;9,010721304;48,79179161
2360;0;4;Rtg Leobad;Eltingen Leonberger Str.;de:08115:2360:0:4;8115028;Leonberg;Eltingen;BB;46;Bus;631,632;631,632;31631_,31632_;2;31;9,010489907;48,79165675
2370;1;3;Bus - Li.60;Oeffingen Dieselstraﬂe;de:08119:2370:1:3;8119020;Fellbach;Oeffingen;WN;20,32;"Bus;Nachtbus";60,N6;60,N6;30060_,33006_;2;30,33;9,256157042;48,84164739
2371;0;3;Bus - Li.60 > FL;Oeffingen Daimlerstraﬂe;de:08119:2371:0:3;8119020;Fellbach;Oeffingen;WN;20,32;Bus;60;60;30060_;1;30;9,257853628;48,84306438
2371;0;4;Bus - Li.60 > OFFI;Oeffingen Daimlerstraﬂe;de:08119:2371:0:4;8119020;Fellbach;Oeffingen;WN;20,32;"Bus;Nachtbus";60,N6;60,N6;30060_,33006_;2;30,33;9,258203718;48,84226328
2372;0;3;Bus - Li.60 > FL;Oeffingen Rathaus;de:08119:2372:0:3;8119020;Fellbach;Oeffingen;WN;20,32;Bus;60;60;30060_;1;30;9,264368639;48,84360711
2373;0;4;Bus - Li.60 > OFFI;Oeffingen Klosterplatz;de:08119:2373:0:4;8119020;Fellbach;Oeffingen;WN;20,32;"Bus;Nachtbus";60,N6;60,N6;30060_,33006_;2;30,33;9,263328463;48,84270127
2374;0;3;Bus - Li.60 > FL;Oeffingen Alemannenstr.;de:08119:2374:0:3;8119020;Fellbach;Oeffingen;WN;20,32;Bus;60;60;30060_;1;30;9,262644419;48,83955554
2374;0;4;Bus - Li.60 > OFFI;Oeffingen Alemannenstr.;de:08119:2374:0:4;8119020;Fellbach;Oeffingen;WN;20,32;"Bus;Nachtbus";60,N6;60,N6;30060_,33006_;2;30,33;9,262644419;48,83955554
2375;0;3;Bus - Li.60 > FL;Schmiden Dorfwiesen;de:08119:2375:0:3;8119020;Fellbach;Schmiden;WN;20,32;Bus;60;60;30060_;1;30;9,26179963;48,83691373
2375;0;4;Bus - Li.60 > OFFI;Schmiden Dorfwiesen;de:08119:2375:0:4;8119020;Fellbach;Schmiden;WN;20,32;"Bus;Nachtbus";60,N6;60,N6;30060_,33006_;2;30,33;9,261842845;48,83736325
2376;1;3;Rtg Jakob-/Butterstraﬂe;Schmiden B¸hnerstraﬂe;de:08119:2376:1:3;8119020;Fellbach;Schmiden;WN;20,32;Bus;60,205;60,205;30060_,31205_;2;30,31;9,263186257;48,83378125
2376;1;5;Rtg Schmiden Rathaus;Schmiden B¸hnerstraﬂe;de:08119:2376:1:5;8119020;Fellbach;Schmiden;WN;20,32;Bus;58;58;30058_;1;30;9,263186257;48,83378125
2377;1;4;Rtg B¸hnerstraﬂe;Schmiden Rathaus;de:08119:2377:1:4;8119020;Fellbach;Schmiden;WN;20,32;"Bus;Nachtbus";60,205,N6;60,205,N6;30060_,31205_,33006_;3;30,31,33;9,264740339;48,83402048
2377;1;6;Rtg Hohenackerstraﬂe;Schmiden Rathaus;de:08119:2377:1:6;8119020;Fellbach;Schmiden;WN;20,32;Bus;58;58;30058_;1;30;9,264740339;48,83402048
2378;0;4;Rtg Hohenackerstraﬂe;Schmiden Jakob-/Butterstr.;de:08119:2378:0:4;8119020;Fellbach;Schmiden;WN;20,32;"Bus;Nachtbus";60,205,N6;60,205,N6;30060_,31205_,33006_;3;30,31,33;9,264008381;48,83211579
2378;0;6;Rtg B¸hnerstr./Friedrichstr.;Schmiden Jakob-/Butterstr.;de:08119:2378:0:6;8119020;Fellbach;Schmiden;WN;20,32;Bus;58;58;30058_;1;30;9,264008381;48,83211579
2379;0;3;Bus - Li.58 > OZ;Schmiden Friedrichstr.;de:08119:2379:0:3;8119020;Fellbach;Schmiden;WN;20,32;Bus;58,6;58,6;30058_,30060_;2;30;9,260191017;48,83143209
2379;0;4;Bus - Li.58 > SMBU;Schmiden Friedrichstr.;de:08119:2379:0:4;8119020;Fellbach;Schmiden;WN;20,32;Bus;58;58;30058_;1;30;9,260191017;48,83143209
2380;0;3;Bus - Li.58 > OZ;Auf der Gans;de:08111:2380:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;58;58;30058_;1;30;9,241795665;48,81856827
2380;0;4;Bus - Li.58 > SMBU;Auf der Gans;de:08111:2380:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;58;58;30058_;1;30;9,242259814;48,81881009
2381;0;4;Bus - Li.60 > OFFI;Oeffingen Gemeindezentrum;de:08119:2381:0:4;8119020;Fellbach;Oeffingen;WN;20,32;"Bus;Nachtbus";60,N6;60,N6;30060_,33006_;2;30,33;9,2648935;48,84238295
2382;0;3;Bus - Li.58 > OZ;Kleiner Ostring;de:08111:2382:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;58;58;30058_;1;30;9,245087767;48,82069248
2382;0;4;Bus - Li.58 > SMBU;Kleiner Ostring;de:08111:2382:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;58;58;30058_;1;30;9,245087767;48,82069248
2401;1;3;Bus - Li.50 > WTBF;Kr‰herwald;de:08111:2401:1:3;8111000;Stuttgart;Stuttgart;S;10;Bus;40,5;40,5;30040_,30050_;2;30;9,146538027;48,78391088
2401;1;4;Bus - Li.50 > KI;Kr‰herwald;de:08111:2401:1:4;8111000;Stuttgart;Stuttgart;S;10;Bus;40,5;40,5;30040_,30050_;2;30;9,14608811;48,78361471
2401;2;7;Nachtbus j04;Kr‰herwald;de:08111:2401:2:7;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N2;N2;33002_;1;33;9,147164058;48,78393706
2402;0;3;Bus - Li.40 > VO;Gauﬂstraﬂe;de:08111:2402:0:3;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";40,N2;40,N2;30040_,33002_;2;30,33;9,147900383;48,7798356
2402;0;4;Bus - Li.40 > HB;Gauﬂstraﬂe;de:08111:2402:0:4;8111000;Stuttgart;Stuttgart;S;10;Bus;40;40;30040_;1;30;9,147654167;48,77939529
2403;0;3;Bus - Li.40 > VO;Fichtestraﬂe;de:08111:2403:0:3;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";40,N2;40,N2;30040_,33002_;2;30,33;9,151123727;48,77936379
2403;0;4;Bus - Li.40 > HB;Fichtestraﬂe;de:08111:2403:0:4;8111000;Stuttgart;Stuttgart;S;10;Bus;40;40;30040_;1;30;9,151763419;48,7794259
2404;0;3;Bus - Li.40 > VO;Honoldweg;de:08111:2404:0:3;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";40,N2;40,N2;30040_,33002_;2;30,33;9,153565693;48,78145578
2404;0;4;Bus - Li.40 > HB;Honoldweg;de:08111:2404:0:4;8111000;Stuttgart;Stuttgart;S;10;Bus;40;40;30040_;1;30;9,153768777;48,78112279
2405;0;3;Bus - Li.40 > HB;Wunnensteinstraﬂe;de:08111:2405:0:3;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";40,N7;40,N7;30040_,33007_;2;30,33;9,203759691;48,78086515
2405;0;4;Bus - Li.40 > WOST;Wunnensteinstraﬂe;de:08111:2405:0:4;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";40,N5;40,N5;30040_,33005_;2;30,33;9,2038;48,78073918
2406;0;3;Bus - Li.40 > HB;Tunnel Ostportal;de:08111:2406:0:3;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";40,N7;40,N7;30040_,33007_;2;30,33;9,200600291;48,78021426
2406;0;4;Bus - Li.40 > WOST;Tunnel Ostportal;de:08111:2406:0:4;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";40,N5;40,N5;30040_,33005_;2;30,33;9,200667677;48,78005228
2407;1;4;Bus - Li.40 > HB;Leibnizstraﬂe;de:08111:2407:1:4;8111000;Stuttgart;Stuttgart;S;10;Bus;40;40;30040_;1;30;9,147381147;48,78372097
2407;2;3;Bus - Li.40 > VO;Leibnizstraﬂe;de:08111:2407:2:3;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";40,N2;40,N2;30040_,33002_;2;30,33;9,149403776;48,78207275
2408;0;3;Bus - Li.50 > WTBF;Geibelstraﬂe;de:08111:2408:0:3;8111000;Stuttgart;Stuttgart;S;10;Bus;40,5;40,5;30040_,30050_;2;30;9,142149271;48,78141653
2408;0;4;Bus - Li.50 > KI;Geibelstraﬂe;de:08111:2408:0:4;8111000;Stuttgart;Stuttgart;S;10;Bus;40,5;40,5;30040_,30050_;2;30;9,142149271;48,78141653
2409;0;3;Bus - Li.41 > CH;Mˆrikestraﬂe;de:08111:2409:0:3;8111000;Stuttgart;Stuttgart;S;10;Bus;41,43;41,43;30041_,30043_;2;30;9,168897168;48,76824243
2409;0;4;Bus - Li.41 > BE;Mˆrikestraﬂe;de:08111:2409:0:4;8111000;Stuttgart;Stuttgart;S;10;Bus;41,43;41,43;30041_,30043_;2;30;9,168897168;48,76824243
2410;0;3;Bus - Li.41 > CH;Marien-/Silberburgstraﬂe;de:08111:2410:0:3;8111000;Stuttgart;Stuttgart;S;10;Bus;41,43;41,43;30041_,30043_;2;30;9,169379449;48,77006718
2410;0;4;Bus - Li.41 > BE;Marien-/Silberburgstraﬂe;de:08111:2410:0:4;8111000;Stuttgart;Stuttgart;S;10;Bus;41,43;41,43;30041_,30043_;2;30;9,169136215;48,77055312
2411;0;3;Bus - Li.43 > CH;Markuskirche;de:08111:2411:0:3;8111000;Stuttgart;Stuttgart;S;10;Bus;43;43;30043_;1;30;9,175958739;48,76475177
2411;0;4;Bus - Li.43 > BE;Markuskirche;de:08111:2411:0:4;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";43,N1;43,N1;30043_,33001_;2;30,33;9,174625041;48,76456497
2413;0;3;Bus - Li.41 > CH;Zellerstraﬂe;de:08111:2413:0:3;8111000;Stuttgart;Stuttgart;S;10;Bus;43;43;30043_;1;30;9,177814727;48,76261772
2413;0;4;Bus - Li.41 > BE;Zellerstraﬂe;de:08111:2413:0:4;8111000;Stuttgart;Stuttgart;S;10;Bus;43;43;30043_;1;30;9,177814727;48,76261772
2414;0;3;Bus - Li 43 > CH;Lehenstraﬂe;de:08111:2414:0:3;8111000;Stuttgart;Stuttgart;S;10;Bus;43;43;30043_;1;30;9,170977756;48,76403091
2414;0;4;Bus - Li 43 > MA;Lehenstraﬂe;de:08111:2414:0:4;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus;Linientaxi";43,N1,LT10;43,N1,LT10;30043_,33001_,52010_;3;30,33,52;9,170977756;48,76403091
2415;1;3;Bus-Li92>LGBF;Metzgerhau;de:08111:2415:1:3;8111000;Stuttgart;Stuttgart;S;20;Bus;92;92;30092_;1;30;9,116584935;48,76528605
2416;1;4;Bus-Li91/92>FC/ZOB;Forsthaus I;de:08111:2416:1:4;8111000;Stuttgart;Stuttgart;S;20;Bus;91,92;91,92;30091_,30092_;2;30;9,11088696;48,76598411
